"gauge_code","nome","estado","lat","long","time_step","network","n_years_zip"
"260410603A","Caruaru","PE",-8.176,-35.973,10,"CEMADEN",1
"260410605A","Caruaru","PE",-8.258,-35.884,10,"CEMADEN",3
"260410606A","Caruaru","PE",-8.373,-35.986,10,"CEMADEN",4
"260410607A","Caruaru","PE",-8.297,-36.031,10,"CEMADEN",5
"260410608A","Caruaru","PE",-8.282617,-35.938122,10,"CEMADEN",1
"260415501A","Casinhas","PE",-7.746056,-35.725444,10,"CEMADEN",4
"260420501A","Catende","PE",-8.669,-35.72,10,"CEMADEN",1
"260420502A","Catende","PE",-8.67,-35.737,10,"CEMADEN",4
"260420503A","Catende","PE",-8.598,-35.766,10,"CEMADEN",4
"260420504A","Catende","PE",-8.67224,-35.7187,10,"CEMADEN",4
"260440301A","Chã de Alegria","PE",-7.99754,-35.21584,10,"CEMADEN",4
"260450201A","Chã Grande","PE",-8.24445,-35.45956,10,"CEMADEN",7
"260460101A","Condado","PE",-7.580278,-35.102528,10,"CEMADEN",4
"260470001A","Correntes","PE",-9.128,-36.329,10,"CEMADEN",7
"260480901A","Cortês","PE",-8.47569,-35.54686,10,"CEMADEN",6
"260480902A","Cortês","PE",-8.470639,-35.5445,10,"CEMADEN",1
"260490801A","Cumaru","PE",-8.006378,-35.709082,10,"CEMADEN",4
"260510301A","Custódia","PE",-8.08651,-37.63223,10,"CEMADEN",2
"260515201A","Dormentes","PE",-8.512667,-40.416528,10,"CEMADEN",3
"260520201A","Escada","PE",-8.369,-35.241,10,"CEMADEN",5
"260520202A","Escada","PE",-8.355833,-35.234167,10,"CEMADEN",2
"260520202H","Escada","PE",-8.3643,-35.2366,10,"CEMADEN",1
"26053100","Novo São Joaquim","MT",-14.8689,-53.3014,60,"Telemetria",3
"26053120","Novo São Joaquim","MT",-14.8569,-53.2919,60,"Telemetria",1
"26054000","Novo São Joaquim","MT",-14.8672,-53.2833,60,"Telemetria",1
"260540001A","Feira Nova","PE",-7.92885,-35.39204,10,"CEMADEN",5
"260550901A","Ferreiros","PE",-7.4482,-35.24111,10,"CEMADEN",4
"26057000","Nova Xavantina","MT",-14.5342,-52.3314,15,"Telemetria",1
"260570701A","Floresta","PE",-8.598,-38.581,10,"CEMADEN",5
"260570701C","Floresta","PE",-8.611583,-38.48625,10,"CEMADEN",1
"260570702A","Floresta","PE",-8.320957,-38.411878,10,"CEMADEN",1
"260580601A","Frei Miguelinho","PE",-7.94222,-35.92465,10,"CEMADEN",1
"260580601C","Frei Miguelinho","PE",-7.954333,-35.9155,10,"CEMADEN",1
"260590501A","Gameleira","PE",-8.587,-35.386,10,"CEMADEN",8
"260590502A","Gameleira","PE",-8.583139,-35.385472,10,"CEMADEN",1
"260590518H","Gameleira","PE",-8.586337,-35.388637,10,"CEMADEN",1
"260610102A","Glória do Goitá","PE",-8.00105,-35.28466,10,"CEMADEN",3
"260620001A","Goiana","PE",-7.531555,-34.996284,10,"CEMADEN",8
"260620002A","Goiana","PE",-7.5586,-34.99826,10,"CEMADEN",7
"260620003A","Goiana","PE",-7.56648,-34.85794,10,"CEMADEN",4
"260620003H","Goiana","PE",-7.5555,-34.9983,10,"CEMADEN",1
"260650701A","Iati","PE",-9.051381,-36.857439,10,"CEMADEN",1
"260660601A","Ibimirim","PE",-8.533,-37.696999999999996,10,"CEMADEN",1
"260680403A","Igarassu","PE",-7.807,-34.933,10,"CEMADEN",8
"260680404A","Igarassu","PE",-7.874,-34.916,10,"CEMADEN",3
"260680405A","Igarassu","PE",-7.871,-34.862,10,"CEMADEN",7
"260680406A","Igarassu","PE",-7.87247,-34.912009999999995,10,"CEMADEN",2
"260690301A","Iguaraci","PE",-7.83732,-37.51445,10,"CEMADEN",1
"260690301C","Iguaraci","PE",-7.842563,-37.541540000000005,10,"CEMADEN",1
"26070000","Ribeirão Cascalheira","MT",-12.9186,-51.3297,15,"Telemetria",2
"260710901A","Ingazeira","PE",-7.67884,-37.45995,10,"CEMADEN",1
"260720801A","Ipojuca","PE",-8.4,-35.064,10,"CEMADEN",7
"260720802A","Ipojuca","PE",-8.511000000000001,-35.122,10,"CEMADEN",1
"260720803A","Ipojuca","PE",-8.507,-35.004,10,"CEMADEN",3
"260720804A","Ipojuca","PE",-8.411,-35.07,10,"CEMADEN",4
"260720805A","Ipojuca","PE",-8.368205,-35.13522,10,"CEMADEN",3
"260730701A","Ipubi","PE",-7.651,-40.147,10,"CEMADEN",1
"260730702A","Ipubi","PE",-7.47,-40.278,10,"CEMADEN",4
"260730703A","Ipubi","PE",-7.658278,-40.157278000000005,10,"CEMADEN",2
"260740601A","Itacuruba","PE",-8.726222,-38.689917,10,"CEMADEN",2
"260740601C","Itacuruba","PE",-8.723388,-38.679222,10,"CEMADEN",2
"260750501A","Itaíba","PE",-8.940367,-37.41153,10,"CEMADEN",2
"260750501U","Itaíba","PE",-9.009333,-37.34575,10,"CEMADEN",1
"260760401A","Ilha de Itamaracá","PE",-7.76845,-34.86882,10,"CEMADEN",3
"260765301A","Itambé","PE",-7.40623,-35.11303,10,"CEMADEN",4
"260765302A","Itambé","PE",-7.52595,-35.08494,10,"CEMADEN",3
"260770301A","Itapetim","PE",-7.37536,-37.19018,10,"CEMADEN",4
"260775201A","Itapissuma","PE",-7.749680000000001,-34.93442,10,"CEMADEN",2
"260780201A","Itaquitinga","PE",-7.66667,-35.123059999999995,10,"CEMADEN",3
"260790101A","Jaboatão dos Guararapes","PE",-8.157,-34.968,10,"CEMADEN",3
"260790102A","Jaboatão dos Guararapes","PE",-8.09,-34.97,10,"CEMADEN",4
"260790102G","Jaboatão dos Guararapes","PE",-8.100284,-34.982616,10,"CEMADEN",2
"260790103A","Jaboatão dos Guararapes","PE",-8.096,-34.971,10,"CEMADEN",3
"260790104A","Jaboatão dos Guararapes","PE",-8.187999999999999,-34.953,10,"CEMADEN",2
"260790104G","Jaboatão dos Guararapes","PE",-8.098711,-34.974641,10,"CEMADEN",1
"260790106A","Jaboatão dos Guararapes","PE",-8.154,-34.914,10,"CEMADEN",4
"260790107A","Jaboatão dos Guararapes","PE",-8.112,-35.015,10,"CEMADEN",5
"260790108A","Jaboatão dos Guararapes","PE",-8.07105,-34.99392,10,"CEMADEN",8
"260790109A","Jaboatão dos Guararapes","PE",-8.22,-34.931999999999995,10,"CEMADEN",4
"260790110A","Jaboatão dos Guararapes","PE",-8.168,-34.928000000000004,10,"CEMADEN",3
"260790115H","Jaboatão dos Guararapes","PE",-8.1088,-34.99944,10,"CEMADEN",1
"260795001A","Jaqueira","PE",-8.731,-35.804,10,"CEMADEN",7
"260795002A","Jaqueira","PE",-8.732056,-35.803917,10,"CEMADEN",2
"260800801A","Jataúba","PE",-7.98526,-36.50162,10,"CEMADEN",1
"260800801C","Jataúba","PE",-8.007666,-36.444277,10,"CEMADEN",1
"260805701A","Jatobá","PE",-9.17572,-38.25769,10,"CEMADEN",1
"260810701A","João Alfredo","PE",-7.864894,-35.56781,10,"CEMADEN",1
"260820601A","Joaquim Nabuco","PE",-8.626,-35.525999999999996,10,"CEMADEN",1
"260820602A","Joaquim Nabuco","PE",-8.63233,-35.5341,10,"CEMADEN",3
"260830501A","Jupi","PE",-8.7103,-36.3956,10,"CEMADEN",2
"260840401A","Jurema","PE",-8.72,-36.143,10,"CEMADEN",3
"260845301A","Lagoa do Carro","PE",-7.84385,-35.30058,10,"CEMADEN",5
"260850301A","Lagoa de Itaenga","PE",-7.93096,-35.24276,10,"CEMADEN",6
"260860201A","Lagoa do Ouro","PE",-9.120547,-36.462394,10,"CEMADEN",5
"260870101A","Lagoa dos Gatos","PE",-8.663,-35.9046,10,"CEMADEN",5
"260880001A","Lajedo","PE",-8.66027,-36.32232,10,"CEMADEN",4
"260890901A","Limoeiro","PE",-7.86623,-35.43469,10,"CEMADEN",4
"260900601A","Macaparana","PE",-7.5581,-35.45261,10,"CEMADEN",3
"260910501A","Machados","PE",-7.68894,-35.50866,10,"CEMADEN",5
"260915401A","Manari","PE",-8.95817,-37.61982,10,"CEMADEN",1
"260915401C","Manari","PE",-8.9475,-37.602361,10,"CEMADEN",1
"260920401A","Maraial","PE",-8.783,-35.811,10,"CEMADEN",5
"260920402A","Maraial","PE",-8.884,-35.748,10,"CEMADEN",7
"260930301A","Mirandiba","PE",-8.1167,-38.73,10,"CEMADEN",1
"260940201A","Moreno","PE",-8.105,-35.195,10,"CEMADEN",7
"260940202A","Moreno","PE",-8.118,-35.101,10,"CEMADEN",10
"260950101A","Nazaré da Mata","PE",-7.733,-35.264,10,"CEMADEN",5
"260950102A","Nazaré da Mata","PE",-7.730698,-35.232556,10,"CEMADEN",8
"260950103A","Nazarãò da Mata","PE",-7.799,-35.263,10,"CEMADEN",7
"260950104A","Nazaré da Mata","PE",-7.73062,-35.23258,10,"CEMADEN",2
"260960001A","Olinda","PE",-7.983,-34.912,10,"CEMADEN",1
"260960001G","Olinda","PE",-7.994922,-34.905648,10,"CEMADEN",4
"260960002A","Olinda","PE",-7.999,-34.887,10,"CEMADEN",4
"260960003A","Olinda","PE",-8.008,-34.851,10,"CEMADEN",6
"260960004A","Olinda","PE",-7.999103,-34.859839,10,"CEMADEN",6
"260960005A","Olinda","PE",-7.973,-34.868,10,"CEMADEN",8
"260970901A","Orobó","PE",-7.73773,-35.60724,10,"CEMADEN",1
"260970901C","Orobó","PE",-7.761055,-35.606611,10,"CEMADEN",5
"260980801A","Orocó","PE",-8.619,-39.602,10,"CEMADEN",3
"26100000","Nova Xavantina","MT",-14.6725,-52.355,15,"Telemetria",4
"261000402A","Palmares","PE",-8.691,-35.604,10,"CEMADEN",2
"261000403A","Palmares","PE",-8.761389,-35.675,10,"CEMADEN",2
"261010301A","Palmeirina","PE",-9.000278,-36.334722,10,"CEMADEN",4
"261020201A","Panelas","PE",-8.6614,-36.0159,10,"CEMADEN",2
"261030101A","Paranatama","PE",-8.9226,-36.661431,10,"CEMADEN",4
"261040002A","Parnamirim","PE",-8.175305999999999,-40.0525,10,"CEMADEN",2
"261050901A","Passira","PE",-7.975883,-35.58819,10,"CEMADEN",4
"261060801A","Paudalho","PE",-7.95518,-35.10672,10,"CEMADEN",2
"261060802A","Paudalho","PE",-7.88179,-35.17869,10,"CEMADEN",3
"261070702A","Paulista","PE",-7.958,-34.876,10,"CEMADEN",4
"261070703A","Paulista","PE",-7.853,-34.836,10,"CEMADEN",3
"261070704A","Paulista","PE",-7.918,-34.829,10,"CEMADEN",6
"261070705A","Paulista","PE",-7.941571,-34.825915,10,"CEMADEN",5
"261070706A","Paulista","PE",-7.941,-34.88,10,"CEMADEN",3
"261070707A","Paulista","PE",-7.93168,-34.94455,10,"CEMADEN",1
"261080601A","Pedra","PE",-8.5,-36.940833000000005,10,"CEMADEN",1
"261090501A","Pesqueira","PE",-8.36686,-36.67984,10,"CEMADEN",1
"261090501C","Pesqueira","PE",-8.395583,-36.657944,10,"CEMADEN",2
"261100201A","Petrolândia","PE",-8.9801,-38.21851,10,"CEMADEN",1
"261110101A","Petrolina","PE",-9.37014,-40.492436,10,"CEMADEN",2
"261110101C","Petrolina","PE",-9.398094,-40.53416,10,"CEMADEN",2
"261110102A","Petrolina","PE",-9.39241,-40.50827,10,"CEMADEN",4
"261110102C","Petrolina","PE",-9.131345,-40.30066,10,"CEMADEN",1
"261110103A","Petrolina","PE",-9.37883,-40.53536,10,"CEMADEN",4
"261110103C","Petrolina","PE",-9.00615,-40.2943,10,"CEMADEN",1
"261110104A","Petrolina","PE",-9.3609000000000009,-40.54031,10,"CEMADEN",3
"261110105A","Petrolina","PE",-8.814444,-40.830528,10,"CEMADEN",1
"261120001A","Poção","PE",-8.185,-36.707,10,"CEMADEN",5
"261130901A","Pombos","PE",-8.13689,-35.39963,10,"CEMADEN",3
"261130902A","Pombos","PE",-8.180556,-35.393889,10,"CEMADEN",3
"261140802A","Primavera","PE",-8.3275,-35.349833000000004,10,"CEMADEN",2
"261150701A","Quipapá","PE",-8.83,-36.013,10,"CEMADEN",8
"261150702A","Quipapá","PE",-8.844,-36.115,10,"CEMADEN",7
"261150703A","Quipapá","PE",-8.804,-36.093,10,"CEMADEN",3
"261153301A","Quixaba","PE",-7.71775,-37.84935,10,"CEMADEN",1
"261160601A","Recife","PE",-8.036,-34.98,10,"CEMADEN",5
"261160603A","Recife","PE",-8.018378,-34.947058,10,"CEMADEN",6
"261160603G","Recife","PE",-8.038048,-34.979298,10,"CEMADEN",4
"261160604A","Recife","PE",-8.123583,-34.941528,10,"CEMADEN",7
"261160604G","Recife","PE",-8.024215,-34.964622,10,"CEMADEN",2
"261160605A","Recife","PE",-8.001917,-34.919278,10,"CEMADEN",4
"261160605G","Recife","PE",-8.114365,-34.949029,10,"CEMADEN",1
"261160606A","Recife","PE",-7.996278,-34.909167,10,"CEMADEN",4
"261160606G","Recife","PE",-8.11784,-34.950142,10,"CEMADEN",2
"261160607A","Recife","PE",-8.012,-34.892,10,"CEMADEN",2
"261160608A","Recife","PE",-8.007,-34.936,10,"CEMADEN",5
"261160609A","Recife","PE",-8.120975,-34.913983,10,"CEMADEN",2
"261160610A","Recife","PE",-8.024,-34.927,10,"CEMADEN",5
"261160612A","Recife","PE",-7.994,-34.936,10,"CEMADEN",2
"261160613A","Recife","PE",-8.019,-34.915,10,"CEMADEN",5
"261160613G","Recife","PE",-7.995841,-34.915624,10,"CEMADEN",1
"261160614A","Recife","PE",-8.013,-34.881,10,"CEMADEN",8
"261160615A","Recife","PE",-8.122,-34.955,10,"CEMADEN",7
"261160616A","Recife","PE",-8.039,-34.959,10,"CEMADEN",3
"261160616G","Recife","PE",-8.00919,-34.902819,10,"CEMADEN",2
"261160617A","Recife","PE",-8.099,-34.887,10,"CEMADEN",7
"261160618A","Recife","PE",-8.037,-34.884,10,"CEMADEN",7
"261160619A","Recife","PE",-8.073,-34.925,10,"CEMADEN",4
"261160620A","Recife","PE",-8.054,-34.873,10,"CEMADEN",7
"261160621A","Recife","PE",-8.102,-34.929,10,"CEMADEN",10
"261160622A","Recife","PE",-8.068999999999999,-34.891,10,"CEMADEN",4
"261160623A","Recife","PE",-8.04491,-34.87518,10,"CEMADEN",7
"261170501A","Riacho das Almas","PE",-8.138333,-35.859722,10,"CEMADEN",1
"261180401A","Ribeirão","PE",-8.507,-35.385,10,"CEMADEN",6
"261180402A","Ribeirão","PE",-8.44341,-35.34595,10,"CEMADEN",3
"261190301A","Rio Formoso","PE",-8.661,-35.153,10,"CEMADEN",6
"261190303A","Rio Formoso","PE",-8.67534,-35.160509,10,"CEMADEN",4
"261200001A","Sairé","PE",-8.32887,-35.70838,10,"CEMADEN",3
"261210901C","Salgadinho","PE",-7.916722,-35.630527,10,"CEMADEN",3
"261230701A","Saloá","PE",-8.970842,-36.668694,10,"CEMADEN",1
"261240601A","Sanharó","PE",-8.35665,-36.55842,10,"CEMADEN",6
"261240601C","Sanharó","PE",-8.3848,-36.58935,10,"CEMADEN",2
"261240602A","Sanharó","PE",-8.356530000000001,-36.558440000000004,10,"CEMADEN",1
"261247101A","Santa Cruz da Baixa Verde","PE",-7.888389,-38.197,10,"CEMADEN",1
"261250501A","Santa Cruz do Capibaribe","PE",-7.95798,-36.21818,10,"CEMADEN",3
"261250501U","Santa Cruz do Capibaribe","PE",-7.939638,-36.297083,10,"CEMADEN",1
"261270301A","Santa Maria do Cambucá","PE",-7.830071,-35.884155,10,"CEMADEN",3
"261280201A","Santa Terezinha","PE",-7.36883,-37.4798,10,"CEMADEN",1
"261290101A","São Benedito do Sul","PE",-8.812,-35.932,10,"CEMADEN",11
"261290102A","São Benedito do Sul","PE",-8.802518,-35.938863,10,"CEMADEN",2
"261300801C","São Bento do Una","PE",-8.524472,-36.473388,10,"CEMADEN",2
"261310701A","São Caitano","PE",-8.336111,-36.125556,10,"CEMADEN",6
"261320601A","São João","PE",-8.878166,-36.368083,10,"CEMADEN",4
"261330501A","São Joaquim do Monte","PE",-8.507,-35.895,10,"CEMADEN",3
"261330502A","São Joaquim do Monte","PE",-8.432730000000001,-35.804942,10,"CEMADEN",1
"261340401A","Barra Grande","AL",-8.91115,-35.164790000000004,10,"CEMADEN",4
"261350301A","São Josãò do Belmonte","PE",-7.83268,-38.76422,10,"CEMADEN",1
"261350302A","São José do Belmonte","PE",-7.996222,-38.624861,10,"CEMADEN",4
"261370101A","São Lourenço da Mata","PE",-7.995,-35.035,10,"CEMADEN",7
"261370102A","São Lourenço da Mata","PE",-8.037,-35.1,10,"CEMADEN",7
"261370103A","São Lourenço da Mata","PE",-7.979,-35.073,10,"CEMADEN",8
"261370104A","São Lourenço da Mata","PE",-8.01,-35.016,10,"CEMADEN",7
"261380001A","São Vicente Ferrer","PE",-7.590832,-35.489782,10,"CEMADEN",5
"261390901C","Serra Talhada","PE",-7.993416,-38.293805,10,"CEMADEN",1
"261410501A","Sertânia","PE",-8.42957,-37.40961,10,"CEMADEN",1
"261410501C","Sertânia","PE",-8.033305,-37.242833000000005,10,"CEMADEN",1
"261410502C","Sertânia","PE",-8.351805,-37.286611,10,"CEMADEN",1
"261420401A","Sirinhaãòm","PE",-8.592,-35.116,10,"CEMADEN",6
"261420402A","Sirinhaãòm","PE",-8.594572,-35.109969,10,"CEMADEN",2
"261430301A","Moreilândia","PE",-7.6275,-39.551222,10,"CEMADEN",2
"261440201A","Solidão","PE",-7.60213,-37.65258,10,"CEMADEN",1
"261450101A","Surubim","PE",-7.84449,-35.75571,10,"CEMADEN",2
"261470901A","Tacaimbó","PE",-8.321819999999999,-36.29068,10,"CEMADEN",4
"261470902A","Tacaimbó","PE",-8.316389,-36.291667,10,"CEMADEN",5
"261480801A","Tacaratu","PE",-9.10687,-38.14931,10,"CEMADEN",1
"261480801C","Tacaratu","PE",-9.1125,-38.156555,10,"CEMADEN",1
"261485701A","Tamandaré","PE",-8.768671,-35.313051,10,"CEMADEN",5
"261485702A","Tamandaré","PE",-8.750556,-35.101667,10,"CEMADEN",5
"26150000","Nova Xavantina","MT",-14.5997,-51.7197,15,"Telemetria",1
"261500301A","Taquaritinga do Norte","PE",-7.89838,-36.05043,10,"CEMADEN",1
"261510201A","Terezinha","PE",-9.056936,-36.623556,10,"CEMADEN",3
"261520102A","Terra Nova","PE",-8.22468,-39.3766,10,"CEMADEN",1
"261530001A","Timbaúba","PE",-7.551183,-35.276044,10,"CEMADEN",4
"261530002A","Timbaúba","PE",-7.445494,-35.24407,10,"CEMADEN",3
"261540901A","Toritama","PE",-8.00893,-36.06317,10,"CEMADEN",3
"261550801A","Tracunhaãòm","PE",-7.80379,-35.23131,10,"CEMADEN",3
"261560701U","Trindade","PE",-7.700694,-40.250333,10,"CEMADEN",1
"261570601A","Triunfo","PE",-7.83051,-38.1056,10,"CEMADEN",3
"261590401C","Tuparetama","PE",-7.633083,-37.327888,10,"CEMADEN",1
"261600101C","Venturosa","PE",-8.559916000000001,-36.81597,10,"CEMADEN",1
"261610001A","Verdejante","PE",-7.930167,-38.968306,10,"CEMADEN",1
"261618301A","Vertente do Lério","PE",-7.77354,-35.84377,10,"CEMADEN",1
"261618301C","Vertente do Lãòrio","PE",-7.762222,-35.8745,10,"CEMADEN",1
"261630801A","Vicência","PE",-7.656,-35.319,10,"CEMADEN",5
"261630802A","Vicência","PE",-7.668806,-35.412472,10,"CEMADEN",4
"261640702A","Vitória de Santo Antão","PE",-8.121,-35.325,10,"CEMADEN",6
"261640704A","Vitória de Santo Antão","PE",-8.121,-35.298,10,"CEMADEN",6
"261640705A","Vitória de Santo Antão","PE",-8.22513,-35.270697,10,"CEMADEN",2
"261650601A","Xexéu","PE",-8.81,-35.627,10,"CEMADEN",7
"261650602A","Xexãòu","PE",-8.81,-35.627221999999996,10,"CEMADEN",2
"26350000","São Félix do Araguaia","MT",-11.6181,-50.6625,15,"Telemetria",2
"26500000","Porto Alegre do Norte","MT",-10.8733,-51.6286,15,"Telemetria",3
"26710000","Sandolândia","TO",-12.0986,-49.9481,15,"Telemetria",1
"26711000","Formoso do Araguaia","TO",-11.4644,-50.0078,15,"Telemetria",2
"26730000","Formoso do Araguaia","TO",-11.8392,-49.7711,15,"Telemetria",1
"26790001","Aliança do Tocantins","TO",-11.3231,-49.2592,15,"Telemetria",1
"26795140","Pium","TO",-10.3903,-49.8167,15,"Telemetria",1
"26795700","Lagoa da Confusão","TO",-10.8636,-49.6756,15,"Telemetria",1
"26795800","Formoso do Araguaia","TO",-11.6894,-49.1572,15,"Telemetria",1
"26798000","Dueré","TO",-11.3811,-49.6819,15,"Telemetria",1
"26798500","Lagoa da Confusão","TO",-10.8408,-49.7567,15,"Telemetria",1
"26800000","Pium","TO",-10.5647,-49.9342,15,"Telemetria",2
"270030001C","Arapiraca","AL",-9.801054,-36.561982,10,"CEMADEN",2
"270060701A","Barra de São Miguel","AL",-9.829,-35.903,10,"CEMADEN",7
"270130801A","Cajueiro","AL",-9.39315,-36.14565,10,"CEMADEN",2
"270135701A","Campestre","AL",-8.85219,-35.56738,10,"CEMADEN",7
"270170401A","Capela","AL",-9.413,-36.077,10,"CEMADEN",2
"270210801A","Colônia Leopoldina","AL",-8.909571,-35.716296,10,"CEMADEN",8
"270230602A","Coruripe","AL",-10.122438,-36.179107,10,"CEMADEN",5
"270230603A","Coruripe","AL",-10.130025,-36.171095,10,"CEMADEN",3
"270240501C","Delmiro Gouveia","AL",-9.42307,-38.01138,10,"CEMADEN",3
"270255301C","Estrela de Alagoas","AL",-9.44265,-36.7883,10,"CEMADEN",1
"270270201A","Feliz Deserto","AL",-10.292398,-36.309014,10,"CEMADEN",7
"270330401C","Inhapi","AL",-9.266762,-37.65162,10,"CEMADEN",1
"270380901A","Joaquim Gomes","AL",-9.13584,-35.748141,10,"CEMADEN",5
"270420301A","Limoeiro de Anadia","AL",-9.741066,-36.504822,10,"CEMADEN",6
"270430202A","Maceió","AL",-9.581,-35.768,10,"CEMADEN",1
"270430203A","Maceió","AL",-9.641,-35.735,10,"CEMADEN",6
"270430205A","Maceió","AL",-9.587,-35.763000000000005,10,"CEMADEN",4
"270430207A","Maceió","AL",-9.628603,-35.737905,10,"CEMADEN",7
"270430209A","Maceió","AL",-9.696,-35.778,10,"CEMADEN",6
"270430210A","Maceió","AL",-9.552,-35.727,10,"CEMADEN",9
"270430211A","Maceió","AL",-9.529,-35.608,10,"CEMADEN",5
"270430212A","Maceió","AL",-9.632,-35.707,10,"CEMADEN",3
"270430213A","Maceió","AL",-9.573,-35.741,10,"CEMADEN",9
"270430214A","Maceió","AL",-9.527999999999999,-35.623000000000005,10,"CEMADEN",3
"270430215A","Maceió","AL",-9.56652,-35.79703,10,"CEMADEN",7
"270430216A","Maceió","AL",-9.55,-35.761,10,"CEMADEN",5
"270430217A","Maceió","AL",-9.6214,-35.748,10,"CEMADEN",7
"270430218A","Maceió","AL",-9.66117,-35.75779,10,"CEMADEN",5
"270450001A","Maragogi","AL",-9.015,-35.223,10,"CEMADEN",1
"270470801A","Marechal Deodoro","AL",-9.717,-35.894,10,"CEMADEN",3
"270510101A","Matriz de Camaragibe","AL",-9.15748,-35.53084,10,"CEMADEN",8
"270510101H","Matriz de Camaragibe","AL",-9.1596,-35.5391,10,"CEMADEN",1
"270550701A","Murici","AL",-9.311,-35.946,10,"CEMADEN",2
"270644801A","Paripueira","AL",-9.46292,-35.55892,10,"CEMADEN",6
"270660401A","Paulo Jacinto","AL",-9.371,-36.372,10,"CEMADEN",8
"270710701C","Piranhas","AL",-9.5922,-37.74188,10,"CEMADEN",3
"270760201A","Quebrangulo","AL",-9.318,-36.471,10,"CEMADEN",5
"270760203H","Quebrangulo","AL",-9.3197,-36.4733,10,"CEMADEN",1
"270810501A","Santana do Mundaú","AL",-9.17,-36.217,10,"CEMADEN",5
"270830301A","São José da Laje","AL",-9.007,-36.055,10,"CEMADEN",4
"270840201C","São José da Tapera","AL",-9.53655,-37.36453,10,"CEMADEN",2
"270860001A","São Miguel dos Campos","AL",-9.777959,-36.102408,10,"CEMADEN",3
"270860002A","São Miguel dos Campos","AL",-9.799785,-36.104092,10,"CEMADEN",6
"270890701A","Satuba","AL",-9.574,-35.824,10,"CEMADEN",8
"270930101A","União dos Palmares","AL",-9.161,-36.032,10,"CEMADEN",2
"270930102A","União dos Palmares","AL",-9.152,-36.016,10,"CEMADEN",3
"270930103A","União dos Palmares","AL",-9.134,-36.052,10,"CEMADEN",5
"270940001A","Viçosa","AL",-9.373764,-36.240199,10,"CEMADEN",6
"27110000","Caseara","TO",-9.5003,-49.9831,15,"Telemetria",1
"27300900","Caseara","TO",-9.1261,-49.7431,15,"Telemetria",1
"27320000","Araguacema","TO",-8.8033,-49.555,15,"Telemetria",3
"27380120","Dois Irmãos do Tocantins","TO",-9.1517,-49.3931,15,"Telemetria",1
"27490000","Conceição do Araguaia","PA",-8.3611,-49.2775,60,"Telemetria",1
"27500000","Conceição do Araguaia","PA",-8.2694,-49.2594,15,"Telemetria",6
"280020901C","Aquidabã","SE",-10.2284,-37.02804,10,"CEMADEN",2
"280030801A","Aracaju","SE",-10.88087,-37.05318,10,"CEMADEN",7
"280030802A","Aracaju","SE",-10.94779,-37.07414,10,"CEMADEN",7
"280030803A","Aracaju","SE",-10.92109,-37.09531,10,"CEMADEN",7
"280030804A","Aracaju","SE",-10.88691,-37.05567,10,"CEMADEN",3
"280110801C","Canhoba","SE",-10.14392,-37.033384999999996,10,"CEMADEN",1
"280140501C","Carira","SE",-10.30202,-37.63828,10,"CEMADEN",1
"280230401C","Frei Paulo","SE",-10.497494999999999,-37.57982,10,"CEMADEN",1
"280310401C","Itabi","SE",-10.117861,-37.166177000000005,10,"CEMADEN",1
"280400301A","Maruim","SE",-10.734,-37.083,10,"CEMADEN",10
"280460701C","Nossa Senhora das Dores","SE",-10.381689999999999,-37.22596,10,"CEMADEN",1
"280540601A","Poço Redondo","SE",-9.80836,-37.68228,10,"CEMADEN",5
"280540601U","Poço Redondo","SE",-9.925827,-37.694137,10,"CEMADEN",2
"280570301C","Propriá","SE",-10.23227,-36.80482,10,"CEMADEN",1
"280600801C","Ribeirópolis","SE",-10.51383,-37.493520000000004,10,"CEMADEN",1
"280740201C","Tobias Barreto","SE",-11.18016,-38.004529999999995,10,"CEMADEN",2
"28200000","Araguaína","TO",-7.2075,-48.2958,15,"Telemetria",2
"28280000","Araguanã","TO",-6.5778,-48.6367,15,"Telemetria",2
"28300000","Xambioá","TO",-6.4097,-48.5422,15,"Telemetria",5
"28300100","Xambioá","TO",-6.3997,-48.5281,60,"Telemetria",1
"28308000","Wanderlândia","TO",-6.8006,-48.1358,60,"Telemetria",2
"28310080","Piraquê","TO",-6.7822,-48.1525,60,"Telemetria",2
"28844995","Araguatins","TO",-5.78905,-48.17809,15,"Telemetria",1
"28850000","Araguatins","TO",-5.6514,-48.1325,15,"Telemetria",1
"290020701C","Abaré","BA",-8.72728,-39.09436,10,"CEMADEN",2
"290100701C","Amargosa","BA",-13.009516,-39.617097,10,"CEMADEN",2
"290115501A","América Dourada","BA",-11.45011,-41.434003999999995,10,"CEMADEN",2
"290130401C","Andaraí","BA",-12.588794,-41.005519,10,"CEMADEN",2
"290160101C","Antas","BA",-10.418549,-38.317272,10,"CEMADEN",1
"290270801C","Barra","BA",-11.09535,-43.21624,10,"CEMADEN",1
"290280701U","Barra da Estiva","BA",-13.653214,-41.269377,10,"CEMADEN",2
"290290601C","Barra do Choça","BA",-14.84635,-40.586361,10,"CEMADEN",1
"290300301C","Barra do Mendes","BA",-11.804261,-42.085144,10,"CEMADEN",1
"290310201A","Barra do Rocha","BA",-14.208644,-39.598562,10,"CEMADEN",4
"290323501C","Barro Alto","BA",-11.811728,-41.901164,10,"CEMADEN",2
"290340901A","Belmonte","BA",-15.858,-38.877,10,"CEMADEN",4
