"gauge_code","nome","estado","lat","long","time_step","network","n_years_zip"
"354780903G","Santo Andrãò","SP",-23.744829,-46.497286,10,"CEMADEN",1
"354780904A","Santo André","SP",-23.648,-46.514,10,"CEMADEN",8
"354780905A","Santo André","SP",-23.67747,-46.48747,10,"CEMADEN",4
"354780906A","Santo André","SP",-23.637,-46.516,10,"CEMADEN",3
"354780906G","Santo André","SP",-23.685466,-46.48404,10,"CEMADEN",3
"354780908A","Santo Andrãò","SP",-23.629,-46.538000000000004,10,"CEMADEN",2
"354780909A","Santo André","SP",-23.738,-46.499,10,"CEMADEN",1
"354780910A","Santo Andrãò","SP",-23.68,-46.534,10,"CEMADEN",5
"354780911A","Santo André","SP",-23.664,-46.553,10,"CEMADEN",5
"354780912A","Santo André","SP",-23.698,-46.493,10,"CEMADEN",6
"354780913A","Santo André","SP",-23.778000000000002,-46.303000000000004,10,"CEMADEN",1
"354780914A","Santo André","SP",-23.683,-46.5,10,"CEMADEN",3
"354780915A","Santo Andrãò","SP",-23.71,-46.507,10,"CEMADEN",2
"354780916A","Santo Andrãò","SP",-23.724,-46.48,10,"CEMADEN",5
"354780918A","Santo Andrãò","SP",-23.691,-46.498999999999995,10,"CEMADEN",2
"354780919A","Santo André","SP",-23.636,-46.506,10,"CEMADEN",4
"354820301A","Santo Antãänio do Pinhal","SP",-22.83151,-45.66007,10,"CEMADEN",2
"354850002G","Santos","SP",-23.938947,-46.349035,10,"CEMADEN",1
"354850003G","Santos","SP",-23.939142,-46.327726,10,"CEMADEN",1
"354850004G","Santos","SP",-23.946121,-46.346574,10,"CEMADEN",2
"354850005A","Santos","SP",-23.941999999999997,-46.331,10,"CEMADEN",3
"354850006A","Santos","SP",-23.931,-46.36,10,"CEMADEN",7
"354850006G","Santos","SP",-23.952057,-46.354409000000004,10,"CEMADEN",1
"354850007G","Santos","SP",-23.935317,-46.341736,10,"CEMADEN",5
"354850008A","Santos","SP",-23.980999999999998,-46.3,10,"CEMADEN",1
"354850009A","Santos","SP",-23.891,-46.18899999999999,10,"CEMADEN",2
"354850009G","Santos","SP",-23.960236,-46.358779,10,"CEMADEN",1
"354850010A","Santos","SP",-23.967,-46.305,10,"CEMADEN",3
"354850012A","Santos","SP",-23.947,-46.356,10,"CEMADEN",2
"354850013A","Santos","SP",-23.935,-46.341,10,"CEMADEN",3
"354850014A","Santos","SP",-23.881,-46.314,10,"CEMADEN",3
"354860901A","São Bento do Sapucaí","SP",-22.689192,-45.733925,10,"CEMADEN",2
"354870801G","São Bernardo do Campo","SP",-23.75268,-46.532324,10,"CEMADEN",2
"354870802A","São Bernardo do Campo","SP",-23.744,-46.612,10,"CEMADEN",1
"354870803A","São Bernardo do Campo","SP",-23.737,-46.537,10,"CEMADEN",5
"354870803G","São Bernardo do Campo","SP",-23.709393,-46.526037,10,"CEMADEN",2
"354870804A","São Bernardo do Campo","SP",-23.844,-46.598,10,"CEMADEN",2
"354870804G","São Bernardo do Campo","SP",-23.733104,-46.535489,10,"CEMADEN",3
"354870805A","São Bernardo do Campo","SP",-23.72266,-46.53876,10,"CEMADEN",4
"354870808A","São Bernardo do Campo","SP",-23.755,-46.531,10,"CEMADEN",3
"354870809A","São Bernardo do Campo","SP",-23.772,-46.59,10,"CEMADEN",2
"354870810A","São Bernardo do Campo","SP",-23.726,-46.523999999999994,10,"CEMADEN",4
"354870811A","São Bernardo do Campo","SP",-23.643,-46.583999999999996,10,"CEMADEN",3
"354870812A","São Bernardo do Campo","SP",-23.721,-46.592,10,"CEMADEN",3
"354870813A","São Bernardo do Campo","SP",-23.756,-46.578,10,"CEMADEN",5
"354870814A","São Bernardo do Campo","SP",-23.734,-46.579,10,"CEMADEN",6
"354870816A","São Bernardo do Campo","SP",-23.783,-46.528,10,"CEMADEN",3
"354870817A","São Bernardo do Campo","SP",-23.716,-46.555,10,"CEMADEN",5
"354870818A","São Bernardo do Campo","SP",-23.701,-46.534,10,"CEMADEN",5
"354870819A","São Bernardo do Campo","SP",-23.737,-46.553000000000004,10,"CEMADEN",1
"354870820A","São Bernardo do Campo","SP",-23.745,-46.528,10,"CEMADEN",1
"354870821A","São Bernardo do Campo","SP",-23.667,-46.567,10,"CEMADEN",1
"354870822A","São Bernardo do Campo","SP",-23.717,-46.526,10,"CEMADEN",7
"354880701A","São Caetano do Sul","SP",-23.609,-46.573,10,"CEMADEN",2
"354880702A","São Caetano do Sul","SP",-23.623,-46.581,10,"CEMADEN",3
"354880703A","São Caetano do Sul","SP",-23.644000000000002,-46.571999999999996,10,"CEMADEN",2
"354890602A","São Carlos","SP",-21.997,-47.892,10,"CEMADEN",3
"354890603A","São Carlos","SP",-21.898000000000003,-47.897,10,"CEMADEN",5
"354960701A","São José do Barreiro","SP",-22.647353,-44.575537,10,"CEMADEN",6
"354980501A","São Josãò do Rio Preto","SP",-20.785,-49.36,10,"CEMADEN",5
"354980502A","São José do Rio Preto","SP",-20.818,-49.411,10,"CEMADEN",3
"354980503A","São José do Rio Preto","SP",-20.795,-49.41,10,"CEMADEN",5
"354980504A","São José do Rio Preto","SP",-20.844,-49.386,10,"CEMADEN",9
"354990401A","São José dos Campos","SP",-23.256,-45.941,10,"CEMADEN",5
"354990402A","São Josãò dos Campos","SP",-23.159000000000002,-45.916000000000004,10,"CEMADEN",1
"354990404A","São Josãò dos Campos","SP",-23.186999999999998,-45.869,10,"CEMADEN",2
"354990405A","São Josãò dos Campos","SP",-23.087,-45.931,10,"CEMADEN",4
"354990406A","São Josãò dos Campos","SP",-23.143,-45.92,10,"CEMADEN",1
"354990407A","São José dos Campos","SP",-23.109,-45.933,10,"CEMADEN",1
"354990408A","São José dos Campos","SP",-23.111,-45.913000000000004,10,"CEMADEN",1
"354990410A","São Josãò dos Campos","SP",-23.244,-45.825,10,"CEMADEN",4
"354990499A","São José dos Campos","SP",-23.158132000000002,-45.793449,10,"CEMADEN",1
"354995301A","São Lourenço da Serra","SP",-23.84764,-46.95083,10,"CEMADEN",2
"354995302A","São Lourenço da Serra","SP",-23.88297,-46.9757,10,"CEMADEN",4
"355000101A","São Luís do Paraitinga","SP",-23.224308,-45.314255,10,"CEMADEN",4
"355030803A","São Paulo","SP",-23.622,-46.583,10,"CEMADEN",1
"355030805A","São Paulo","SP",-23.584,-46.416000000000004,10,"CEMADEN",1
"355030806A","São Paulo","SP",-23.58,-46.383,10,"CEMADEN",2
"355030807A","São Paulo","SP",-23.816,-46.736000000000004,10,"CEMADEN",2
"355030808B","São Paulo","SP",-23.501,-46.751,10,"CEMADEN",3
"355030809A","São Paulo","SP",-23.666999999999998,-46.728,10,"CEMADEN",1
"355030810A","São Paulo","SP",-23.513,-46.389,10,"CEMADEN",2
"355030811A","São Paulo","SP",-23.50248,-46.628836,10,"CEMADEN",1
"355030812A","São Paulo","SP",-23.531015,-46.632533,10,"CEMADEN",2
"355030813A","São Paulo","SP",-23.457,-46.584,10,"CEMADEN",3
"355030814A","São Paulo","SP",-23.647,-46.744,10,"CEMADEN",1
"355030819A","São Paulo","SP",-23.603,-46.449,10,"CEMADEN",5
"355030820A","São Paulo","SP",-23.595,-46.406,10,"CEMADEN",4
"355030820B","São Paulo","SP",-23.644,-46.655,10,"CEMADEN",1
"355030824A","São Paulo","SP",-23.697,-46.765,10,"CEMADEN",1
"355030826A","São Paulo","SP",-23.547,-46.596,10,"CEMADEN",4
"355030827B","São Paulo","SP",-23.424,-46.59,10,"CEMADEN",2
"355030828A","São Paulo","SP",-23.668,-46.635,10,"CEMADEN",2
"355030831A","São Paulo","SP",-23.55196,-46.608613,10,"CEMADEN",2
"355030833A","São Paulo","SP",-23.543311,-46.635987,10,"CEMADEN",3
"355030834A","São Paulo","SP",-23.650398,-46.708183,10,"CEMADEN",9
"355030835A","São Paulo","SP",-23.504787,-46.672956,10,"CEMADEN",1
"355030836A","São Paulo","SP",-23.53,-46.676,10,"CEMADEN",1
"355030837A","São Paulo","SP",-23.602743,-46.649511,10,"CEMADEN",2
"355030838A","São Paulo","SP",-23.745,-46.66,10,"CEMADEN",1
"355030840A","São Paulo","SP",-23.59,-46.574,10,"CEMADEN",1
"355030842A","São Paulo","SP",-23.612,-46.617,10,"CEMADEN",1
"355030843A","São Paulo","SP",-23.436,-46.751,10,"CEMADEN",1
"355030845A","São Paulo","SP",-23.711,-46.70399999999999,10,"CEMADEN",1
"355030846A","São Paulo","SP",-23.589,-46.738,10,"CEMADEN",5
"355030848A","São Paulo","SP",-23.5,-46.451,10,"CEMADEN",1
"355030849A","São Paulo","SP",-23.575,-46.526,10,"CEMADEN",1
"355030850A","São Paulo","SP",-23.62034,-46.45687,10,"CEMADEN",1
"355030853A","São Paulo","SP",-23.563,-46.703,10,"CEMADEN",3
"355030856A","São Paulo","SP",-23.64412,-46.60851,10,"CEMADEN",1
"355030857A","São Paulo","SP",-23.541,-46.629,10,"CEMADEN",2
"355030859A","São Paulo","SP",-23.569000000000003,-46.504,10,"CEMADEN",1
"355030860A","São Paulo","SP",-23.511,-46.667,10,"CEMADEN",1
"355030861A","São Paulo","SP",-23.705,-46.644,10,"CEMADEN",1
"355030862A","São Paulo","SP",-23.524,-46.66,10,"CEMADEN",3
"355030863A","São Paulo","SP",-23.674,-46.77,10,"CEMADEN",1
"355030864A","São Paulo","SP",-23.6,-46.468,10,"CEMADEN",1
"355030865A","São Paulo","SP",-23.668,-46.674,10,"CEMADEN",7
"355030866A","São Paulo","SP",-23.519000000000002,-46.521,10,"CEMADEN",1
"355030867A","São Paulo","SP",-23.829,-46.724,10,"CEMADEN",1
"355030869A","São Paulo","SP",-23.584,-46.561,10,"CEMADEN",5
"355030871A","São Paulo","SP",-23.587,-46.602,10,"CEMADEN",6
"355030873A","São Paulo","SP",-23.407,-46.753,10,"CEMADEN",2
"355030874A","São Paulo","SP",-23.489,-46.727,10,"CEMADEN",2
"355030875A","São Paulo","SP",-23.622,-46.501000000000005,10,"CEMADEN",1
"355030878A","São Paulo","SP",-23.522,-46.695,10,"CEMADEN",2
"355030879A","São Paulo","SP",-23.480999999999998,-46.604,10,"CEMADEN",1
"355030880A","São Paulo","SP",-23.609,-46.427,10,"CEMADEN",3
"355030881A","São Paulo","SP",-23.494,-46.417,10,"CEMADEN",8
"355030882A","São Paulo","SP",-23.647,-46.757,10,"CEMADEN",3
"355030886A","São Paulo","SP",-23.499000000000002,-46.496,10,"CEMADEN",1
"355030894A","São Paulo","SP",-23.623,-46.727,10,"CEMADEN",2
"355030898A","São Paulo","SP",-23.47888,-46.38121,10,"CEMADEN",3
"355030899A","São Paulo","SP",-23.649,-46.786,10,"CEMADEN",1
"355040701A","São Pedro","SP",-22.5606,-47.9067,10,"CEMADEN",7
"355060501A","São Roque","SP",-23.53694,-47.13303,10,"CEMADEN",6
"355070402A","São Sebastião","SP",-23.758,-45.764,10,"CEMADEN",1
"355070403A","São Sebastião","SP",-23.73,-45.446,10,"CEMADEN",1
"355070404A","São Sebastião","SP",-23.723,-45.43,10,"CEMADEN",3
"355070405A","São Sebastião","SP",-23.783,-45.403999999999996,10,"CEMADEN",1
"355070406A","São Sebastião","SP",-23.776,-45.653,10,"CEMADEN",4
"355070407A","São Sebastião","SP",-23.76,-45.418,10,"CEMADEN",2
"355070408A","São Sebastião","SP",-23.826,-45.428999999999995,10,"CEMADEN",1
"355070409A","São Sebastião","SP",-23.813,-45.414,10,"CEMADEN",6
"355070410A","São Sebastião","SP",-23.768,-45.685,10,"CEMADEN",2
"355070411A","São Sebastião","SP",-23.759,-45.722,10,"CEMADEN",2
"355070412A","São Sebastião","SP",-23.796999999999997,-45.541000000000004,10,"CEMADEN",2
"355070413A","São Sebastião","SP",-23.814,-45.531,10,"CEMADEN",4
"355070414A","São Sebastião","SP",-23.777,-45.612,10,"CEMADEN",4
"355070415A","São Sebastião","SP",-23.793000000000003,-45.403,10,"CEMADEN",1
"355070416A","São Sebastião","SP",-23.79,-45.566,10,"CEMADEN",3
"355070418A","São Sebastião","SP",-23.823,-45.415,10,"CEMADEN",4
"355070419A","São Sebastião","SP",-23.767,-45.596000000000004,10,"CEMADEN",1
"355070420A","São Sebastião","SP",-23.732,-45.403,10,"CEMADEN",3
"355100901A","São Vicente","SP",-23.961,-46.412,10,"CEMADEN",3
"355100902A","São Vicente","SP",-23.976,-46.477,10,"CEMADEN",4
"355100903A","São Vicente","SP",-23.965,-46.363,10,"CEMADEN",5
"355100904A","São Vicente","SP",-23.97899,-46.3838,10,"CEMADEN",2
"355100905A","São Vicente","SP",-23.971999999999998,-46.398999999999994,10,"CEMADEN",1
"355100906A","São Vicente","SP",-23.95,-46.458,10,"CEMADEN",1
"355100907A","São Vicente","SP",-23.926,-46.461000000000006,10,"CEMADEN",3
"355160301A","Serra Negra","SP",-22.633370000000003,-46.72753,10,"CEMADEN",1
"355180101A","Sete Barras","SP",-24.391,-47.926,10,"CEMADEN",1
"355180102A","Sete Barras","SP",-24.38004,-47.93158,10,"CEMADEN",3
"355200701A","Silveiras","SP",-22.6714,-44.852109999999996,10,"CEMADEN",1
"355220503A","Sorocaba","SP",-23.508,-47.486,10,"CEMADEN",3
"355220504A","Sorocaba","SP",-23.51027,-47.36154,10,"CEMADEN",9
"355220505A","Sorocaba","SP",-23.51807,-47.41729,10,"CEMADEN",5
"355220506A","Sorocaba","SP",-23.424,-47.408,10,"CEMADEN",3
"355220507A","Sorocaba","SP",-23.436,-47.506,10,"CEMADEN",5
"355220508A","Sorocaba","SP",-23.4553,-47.4428,10,"CEMADEN",5
"355220509A","Sorocaba","SP",-23.42682,-47.36295,10,"CEMADEN",9
"355220510A","Sorocaba","SP",-23.478,-47.422,10,"CEMADEN",10
"355220514H","Sorocaba","SP",-23.5015,-47.4519,10,"CEMADEN",1
"355240301A","Sumaré","SP",-22.826,-47.277,10,"CEMADEN",2
"355240302A","Sumarãò","SP",-22.808000000000003,-47.223,10,"CEMADEN",4
"355240303A","Sumarãò","SP",-22.836,-47.19,10,"CEMADEN",1
"355240304A","Sumarãò","SP",-22.795,-47.279,10,"CEMADEN",7
"355240315H","Sumaré","SP",-22.8177,-47.2644,10,"CEMADEN",4
"355250201A","Suzano","SP",-23.64494,-46.32195,10,"CEMADEN",8
"355250202A","Suzano","SP",-23.58781,-46.30472,10,"CEMADEN",7
"355250203A","Suzano","SP",-23.496096,-46.322502,10,"CEMADEN",9
"355250225H","Suzano","SP",-23.5206,-46.2999,10,"CEMADEN",2
"355280901A","Taboão da Serra","SP",-23.6212,-46.7782,10,"CEMADEN",7
"355280902A","Taboão da Serra","SP",-23.6263,-46.8045,10,"CEMADEN",3
"355280904A","Taboão da Serra","SP",-23.604,-46.762,10,"CEMADEN",8
"355400301A","Tatuí","SP",-23.35854,-47.851,10,"CEMADEN",7
"355410201A","Taubaté","SP",-23.03827,-45.573,10,"CEMADEN",9
"355450801A","Tietê","SP",-23.11,-47.717,10,"CEMADEN",7
"355465601A","Torre de Pedra","SP",-23.24712,-48.19583,10,"CEMADEN",3
"355480501A","Tremembãò","SP",-22.96296,-45.54883,10,"CEMADEN",2
"355495301A","Tuiuti","SP",-22.81457,-46.69565,10,"CEMADEN",4
"355540601A","Ubatuba","SP",-23.465,-45.06,10,"CEMADEN",6
"355540602A","Ubatuba","SP",-23.494,-45.173,10,"CEMADEN",2
"355540603A","Ubatuba","SP",-23.427,-45.122,10,"CEMADEN",1
"355540604A","Ubatuba","SP",-23.502,-45.13,10,"CEMADEN",2
"355540605A","Ubatuba","SP",-23.53,-45.246,10,"CEMADEN",1
"355540606A","Ubatuba","SP",-23.451999999999998,-45.07899999999999,10,"CEMADEN",3
"355540607A","Ubatuba","SP",-23.517,-45.196,10,"CEMADEN",4
"355540609A","Ubatuba","SP",-23.347,-44.94,10,"CEMADEN",3
"355540610A","Ubatuba","SP",-23.425,-45.106,10,"CEMADEN",2
"355540611A","Ubatuba","SP",-23.401,-45.119,10,"CEMADEN",1
"355540614A","Ubatuba","SP",-23.398000000000003,-45.004,10,"CEMADEN",1
"355540615A","Ubatuba","SP",-23.375999999999998,-44.838,10,"CEMADEN",2
"355540616A","Ubatuba","SP",-23.434,-45.077,10,"CEMADEN",5
"355540616H","Ubatuba","SP",-23.4305,-45.0852,10,"CEMADEN",1
"355540617A","Ubatuba","SP",-23.439,-45.103,10,"CEMADEN",3
"355540618A","Ubatuba","SP",-23.54,-45.255,10,"CEMADEN",3
"355540619A","Ubatuba","SP",-23.541,-45.237,10,"CEMADEN",4
"355540621A","Ubatuba","SP",-23.364,-44.887,10,"CEMADEN",4
"355540622A","Ubatuba","SP",-23.44,-45.082,10,"CEMADEN",6
"355540623A","Ubatuba","SP",-23.485,-45.105,10,"CEMADEN",3
"355620601A","Valinhos","SP",-22.964,-47.003,10,"CEMADEN",7
"355640401A","Vargem Grande do Sul","SP",-21.82982,-46.89509,10,"CEMADEN",7
"355645301A","Vargem Grande Paulista","SP",-23.601999999999997,-47.021,10,"CEMADEN",1
"355650301A","Várzea Paulista","SP",-23.211,-46.832,10,"CEMADEN",7
"355650302A","Várzea Paulista","SP",-23.19278,-46.81684,10,"CEMADEN",5
"35570000","São Luís do Curu","CE",-3.6739,-39.2425,15,"Telemetria",3
"355700601A","Votorantim","SP",-23.545,-47.447,10,"CEMADEN",2
"355730301A","Estiva Gerbi","SP",-22.273017,-46.966627,10,"CEMADEN",6
"36045000","Saboeiro","CE",-6.6461,-39.9617,15,"Telemetria",3
"36125000","Cariús","CE",-6.5578,-39.5086,15,"Telemetria",2
"36160000","Iguatu","CE",-6.3744,-39.2933,15,"Telemetria",2
"36210000","Missão Velha","CE",-7.2222,-39.1439,15,"Telemetria",1
"36260000","Aurora","CE",-7.0142,-38.9581,15,"Telemetria",1
"36270000","Lavras da Mangabeira","CE",-6.75,-38.9667,15,"Telemetria",1
"36320000","Jaguaribe","CE",-5.8997,-38.6331,60,"Telemetria",1
"36390000","Tabuleiro do Norte","CE",-5.2275,-38.1978,15,"Telemetria",2
"36470000","Senador Pompeu","CE",-5.5958,-39.381100000000004,15,"Telemetria",3
"36520000","Quixeramobim","CE",-5.2014,-39.2922,15,"Telemetria",2
"36534000","Banabuiu","CE",-5.3306,-38.9253,15,"Telemetria",2
"36615000","Quixeré","CE",-5.0839,-37.9983,15,"Telemetria",2
"36700000","Itaiçaba","CE",-4.6722,-37.8181,15,"Telemetria",1
"37225000","Sousa","PB",-6.8456,-38.31,15,"Telemetria",1
"37238000","Cajazeiras","PB",-6.7981,-38.5689,15,"Telemetria",1
"37340000","Piancó","PB",-7.2044,-37.9281,15,"Telemetria",1
"37410000","Pombal","PB",-6.7258,-37.7975,15,"Telemetria",1
"37603000","Jucurutu","RN",-6.0044,-37.0047,60,"Telemetria",1
"37610500","Açu","RN",-5.6625,-36.8819,15,"Telemetria",2
"37690200","Itajá","RN",-5.6689,-36.8853,60,"Telemetria",1
"37714910","Ipanguaçu","RN",-5.5031,-36.8881,15,"Telemetria",1
"37730000","Afonso Bezerra","RN",-5.4133,-36.8444,15,"Telemetria",1
"38811500","Camalau","PB",-7.8772,-36.9278,15,"Telemetria",1
"38830000","Caraubas","PB",-7.7211,-36.5053,15,"Telemetria",1
"39081250","Timbauba","PE",-7.5128,-35.3269,15,"Telemetria",3
"39082700","Vicência","PE",-7.6569,-35.3711,15,"Telemetria",1
"39084000","Itambé (ex-també)","PE",-7.5428,-35.068600000000004,15,"Telemetria",1
"39130010","Toritama","PE",-8.0128,-36.0578,15,"Telemetria",1
"39433000","Ribeirão","PE",-8.4675,-35.4014,15,"Telemetria",1
"39450000","Joaquim Nabuco","PE",-8.4972,-35.4978,15,"Telemetria",2
"39450400","Ribeirão","PE",-8.5222,-35.4847,60,"Telemetria",1
"39480300","Rio Formoso","PE",-8.6478,-35.2097,60,"Telemetria",1
"39540550","Belém de Maria","PE",-8.5397,-35.8508,15,"Telemetria",2
"39540750","São Benedito do Sul","PE",-8.8161,-35.9339,15,"Telemetria",1
"39541010","Belém de Maria","PE",-8.6247,-35.8414,15,"Telemetria",1
"39550000","Catende","PE",-8.6786,-35.7233,15,"Telemetria",1
"39560000","Palmares","PE",-8.6794,-35.5769,15,"Telemetria",2
"39571000","Maraial","PE",-8.8967,-35.7678,15,"Telemetria",4
"39580000","Água Preta","PE",-8.8411,-35.4469,15,"Telemetria",2
"39590000","Barreiros","PE",-8.7992,-35.205,15,"Telemetria",3
"39622000","Porto Calvo","AL",-9.0106,-35.4353,15,"Telemetria",1
"39690000","Correntes","PE",-9.1322,-36.3231,15,"Telemetria",3
"39700000","Santana do Mundau","AL",-9.1678,-36.2175,15,"Telemetria",4
"39715000","Palmeirina","PE",-9.0019,-36.3264,15,"Telemetria",1
"39720000","São José da Laje","AL",-9.0042,-36.0511,15,"Telemetria",5
"39740000","União dos Palmares","AL",-9.1544,-36.0358,15,"Telemetria",2
"39760000","Murici","AL",-9.3136,-35.9497,15,"Telemetria",3
"39770000","Rio Largo","AL",-9.4672,-35.8597,15,"Telemetria",4
"39800010","Brejão","PE",-9.0394,-36.5983,15,"Telemetria",2
"39852010","Quebrangulo","AL",-9.3656,-36.4194,15,"Telemetria",1
"39860000","Viçosa","AL",-9.3792,-36.2492,15,"Telemetria",3
"39863000","Cajueiro","AL",-9.3756,-36.1608,15,"Telemetria",1
"39863500","Canhotinho","PE",-8.9831,-36.1561,30,"Telemetria",3
"39870000","Atalaia","AL",-9.5067,-36.0228,15,"Telemetria",1
"39950000","Anadia","AL",-9.6858,-36.2853,15,"Telemetria",3
"40100000","Abaeté","MG",-19.2814,-45.2753,15,"Telemetria",2
"40100001","Abaeté","MG",-19.2814,-45.2953,60,"Telemetria",3
"40130002","Itaguara","MG",-20.4053,-44.6283,60,"Telemetria",1
"40152000","Carmo do Cajuru","MG",-20.1811,-44.7939,60,"Telemetria",1
"40185010","Divinópolis","MG",-20.1852,-44.8937,15,"Telemetria",1
"40291000","Itaúna","MG",-20.0611,-44.6069,60,"Telemetria",1
"40330000","Conceição do Pará","MG",-19.6939,-44.9308,15,"Telemetria",4
"40410180","Bom Despacho","MG",-19.6397,-45.1106,60,"Telemetria",1
"40410200","Bom Despacho","MG",-19.5964,-45.1044,60,"Telemetria",2
"40450001","Pompéu","MG",-19.2869,-45.11,60,"Telemetria",2
"40680001","Entre Rios de Minas","MG",-20.6603,-44.0719,15,"Telemetria",2
"40710001","Belo Vale","MG",-20.4083,-44.0217,15,"Telemetria",2
"40740000","Brumadinho","MG",-20.1667,-44.1606,15,"Telemetria",3
"40755000","Crucilândia","MG",-20.4036,-44.3386,15,"Telemetria",2
"40799000","Juatuba","MG",-19.9483,-44.3056,60,"Telemetria",2
"40800001","Betim","MG",-19.9489,-44.3053,15,"Telemetria",2
"40865001","Pompéu","MG",-19.1731,-44.7011,60,"Telemetria",3
"40865400","Curvelo","MG",-19.0742,-44.6806,60,"Telemetria",3
"40866000","Felixlândia","MG",-18.8717,-44.7828,60,"Telemetria",4
"40963000","Biquinhas","MG",-18.6769,-45.5658,60,"Telemetria",2
"40974900","São Gonçalo do Abaeté","MG",-18.4675,-45.6453,15,"Telemetria",1
"40990080","Três Marias","MG",-18.215,-45.2592,60,"Telemetria",1
"410040001A","Almirante Tamandarãò","PR",-25.31,-49.298,10,"CEMADEN",1
"410040002A","Almirante Tamandarãò","PR",-25.312,-49.308,10,"CEMADEN",4
"410040003A","Almirante Tamandaré","PR",-25.343,-49.246,10,"CEMADEN",9
"410040004A","Almirante Tamandaré","PR",-25.259,-49.301,10,"CEMADEN",9
"410040005A","Almirante Tamandaré","PR",-25.344,-49.28,10,"CEMADEN",3
"410040006A","Almirante Tamandarãò","PR",-25.371,-49.308,10,"CEMADEN",5
"410040007A","Almirante Tamandarãò","PR",-25.326999999999998,-49.273,10,"CEMADEN",1
"410040008A","Almirante Tamandarãò","PR",-25.316,-49.267,10,"CEMADEN",6
"410120001A","Antonina","PR",-25.429000000000002,-48.71,10,"CEMADEN",1
"410120002A","Antonina","PR",-25.462,-48.687,10,"CEMADEN",5
"410120004A","Antonina","PR",-25.433,-48.725,10,"CEMADEN",6
"410140801A","Apucarana","PR",-23.558154,-51.426813,10,"CEMADEN",5
"410140802A","Apucarana","PR",-23.566473,-51.505367,10,"CEMADEN",7
"410140803A","Apucarana","PR",-23.535992,-51.449794,10,"CEMADEN",8
"410165501A","Arapuã","PR",-24.307,-51.784,10,"CEMADEN",8
"410180402A","Araucária","PR",-25.595,-49.388,10,"CEMADEN",4
"410180403A","Araucária","PR",-25.543110000000002,-49.38147,10,"CEMADEN",2
"410315601A","Bom Jesus do Sul","PR",-26.19174,-53.60245,10,"CEMADEN",3
"410330501A","Borrazópolis","PR",-23.942,-51.59,10,"CEMADEN",11
"410360201A","Cambará","PR",-23.04,-50.07899999999999,10,"CEMADEN",3
"410400601A","Campina Grande do Sul","PR",-25.334,-49.079,10,"CEMADEN",5
"410400602A","Campina Grande do Sul","PR",-25.356,-49.109,10,"CEMADEN",11
"410400603A","Campina Grande do Sul","PR",-25.311,-49.053,10,"CEMADEN",7
"410410501A","Campo do Tenente","PR",-25.98,-49.68408,10,"CEMADEN",8
"410420401A","Campo Largo","PR",-25.439368,-49.455266,10,"CEMADEN",6
"410420401H","Campo Largo","PR",-25.4556,-49.5204,10,"CEMADEN",2
"410420402A","Campo Largo","PR",-25.44889,-49.55519,10,"CEMADEN",7
"410420403A","Campo Largo","PR",-25.46856,-49.52551,10,"CEMADEN",5
"410445101A","Cantagalo","PR",-25.371891,-52.127045,10,"CEMADEN",8
"410460001A","Capitão Leãänidas Marques","PR",-25.438000000000002,-53.633,10,"CEMADEN",5
"410460002A","Capitão Leãänidas Marques","PR",-25.481,-53.606,10,"CEMADEN",3
"410460003A","Capitão Leônidas Marques","PR",-25.48545,-53.60749,10,"CEMADEN",1
"410480804A","Cascavel","PR",-24.9571,-53.45782,10,"CEMADEN",3
"410480805A","Cascavel","PR",-24.99532,-53.46367,10,"CEMADEN",5
"410480806A","Cascavel","PR",-24.920270000000002,-53.435280000000006,10,"CEMADEN",5
"410520101A","Cerro Azul","PR",-24.82449,-49.26312,10,"CEMADEN",8
"410580501A","Colombo","PR",-25.3612,-49.1892,10,"CEMADEN",10
"410650601A","Coronel Vivida","PR",-25.97998,-52.56345,10,"CEMADEN",8
"410690201A","Curitiba","PR",-25.41118,-49.36184,10,"CEMADEN",6
"410690202A","Curitiba","PR",-25.3536,-49.25527,10,"CEMADEN",8
"410690203A","Curitiba","PR",-25.413,-49.301,10,"CEMADEN",7
"410690204A","Curitiba","PR",-25.38,-49.295,10,"CEMADEN",5
"410690205A","Curitiba","PR",-25.379,-49.245,10,"CEMADEN",4
"410690206A","Curitiba","PR",-25.382,-49.332,10,"CEMADEN",7
"410690207A","Curitiba","PR",-25.417,-49.342,10,"CEMADEN",5
"410690208A","Curitiba","PR",-25.384,-49.197,10,"CEMADEN",8
"410690209A","Curitiba","PR",-25.435,-49.35,10,"CEMADEN",5
"410690210A","Curitiba","PR",-25.555,-49.284,10,"CEMADEN",9
"410690211A","Curitiba","PR",-25.48784,-49.28797,10,"CEMADEN",3
"410720701A","Dois Vizinhos","PR",-25.74991,-53.05351,10,"CEMADEN",5
"41075003","São Gonçalo do Abaeté","MG",-18.4031,-45.7369,15,"Telemetria",1
"410765201A","Fazenda Rio Grande","PR",-25.64902,-49.30742,10,"CEMADEN",6
"410830401A","Foz do Iguaçu","PR",-25.47005,-54.58558,10,"CEMADEN",8
"410830402A","Foz do Iguaçu","PR",-25.534019,-54.540623,10,"CEMADEN",7
"410830403A","Foz do Iguaçu","PR",-25.573882,-54.570109,10,"CEMADEN",8
"410840301A","Francisco Beltrão","PR",-26.04632,-53.06013,10,"CEMADEN",7
"410840302A","Francisco Beltrão","PR",-26.06924,-53.07376,10,"CEMADEN",5
