"gauge_code","estado","lat","long","time_step","network","n_viz","dist_nn_km","dist_k_med_km","mes_moda","f_moda","rbar_local","classe_espacial","mes_inicio","fonte_inicio","mes_inicio_nome"
"A752","MS",-23.44944444,-54.18194443,60,"INMET subdiário",10,23.49,53.85,8,0.9,0.954,"mancha",8,"moda_mancha","ago"
"A756","MS",-20.44444444,-52.87583332,60,"INMET subdiário",10,2.89,74.22,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"A801","RS",-30.05351111,-51.17472221,60,"INMET subdiário",10,0.1,33.34,4,0.4,0.784,"mancha",4,"moda_mancha","abr"
"A802","RS",-32.07888888,-52.16777777,60,"INMET subdiário",10,0.28,52.8,12,0.8,0.806,"mancha",12,"moda_mancha","dez"
"A803","RS",-29.72499999,-53.72055554,60,"INMET subdiário",10,0.1,64.18,12,0.7,0.557,"mancha",12,"moda_mancha","dez"
"A804","RS",-30.75055555,-55.40138888,60,"INMET subdiário",10,25.62,72.85,8,0.5,0.385,"transicao",8,"media_circ_ponderada","ago"
"A805","RS",-27.85444444,-53.7911111,60,"INMET subdiário",10,1.66,43.95,8,0.5,0.149,"transicao",7,"media_circ_ponderada","jul"
"A806","SC",-27.6025,-48.61999999,60,"INMET subdiário",10,0.28,36.17,8,0.5,0.941,"mancha",8,"moda_mancha","ago"
"A807","PR",-25.4486111,-49.23055554,60,"INMET subdiário",10,0.17,14.39,5,0.7,0.879,"mancha",5,"moda_mancha","mai"
"A809","RS",-29.83999999,-57.08194443,60,"INMET subdiário",10,0.22,79.01,8,0.7,0.961,"mancha",8,"moda_mancha","ago"
"A811","RS",-31.40333333,-52.70083333,60,"INMET subdiário",10,3.06,47.28,12,0.4,0.573,"transicao",3,"media_circ_ponderada","mar"
"A812","RS",-30.54527777,-53.46694443,60,"INMET subdiário",10,3.16,40.87,12,0.5,0.675,"transicao",2,"media_circ_ponderada","fev"
"A813","RS",-29.87222221,-52.38194443,60,"INMET subdiário",10,12.83,58.55,3,0.2,0.224,"transicao",12,"media_circ_ponderada","dez"
"A814","SC",-28.53249999,-49.31527777,60,"INMET subdiário",10,0.59,26.89,7,0.3,0.795,"mancha",7,"moda_mancha","jul"
"A815","SC",-28.27555554,-49.93472221,60,"INMET subdiário",10,0.72,43.1,5,1,1,"mancha",5,"moda_mancha","mai"
"A817","SC",-26.91361111,-49.26805554,60,"INMET subdiário",10,0.1,11.84,8,0.5,0.783,"mancha",8,"moda_mancha","ago"
"A820","PR",-24.53333333,-54.01916666,60,"INMET subdiário",10,14.13,28.54,8,1,1,"mancha",8,"moda_mancha","ago"
"A821","PR",-23.50527777,-49.94638888,60,"INMET subdiário",10,8.86,22.53,7,0.5,0.966,"mancha",7,"moda_mancha","jul"
"A823","PR",-25.56777777,-51.07805554,60,"INMET subdiário",10,0.93,20.28,8,0.9,0.854,"mancha",8,"moda_mancha","ago"
"A826","RS",-29.70916666,-55.52555554,60,"INMET subdiário",10,3.3,56.15,8,1,1,"mancha",8,"moda_mancha","ago"
"A827","RS",-31.34777777,-54.01333333,60,"INMET subdiário",10,12.68,58.66,12,0.7,0.825,"mancha",12,"moda_mancha","dez"
"A828","RS",-27.65777777,-52.30583333,60,"INMET subdiário",10,19.71,49.14,3,0.5,0.826,"mancha",3,"moda_mancha","mar"
"A829","RS",-28.7486111,-50.05777777,60,"INMET subdiário",10,3.99,42.46,5,0.8,0.825,"mancha",5,"moda_mancha","mai"
"A831","RS",-30.3686111,-56.43722221,60,"INMET subdiário",10,3.6,62.64,8,0.7,0.801,"mancha",8,"moda_mancha","ago"
"A832","RS",-30.34138888,-54.31083333,60,"INMET subdiário",10,1.62,68.93,12,0.5,0.487,"transicao",10,"media_circ_ponderada","out"
"A833","RS",-29.191599,-54.885653,60,"INMET subdiário",10,3.36,40.17,8,0.8,0.6,"mancha",8,"moda_mancha","ago"
"A836","RS",-32.53472221,-53.37583332,60,"INMET subdiário",10,1.76,92.48,12,0.7,0.762,"mancha",12,"moda_mancha","dez"
"A837","RS",-28.859211,-52.542387,60,"INMET subdiário",10,9.39,31.34,5,0.7,0.845,"mancha",5,"moda_mancha","mai"
"A839","RS",-28.22666666,-52.40361111,60,"INMET subdiário",10,0.95,34.66,5,0.5,0.774,"mancha",5,"moda_mancha","mai"
"A840","RS",-29.164581,-51.534202,60,"INMET subdiário",10,0.1,37.06,5,0.5,0.629,"transicao",4,"media_circ_ponderada","abr"
"A841","SC",-27.16916666,-51.55888888,60,"INMET subdiário",10,6.51,41.73,8,0.5,0.525,"transicao",7,"media_circ_ponderada","jul"
"A843","PR",-25.69916666,-53.09527777,60,"INMET subdiário",10,11.09,20.44,8,1,1,"mancha",8,"moda_mancha","ago"
"A844","RS",-28.222381,-51.512845,60,"INMET subdiário",10,0.41,40.48,4,0.5,0.934,"mancha",4,"moda_mancha","abr"
"A848","SC",-26.286562,-53.633114,60,"INMET subdiário",10,2.03,26.44,8,1,1,"mancha",8,"moda_mancha","ago"
"A852","RS",-28.41722221,-54.9625,60,"INMET subdiário",10,0.1,56.19,8,0.8,0.615,"mancha",8,"moda_mancha","ago"
"A853","RS",-28.60344,-53.673597,60,"INMET subdiário",10,7.65,37.29,3,0.3,0.39,"transicao",2,"media_circ_ponderada","fev"
"A854","RS",-27.39555555,-53.42944443,60,"INMET subdiário",10,5.24,46.66,8,0.9,0.906,"mancha",8,"moda_mancha","ago"
"A858","SC",-26.9386111,-52.39805555,60,"INMET subdiário",10,9.84,41.41,8,0.5,0.387,"transicao",4,"media_circ_ponderada","abr"
"A859","SC",-26.81916666,-50.98555555,60,"INMET subdiário",10,6.04,38.49,8,0.5,0.643,"transicao",5,"media_circ_ponderada","mai"
"A860","SC",-27.2886111,-50.60416666,60,"INMET subdiário",10,3.29,36.07,5,0.4,0.686,"transicao",4,"media_circ_ponderada","abr"
"A867","SC",-28.931353,-49.49792,60,"INMET subdiário",10,11.87,25.04,6,0.4,0.837,"mancha",6,"moda_mancha","jun"
"A868","SC",-26.95083333,-48.76194444,60,"INMET subdiário",10,9.16,32.65,8,0.7,0.896,"mancha",8,"moda_mancha","ago"
"A871","PR",-23.77333332,-50.18055554,60,"INMET subdiário",10,6.47,23.1,8,0.9,0.988,"mancha",8,"moda_mancha","ago"
"A873","PR",-25.50888888,-48.80861111,60,"INMET subdiário",10,1.33,13.78,8,0.7,0.971,"mancha",8,"moda_mancha","ago"
"A874","PR",-25.83555555,-50.36888888,60,"INMET subdiário",10,3.8,27.8,5,0.4,0.723,"transicao",5,"media_circ_ponderada","mai"
"A879","RS",-29.36888888,-50.82722221,60,"INMET subdiário",10,3.03,36.89,5,0.6,0.64,"transicao",4,"media_circ_ponderada","abr"
"A880","RS",-28.51361111,-50.88277777,60,"INMET subdiário",10,20.69,52.07,5,0.6,0.94,"mancha",5,"moda_mancha","mai"
"A884","RS",-29.67416666,-51.06416666,60,"INMET subdiário",10,19.44,39,5,0.5,0.727,"transicao",4,"media_circ_ponderada","abr"
"A902","MT",-14.65,-57.43166666,60,"INMET subdiário",10,4.55,61.97,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"A913","MT",-13.70805555,-59.7625,60,"INMET subdiário",10,7.79,137.73,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"A920","MT",-11.37499999,-58.77472221,60,"INMET subdiário",10,7.23,104.14,7,1,1,"mancha",7,"moda_mancha","jul"
"A928","MT",-13.0386111,-57.09222221,60,"INMET subdiário",10,3.85,146.21,7,1,1,"mancha",7,"moda_mancha","jul"
"A932","MT",-16.34166666,-53.76611111,60,"INMET subdiário",10,1.37,69.16,7,1,1,"mancha",7,"moda_mancha","jul"
"F501","MG",-19.97999999,-43.95861111,60,"INMET subdiário",10,5.11,11.88,7,1,1,"mancha",7,"moda_mancha","jul"
