"gauge_code","estado","n_anos_aceitos","na_mediano_pct","na_max_pct"
"230440015A","CE",1,0.7286910197869102,0.7286910197869102
"230440016A","CE",4,1.2222799236469795,4.212328767123288
"230470701A","CE",4,4.026826484018264,4.528158295281583
"230470702A","CE",3,1.417427701674277,5.325342465753425
"230540702A","CE",6,0.6405585913782634,2.421993911719939
"230550602A","CE",2,3.6929223744292234,5.652587519025875
"230620701A","CE",2,1.85882800608828,2.414383561643836
"230700703A","CE",1,5.867579908675799,5.867579908675799
"230700704A","CE",4,0.9531963470319635,6.345129375951294
"230730401A","CE",4,0.426179604261796,1.5900121432908316
"230750201A","CE",3,1.0540334855403348,2.1270928462709286
"230760101A","CE",1,3.5654490106544903,3.5654490106544903
"230763501A","CE",1,1.0483257229832572,1.0483257229832572
"230765001A","CE",4,2.999429223744292,8.124620522161505
"230765002A","CE",2,1.8512176560121767,3.0669710806697106
"230765003A","CE",5,2.1727549467275495,5.31648451730419
"230765004A","CE",4,2.3240106544901065,3.7252663622526634
"230770001A","CE",4,3.6082572298325726,5.174180327868853
"230770002A","CE",2,0.7895738203957382,1.1681887366818875
"230780901A","CE",3,1.7770167427701673,4.813546423135464
"230810401A","CE",4,2.6785677154810323,4.528158295281583
"230820301A","CE",6,1.75513698630137,8.736681887366819
"230840101A","CE",1,6.263318112633182,6.263318112633182
"230870804A","CE",2,1.3029007701840625,2.354659987856709
"230870805A","CE",3,1.5976017000607166,2.077625570776256
"230880701A","CE",2,7.296423135464232,14.181887366818874
"230890601A","CE",1,1.5862173649058893,1.5862173649058893
"230980501A","CE",6,4.355022831050228,11.720173041894354
"230990401A","CE",3,1.9939117199391172,5.418943533697632
"231050601A","CE",1,2.9162871888281727,2.9162871888281727
"231140501A","CE",3,0.652701882210079,2.3154490106544903
"231150401A","CE",3,3.6967275494672753,11.757990867579908
"231180101A","CE",6,1.6552511415525113,5.871385083713851
"231290802A","CE",1,1.6032938676381299,1.6032938676381299
"231290803A","CE",1,1.605191256830601,1.605191256830601
"231310401A","CE",4,3.749363204997047,6.1434550989345516
"231410201A","CE",1,4.8382800608828,4.8382800608828
"231410202A","CE",4,1.7285007610350074,5.243531202435312
"240070301A","RN",1,0.020928462709284626,0.020928462709284626
"240100801A","RN",3,1.0483257229832572,5.3557838660578385
"240140401A","RN",5,4.986681887366819,17.80441400304414
"240200601A","RN",3,2.031963470319635,2.9185692541856927
"240220401A","RN",3,17.178462709284627,17.283105022831048
"240220402A","RN",6,0.6573439878234398,18.040334855403348
"240360801A","RN",1,17.08143074581431,17.08143074581431
"240420001A","RN",4,9.002059057148323,18.183028919330287
"240450701A","RN",1,8.904447480267152,8.904447480267152
"240470501A","RN",2,0.8111624705774718,1.601396478445659
"240650201C","RN",1,4.599271402550091,4.599271402550091
"240720301A","RN",1,9.282027929568914,9.282027929568914
"240750001A","RN",1,17.385844748858446,17.385844748858446
"240800302A","RN",3,1.5900121432908316,2.030060882800609
"240800303A","RN",2,0.8054703030000582,1.5900121432908316
"240800304A","RN",1,0.020928462709284626,0.020928462709284626
"240800305A","RN",1,0.11986301369863014,0.11986301369863014
"240800308A","RN",2,0.8463551413528957,1.605191256830601
"240810201A","RN",5,17.15563165905632,17.340182648401825
"240810202A","RN",6,0.6307077625570776,17.216514459665145
"240810203A","RN",2,8.619883287172195,17.20742258652095
"240810205A","RN",3,5.865677321156773,17.56468797564688
"240810206A","RN",8,1.5791476407914764,17.349695585996955
"240810207A","RN",2,17.80058023721004,18.913622526636225
"240810208A","RN",1,17.024353120243532,17.024353120243532
"240990201A","RN",3,0.04946727549467276,1.5976017000607166
"241220301A","RN",3,17.793715846994534,18.476027397260275
"241220302A","RN",1,18.67579908675799,18.67579908675799
"241440701A","RN",1,18.90601217656012,18.90601217656012
"241470401A","RN",2,18.019406392694066,18.084094368340946
"250030401A","PB",5,2.442922374429224,16.68753794778385
"250050201A","PB",5,10.589802130898022,19.051684881602917
"250180701A","PB",9,0.7648401826484018,17.11567732115677
"250180702A","PB",7,2.3972602739726026,16.967275494672755
"250180703A","PB",10,0.8901848316989796,16.727549467275495
"250300101A","PB",5,16.73325722983257,18.858447488584478
"250320901A","PB",2,17.415306264607295,18.143074581430746
"250320902A","PB",5,0.6659056316590563,16.68753794778385
"250320903A","PB",6,2.3195348953264965,17.180365296803654
"250400901A","PB",9,0.8561643835616438,5.437917425622343
"250400901C","PB",1,8.05365296803653,8.05365296803653
"250400902A","PB",8,0.9636605783866058,5.4360200364298725
"250400903A","PB",6,1.3660578386605784,5.253870673952641
"250400904A","PB",9,1.2252663622526636,5.527094717668488
"250400905A","PB",4,0.4528158295281583,4.474885844748858
"250400906A","PB",9,1.1725865209471766,5.403764420157862
"250400907A","PB",1,1.5994990892531875,1.5994990892531875
"250750701A","PB",9,0.9227549467275494,17.070015220700153
"250750702A","PB",9,0.8181126331811263,16.72564687975647
"250750703A","PB",6,0.7343701915479369,17.14041095890411
"250750704A","PB",3,16.73325722983257,17.70928462709285
"250750705A","PB",10,0.8095509893455098,16.73325722983257
"250750706A","PB",4,10.046613394216134,19.02891621129326
"250750707A","PB",8,2.9987794329249526,17.16704718417047
"250910701A","PB",3,16.73325722983257,17.161339421613395
"250930501A","PB",1,18.64345509893455,18.64345509893455
"250980001A","PB",7,0.7324961948249619,16.73325722983257
"251080801A","PB",1,2.2996357012750455,2.2996357012750455
"251080802A","PB",2,4.181791197777611,4.821156773211568
"251190501A","PB",3,16.68753794778385,19.018264840182646
"251210101C","PB",1,14.313904068002428,14.313904068002428
"251390101A","PB",2,3.4423708319817683,4.537671232876712
"251530201A","PB",10,1.7446727549467276,16.976788432267885
"251600301C","PB",2,3.755790935781953,4.100076103500761
"251620101A","PB",5,2.26027397260274,18.08970856102004
"260005401A","PE",1,17.737823439878234,17.737823439878234
"260005402A","PE",4,3.9259893455098935,7.659760170006072
"260040101A","PE",4,18.579086820370787,19.9486301369863
"260040102A","PE",1,18.262937595129376,18.262937595129376
"260050002A","PE",2,2.7397260273972606,5.036149162861491
"260070801A","PE",2,10.82790628041021,12.98952641165756
"260080701A","PE",3,4.8554033485540335,4.870598057073467
"260080702A","PE",3,4.006849315068493,14.065346083788707
"260090601A","PE",4,6.592530732506592,18.871765601217653
"260100301A","PE",3,17.857686453576864,17.874809741248097
"260105201A","PE",5,16.95966514459665,19.269406392694062
"260130001A","PE",8,4.103881278538813,17.29642313546423
"260130016H","PE",2,8.344746259284213,16.66856405585914
"260140901A","PE",4,11.67142313546423,18.418949771689498
"260140902A","PE",7,11.55130540376442,18.139269406392692
"260140903A","PE",1,18.120243531202433,18.120243531202433
"260140917H","PE",2,9.433026320167013,16.66856405585914
"260150802A","PE",4,11.180555555555555,18.28386605783866
"260190401A","PE",2,1.7617960426179604,2.8881278538812785
"260220901A","PE",2,18.244571907411565,18.962507589556772
"260230801A","PE",3,18.4855403348554,19.733637747336378
"260270401A","PE",5,7.718797564687975,18.02891933028919
"260280301A","PE",2,2.302130898021309,2.80441400304414
"260290202A","PE",1,16.723744292237445,16.723744292237445
"260290203A","PE",6,9.330289193302892,17.526636225266362
"260290204A","PE",3,1.3603500761035008,16.68753794778385
"260290205A","PE",5,1.8169710806697108,17.29280510018215
"260300901A","PE",1,6.046423135464232,6.046423135464232
"260310801A","PE",1,0.915144596651446,0.915144596651446
"260310802A","PE",1,3.6301369863013697,3.6301369863013697
"260320701A","PE",1,4.044901065449011,4.044901065449011
"260330601A","PE",1,5.755327245053272,5.755327245053272
"260345401A","PE",2,17.50380517503805,17.756849315068493
"260345402A","PE",5,1.2081430745814308,16.723744292237445
"260345403A","PE",4,17.147041424424646,18.019406392694066
"260345404A","PE",10,2.0253044140030445,17.461948249619482
"260345405A","PE",3,1.1472602739726028,4.52054794520548
"260345406A","PE",6,5.157914764079147,17.201293759512936
"260350401A","PE",2,4.974808909515849,6.583940497874924
"260360301A","PE",2,14.954745968177924,17.707382039573822
"260410601A","PE",6,2.1128234398782344,8.156876138433516
"260410602A","PE",2,4.700280085834768,8.378870673952642
"260410606A","PE",2,3.941719481664463,5.477549467275495
"260410607A","PE",3,4.661339421613394,5.352534911961142
"260415501A","PE",2,8.724606174780213,13.67638129933212
"260420501A","PE",1,17.283105022831048,17.283105022831048
"260420502A","PE",4,6.905459594447355,18.08599695585997
"260420503A","PE",4,8.531212831965135,17.71879756468798
"260420504A","PE",4,6.082600889121774,17.705479452054796
"260440301A","PE",3,13.014192471159683,18.59779299847793
"260450201A","PE",6,4.788999925144098,18.365677321156774
"260460101A","PE",3,8.735579842137218,18.2648401826484
"260470001A","PE",6,4.668949771689497,17.19939117199391
"260480901A","PE",5,7.043378995433789,17.70357686453577
"260490801A","PE",2,3.0023948690437576,4.779523375834851
"260510301A","PE",1,1.221461187214612,1.221461187214612
"260520201A","PE",3,17.201293759512936,19.143835616438356
"260520202A","PE",1,11.703096539162113,11.703096539162113
"260520202H","PE",1,19.651826484018265,19.651826484018265
"260540001A","PE",5,7.304948391013964,19.19330289193303
"260550901A","PE",3,5.920852359208523,18.687214611872147
"260570701A","PE",2,1.102385719989021,1.3907914764079148
"260590501A","PE",7,4.311263318112633,18.613013698630137
"260590502A","PE",1,18.679604261796044,18.679604261796044
"260590518H","PE",1,16.851217656012178,16.851217656012178
"260610102A","PE",3,18.36187214611872,18.39041095890411
"260620001A","PE",7,0.9969558599695586,19.001141552511417
"260620002A","PE",7,4.616347905282332,17.33447488584475
"260620003A","PE",3,4.7852155434122645,18.573059360730593
"260680403A","PE",7,1.067351598173516,17.035768645357685
"260680404A","PE",3,17.12138508371385,17.226396478445658
"260680405A","PE",7,5.431887366818874,18.613013698630137
"260680406A","PE",2,11.546803652968036,18.671993911719937
"260720801A","PE",7,1.1168188736681888,17.71879756468798
"260720802A","PE",1,17.226027397260275,17.226027397260275
"260720803A","PE",3,5.437595129375952,17.19558599695586
"260720804A","PE",4,11.011225266362253,17.562785388127857
"260720805A","PE",3,12.684046751669703,19.51674277016743
"260730702A","PE",2,2.273592085235921,3.139269406392694
"260730703A","PE",1,4.126712328767123,4.126712328767123
"260740601A","PE",1,0.3291476407914764,0.3291476407914764
"260760401A","PE",2,11.684741248097414,18.632039573820396
"260765301A","PE",4,16.051322558242052,18.021308980213092
"260765302A","PE",3,9.948011536126291,18.839421613394215
"260770301A","PE",2,4.185744525122473,4.823163327261688
"260775201A","PE",1,6.893074581430746,6.893074581430746
"260780201A","PE",3,5.989345509893456,18.087899543378995
"260790101A","PE",3,17.106164383561644,18.57496194824962
"260790102A","PE",4,10.821917808219178,17.07572298325723
"260790102G","PE",1,19.642313546423136,19.642313546423136
"260790103A","PE",2,8.532125138275486,16.68753794778385
"260790104A","PE",1,16.73325722983257,16.73325722983257
"260790106A","PE",4,16.910197869101978,17.952815829528156
"260790107A","PE",5,3.5177595628415297,16.68753794778385
"260790108A","PE",8,1.7579908675799087,17.300228310502284
"260790109A","PE",4,3.287671232876712,16.68753794778385
"260790110A","PE",3,0.48896499238964997,16.73325722983257
"260790115H","PE",1,16.68943533697632,16.68943533697632
"260795001A","PE",7,2.484779299847793,18.35806697108067
"260795002A","PE",2,11.297564687975648,17.926179604261797
"260820601A","PE",1,16.68753794778385,16.68753794778385
"260820602A","PE",2,16.941179895368084,17.660898603521556
"260840401A","PE",1,1.1796042617960425,1.1796042617960425
"260845301A","PE",5,5.135083713850838,18.457001522070016
"260850301A","PE",5,10.373026715239831,19.041095890410958
"260860201A","PE",3,5.77054794520548,17.96993911719939
"260870101A","PE",4,9.171423135464233,18.548325722983257
"260880001A","PE",2,1.6333713850837137,1.8778538812785388
"260890901A","PE",3,17.1315270188221,18.919330289193304
"260900601A","PE",1,3.1754185692541856,3.1754185692541856
"260910501A","PE",4,4.9286529680365305,8.858910139647845
"260920401A","PE",4,9.105755275261787,19.96385083713851
"260920402A","PE",7,3.4665144596651447,16.73325722983257
"260940201A","PE",7,2.6810109289617485,18.689117199391173
"260940202A","PE",10,3.3127115718907767,17.469558599695585
"260950101A","PE",4,1.4602359208523592,16.73325722983257
"260950102A","PE",7,0.928462709284627,17.631278538812786
"260950103A","PE",7,5.888508371385083,17.52283105022831
"260950104A","PE",1,18.300989345509894,18.300989345509894
"260960001A","PE",1,18.23201275045537,18.23201275045537
"260960001G","PE",3,2.848173515981735,6.801750380517505
"260960002A","PE",4,10.95890410958904,17.492389649923894
"260960003A","PE",5,2.745522161505768,16.73325722983257
"260960004A","PE",6,10.708713850837137,18.723363774733638
"260960005A","PE",8,2.153536733454766,17.851978691019788
"260970901C","PE",2,8.887937595129374,17.123287671232877
"260980801A","PE",1,1.3203957382039575,1.3203957382039575
"261000402A","PE",1,7.217668488160292,7.217668488160292
"261000403A","PE",1,18.443683409436833,18.443683409436833
"261010301A","PE",1,12.199391171993913,12.199391171993913
"261020201A","PE",2,17.550418569254184,17.89193302891933
"261050901A","PE",4,11.221461187214613,18.23820395738204
"261060801A","PE",1,5.204538554948391,5.204538554948391
"261060802A","PE",3,17.30798421372192,17.935692541856927
"261070702A","PE",4,17.34403460837887,18.49505327245053
"261070703A","PE",3,17.06240487062405,18.49505327245053
"261070704A","PE",6,1.938736681887367,18.496955859969557
"261070705A","PE",4,10.400466081958895,17.357305936073057
"261070706A","PE",3,0.4185692541856925,16.73325722983257
"261110101A","PE",1,2.7416286149162863,2.7416286149162863
"261110102A","PE",1,19.638508371385083,19.638508371385083
"261110103A","PE",2,2.180365296803653,2.692161339421613
"261110104A","PE",1,2.832952815829528,2.832952815829528
"261120001A","PE",3,5.194063926940639,5.4303278688524586
"261130901A","PE",2,17.55517503805175,17.63888888888889
"261130902A","PE",2,15.760660728098411,19.023224043715846
"261140802A","PE",1,19.126712328767123,19.126712328767123
"261150701A","PE",7,0.9189497716894977,16.73325722983257
"261150702A","PE",5,1.5011415525114156,16.73325722983257
"261150703A","PE",3,2.2773972602739727,16.788432267884325
"261160601A","PE",5,2.1194824961948253,17.270036429872494
"261160603A","PE",6,1.4297945205479452,18.41133942161339
"261160603G","PE",3,4.3493150684931505,4.436834094368341
"261160604A","PE",7,1.7294520547945205,16.727549467275495
"261160604G","PE",1,4.5605022831050235,4.5605022831050235
"261160605A","PE",3,17.0072298325723,17.212709284627092
"261160605G","PE",1,19.292237442922374,19.292237442922374
"261160606A","PE",3,1.2309741248097412,18.439878234398783
"261160606G","PE",2,18.54927701674277,18.78995433789954
"261160607A","PE",1,17.161339421613395,17.161339421613395
"261160608A","PE",3,0.3843226788432268,16.72945205479452
"261160610A","PE",5,16.72945205479452,18.2058599695586
"261160612A","PE",2,8.372307786677313,16.723744292237445
"261160613A","PE",5,5.41514875531269,17.566590563165907
"261160613G","PE",1,18.066939890710383,18.066939890710383
"261160614A","PE",8,3.888888888888889,18.453196347031962
"261160615A","PE",7,3.7157534246575343,17.414238008500305
"261160616A","PE",3,0.3310502283105023,16.727549467275495
"261160616G","PE",2,9.65479212931773,17.973967820279295
"261160617A","PE",7,5.431887366818874,17.338280060882802
"261160618A","PE",6,0.7290263118496892,17.368721461187214
"261160619A","PE",4,0.7172754946727549,16.72945205479452
"261160620A","PE",7,2.0034246575342465,17.281202435312025
"261160621A","PE",10,1.6343226788432266,17.662795992714024
"261160622A","PE",4,2.7777777777777777,16.68753794778385
"261160623A","PE",6,6.914003044140031,17.886225266362253
"261180401A","PE",6,9.828969858023305,18.689117199391173
"261180402A","PE",1,18.298421372191864,18.298421372191864
"261190301A","PE",6,3.7794901065449014,19.309729811778993
"261190303A","PE",3,4.931506849315069,19.020167427701672
"261200001A","PE",1,2.04337899543379,2.04337899543379
"261240601A","PE",4,0.6926848109056732,4.682267884322679
"261240601C","PE",1,18.314307458143077,18.314307458143077
"261290101A","PE",11,2.1537290715372905,16.73325722983257
"261290102A","PE",1,8.746194824961947,8.746194824961947
"261310701A","PE",4,6.625703853415509,10.788554948391015
"261320601A","PE",4,10.963967279653334,18.867960426179604
"261330501A","PE",3,5.262557077625571,18.39611872146119
"261330502A","PE",1,18.622526636225267,18.622526636225267
"261340401A","AL",3,15.648782343987824,18.801369863013697
"261350302A","PE",2,5.226735409337026,6.0109289617486334
"261370101A","PE",6,2.1339442406700435,17.26978691019787
"261370102A","PE",6,1.3384703196347032,7.969034608378871
"261370103A","PE",8,2.118531202435312,16.723744292237445
"261370104A","PE",6,1.2547564687975645,16.723744292237445
"261380001A","PE",2,2.090943683409437,2.9775494672754945
"261420401A","PE",6,4.778348554033485,16.986301369863014
"261420402A","PE",2,12.40582191780822,19.992389649923897
"261450101A","PE",1,0.3272450532724505,0.3272450532724505
"261470901A","PE",3,4.805936073059361,5.1760777170613235
"261470902A","PE",2,7.753995433789954,12.619863013698629
"261485701A","PE",3,7.583864602307225,19.524353120243532
"261485702A","PE",4,7.457004641065948,17.75875190258752
"261510201A","PE",2,0.886730543703371,1.2978142076502732
"261530001A","PE",4,12.083333333333334,18.736681887366817
"261530002A","PE",3,11.723967820279297,18.829908675799086
"261540901A","PE",1,15.066590563165905,15.066590563165905
"261550801A","PE",3,17.7130898021309,18.15639269406393
"261570601A","PE",1,4.472983257229832,4.472983257229832
"261630801A","PE",5,5.361491628614917,18.12785388127854
"261630802A","PE",3,7.350485731633273,19.225646879756468
"261640702A","PE",6,12.629375951293758,19.474885844748858
"261640704A","PE",6,12.024794978000681,17.631278538812786
"261640705A","PE",1,13.196347031963471,13.196347031963471
"261650601A","PE",7,1.552511415525114,18.43607305936073
"261650602A","PE",2,11.180555555555555,17.82724505327245
"270030001C","AL",1,16.746575342465754,16.746575342465754
"270060701A","AL",7,5.392380085003036,17.433409436834093
"270130801A","AL",2,8.61108252031506,16.68753794778385
"270135701A","AL",6,3.3022213489033616,16.68753794778385
"270210801A","AL",8,1.9082952815829528,17.699771689497716
"270230602A","AL",4,0.6887366818873668,1.9292237442922375
"270230603A","AL",3,0.91324200913242,18.746194824961947
"270240501C","AL",1,0.6811263318112634,0.6811263318112634
"270270201A","AL",7,2.4029680365296806,18.015601217656013
"270380901A","AL",4,2.9480593607305936,17.52853881278539
"270420301A","AL",6,7.354649591203599,18.78234398782344
"270430202A","AL",1,16.68753794778385,16.68753794778385
"270430203A","AL",5,2.4048706240487063,16.95966514459665
"270430205A","AL",4,11.905259458874998,18.85083713850837
"270430207A","AL",5,7.268897996357013,17.165144596651448
"270430209A","AL",6,6.618553555239498,17.461948249619482
"270430210A","AL",8,2.7806316590563167,18.692922374429223
"270430211A","AL",5,6.014079147640791,18.976407914764078
"270430212A","AL",3,17.612252663622527,18.108828006088277
"270430213A","AL",9,1.9729832572298327,17.18226788432268
"270430214A","AL",3,0.3481735159817352,16.744672754946727
"270430215A","AL",7,5.39193302891933,19.8896499238965
"270430216A","AL",5,0.8409436834094367,17.229832572298324
"270430217A","AL",7,4.563221007893139,17.364916286149164
"270430218A","AL",4,3.430866935316183,17.08219489981785
"270470801A","AL",3,17.197488584474886,17.686453576864537
"270510101A","AL",8,2.077625570776256,17.00152207001522
"270550701A","AL",1,17.174657534246577,17.174657534246577
"270644801A","AL",5,1.4878234398782344,18.453196347031962
"270660401A","AL",6,4.743150684931507,8.284001214329082
"270760201A","AL",4,8.471562034749773,19.22184170471842
"270760203H","AL",1,19.04490106544901,19.04490106544901
"270810501A","AL",4,6.458333333333334,17.304033485540334
"270830301A","AL",3,17.29642313546423,19.970021250758958
"270860001A","AL",2,2.589951842702797,4.474043715846995
"270860002A","AL",5,2.237442922374429,17.134703196347033
"270890701A","AL",8,1.9882039573820398,17.23744292237443
"270930101A","AL",2,17.825342465753423,18.917427701674278
"270930102A","AL",2,10.646879756468799,17.326864535768646
"270930103A","AL",4,11.320395738203956,19.208523592085236
"270940001A","AL",5,0.8124048706240486,17.821537290715373
"280020901C","SE",1,5.475865209471767,5.475865209471767
"280030801A","SE",7,3.961187214611872,16.68753794778385
"280030802A","SE",7,5.561263318112633,17.469558599695585
"280030803A","SE",7,2.16324200913242,16.68753794778385
"280030804A","SE",2,10.122880642263643,17.241575591985427
"280400301A","SE",10,1.712367754572448,16.683743169398905
"280540601A","SE",3,6.215753424657534,13.915452337583483
"290020701C","BA",1,1.9467213114754098,1.9467213114754098
"290100701C","BA",1,5.353881278538813,5.353881278538813
"290130401C","BA",1,0.7096651445966514,0.7096651445966514
"290280701U","BA",1,1.6571537290715372,1.6571537290715372
"290310201A","BA",3,2.2355403348554033,7.843806921675774
"290323501C","BA",1,15.523211567732115,15.523211567732115
"290340901A","BA",4,9.95814307458143,17.376331811263316
"290410001C","BA",1,12.31544901065449,12.31544901065449
"290490201A","BA",1,3.0783866057838662,3.0783866057838662
"290560202A","BA",6,2.6506630985353197,11.70662100456621
"290560203A","BA",3,6.360350076103501,11.317926533090468
"290570101H","BA",1,0.654490106544901,0.654490106544901
"290580001A","BA",4,5.598205225773719,16.55441400304414
"290650104A","BA",1,2.682648401826484,2.682648401826484
"290650105A","BA",1,1.8683409436834095,1.8683409436834095
"290687301C","BA",1,8.883181126331811,8.883181126331811
"291120401A","BA",6,2.439117199391172,12.249544626593806
"291180801A","BA",7,1.4231354642313545,7.555403764420158
"291340801C","BA",1,7.73755312689739,7.73755312689739
"291345701A","BA",7,3.430365296803653,8.354204614450516
"291360601A","BA",5,2.3972602739726026,10.363539769277475
"291360602A","BA",7,2.2792998477929984,10.498254401942926
"291420801C","BA",1,15.804794520547945,15.804794520547945
"291480202A","BA",6,1.644786910197869,7.931086824529447
"291480203A","BA",2,4.899162861491629,6.210045662100456
"291490101A","BA",2,5.091682885445517,5.293715846994536
"291640101A","BA",5,6.278538812785388,11.926988463873709
"291680701C","BA",1,0.8614146933819065,0.8614146933819065
"291710201A","BA",1,6.841704718417047,6.841704718417047
"291710201C","BA",3,0.73618700667881,8.99923896499239
"291750802A","BA",5,2.1442161339421615,8.855115361262902
"291760701A","BA",3,2.4010654490106544,6.316408621736491
"291760702A","BA",5,4.878234398782344,9.022085610200364
"291840701A","BA",1,4.30365296803653,4.30365296803653
"291840704A","BA",4,5.069444444444445,8.259335154826958
"291900901A","BA",1,3.578767123287671,3.578767123287671
"291915701A","BA",1,2.0681126331811264,2.0681126331811264
"291920701A","BA",1,2.0034246575342465,2.0034246575342465
"291920702A","BA",1,1.0787671232876712,1.0787671232876712
"291920703A","BA",3,0.020928462709284626,1.3127853881278537
"291920705A","BA",1,0.02087128111718276,0.02087128111718276
"291920706A","BA",4,4.506278538812785,8.614146933819065
"292060101A","BA",4,4.223744292237443,8.185336976320583
"292270601C","BA",2,7.630891263484458,8.034627092846272
"292300102A","BA",1,3.3143074581430745,3.3143074581430745
"292300103A","BA",3,7.968036529680365,11.012446873102611
"292390201A","BA",4,2.7083333333333335,19.79925622343655
"292490001C","BA",2,5.316151824404687,8.09805707346691
"292530301A","BA",1,2.353500761035008,2.353500761035008
"292530303A","BA",2,0.9836091565403265,1.9463470319634704
"292530304A","BA",2,0.02089987191323369,0.020928462709284626
"292550101A","BA",2,17.698446116226265,18.328779599271403
"292610301C","BA",2,0.03231539702738894,0.04375951293759513
"292680601C","BA",1,3.93455098934551,3.93455098934551
"292740801G","BA",1,11.99200913242009,11.99200913242009
"292740802G","BA",1,2.313546423135464,2.313546423135464
"292740803A","BA",3,1.0407153729071539,5.878111718275653
"292740803G","BA",2,2.1111443804010612,2.302130898021309
"292740804G","BA",2,2.005639144646555,2.1556316590563167
"292740806G","BA",1,5.981735159817352,5.981735159817352
"292740807G","BA",1,2.087138508371385,2.087138508371385
"292740809G","BA",3,9.486945962355799,11.076864535768644
"292740810A","BA",1,8.240361262902246,8.240361262902246
"292740811A","BA",1,2.1080669710806696,2.1080669710806696
"292740811G","BA",3,1.569140862173649,1.938736681887367
"292740812A","BA",1,4.103881278538813,4.103881278538813
"292740812G","BA",1,18.33904109589041,18.33904109589041
"292740813G","BA",1,7.539954337899543,7.539954337899543
"292740814G","BA",3,4.426608986035215,5.757229832572299
"292740815G","BA",1,10.232115677321158,10.232115677321158
"292740816A","BA",1,7.74923896499239,7.74923896499239
"292740817A","BA",4,1.1634322678843227,4.176153612629022
"292740818A","BA",1,0.2054794520547945,0.2054794520547945
"292740819A","BA",3,0.6090619307832423,0.9570015220700152
"292740820A","BA",3,2.1727549467275495,5.102079538554948
"292740821A","BA",2,1.6771308980213089,2.3401826484018264
"292770501A","BA",6,0.6478310502283104,11.934578020643595
"292805901A","BA",4,6.1377473363774735,10.30851548269581
"292860401A","BA",4,3.5977929984779298,5.018594414086217
"292860402A","BA",1,7.281202435312024,7.281202435312024
"292900801A","BA",5,3.124048706240487,7.891241651487553
"293070901A","BA",5,4.668949771689498,10.92706435944141
"293070902A","BA",2,2.5180745814307457,4.00875190258752
"293105301C","BA",2,0.6224008367226422,1.2029447480267152
"293120201A","BA",1,5.44710806697108,5.44710806697108
"293240801C","BA",1,7.090543412264724,7.090543412264724
"293280401C","BA",1,1.251902587519026,1.251902587519026
"293290301A","BA",6,6.150114155251142,17.000607164541588
"293290307H","BA",3,11.017884322678844,11.965372907153728
"293330701A","BA",2,7.499844050203358,11.919398907103824
"293330702A","BA",5,6.398401826484018,11.596842744383729
"293330703A","BA",2,2.0043759512937593,3.6168188736681888
"293330704A","BA",3,0.4452054794520548,0.5821917808219178
"293330705A","BA",1,1.8873668188736683,1.8873668188736683
"310060901A","MG",2,0.8780441400304415,1.7351598173515983
"310110201A","MG",3,6.97869101978691,10.004933211900426
"310170601A","MG",4,3.0602132561485806,4.467275494672755
"310230801A","MG",1,6.396098967820279,6.396098967820279
"310470001A","MG",1,6.1646174863387975,6.1646174863387975
"310560803A","MG",1,0.020928462709284626,0.020928462709284626
"310560805A","MG",1,1.9543108682452945,1.9543108682452945
"310560806A","MG",1,0.7876712328767124,0.7876712328767124
"310560807A","MG",1,0.020928462709284626,0.020928462709284626
"310560808A","MG",2,0.5402932687909109,1.0502283105022832
"310560809A","MG",1,0.032343987823439876,0.032343987823439876
"310560811A","MG",4,5.026636225266362,10.61778992106861
"310560812A","MG",1,0.032343987823439876,0.032343987823439876
"310560828H","MG",1,0,0
"310590502A","MG",2,0.02089987191323369,0.020928462709284626
"310630901A","MG",3,8.028919330289193,10.075136612021858
"310670503A","MG",1,1.0312024353120244,1.0312024353120244
"310710902A","MG",5,1.8378995433789953,7.9671372191864
"310900606A","MG",1,1.2785388127853883,1.2785388127853883
"310940201A","MG",2,7.840914052948075,9.466074681238617
"310945101A","MG",4,6.132990867579909,11.606329690346085
"311000402A","MG",4,1.5716022697973069,3.396118721461187
"311000403A","MG",1,1.1396499238964992,1.1396499238964992
"311050909A","MG",1,0.030358227079538558,0.030358227079538558
"311080601A","MG",3,7.288812785388128,7.7147844565877355
"311205901A","MG",1,4.269406392694064,4.269406392694064
"311230701A","MG",1,8.21190042501518,8.21190042501518
"311290101A","MG",1,3.7633181126331814,3.7633181126331814
"311300801A","MG",1,7.824833029751063,7.824833029751063
"311320602A","MG",2,0.20829174672089562,0.3862252663622527
"311330501A","MG",6,2.472412480974125,9.212328767123287
"311330502A","MG",9,3.921903460837887,12.40296803652968
"311330503A","MG",5,2.456240487062405,10.768645357686452
"311340402A","MG",6,5.78386605783866,11.983910139647845
"311340408H","MG",1,0.020928462709284626,0.020928462709284626
"311360201A","MG",6,2.4666787267842736,9.532483302975105
"311370102A","MG",3,7.832952815829527,8.221387370977535
"311410501A","MG",7,1.6514459665144599,8.094262295081968
"311450101A","MG",7,2.2754946727549465,7.828627808136004
"311530001A","MG",2,1.1339135705433707,2.2469558599695585
"311530004A","MG",2,0.02089987191323369,0.020928462709284626
"311530007A","MG",1,0.020928462709284626,0.020928462709284626
"311530008A","MG",1,0.020928462709284626,0.020928462709284626
"311570601A","MG",2,7.690141789555106,8.418715846994536
"311590401A","MG",2,0.02089987191323369,0.020928462709284626
"311600101A","MG",2,6.967353469571075,9.665300546448087
