"gauge_code","d","imax","date","wateryear","start_month","na_prct_yr","na_prct_mon","mon_filter","n_max","time_step_min","estado","lat","long","time_step","mes_inicio","mes_inicio_nome","network","classe_espacial","fonte_inicio","metodo_ano_hidro","f_moda","rbar_local","dist_nn_km"
"260415501A",10,7.602000000000001,"2020-06-19 12:20:00",2020,10,0.8361035215543412,0.7831018518518519,"1,2,3,4,5,6,7,8,9,10,11,12",8,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",10,1.0230000000000001,"2020-11-10 03:10:00",2021,10,0.9728310502283105,0.8858796296296296,"1,2,3,4,5,6,7,8,9,10,11,12",5,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",10,8.567000000000002,"2022-05-28 02:20:00",2022,10,0.8572869101978691,0.7652329749103942,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",10,2.5580000000000003,"2022-12-23 13:20:00",2023,10,0.8263888888888888,0.8214605734767025,"1,2,3,4,5,6,7,8,9,10,11,12",33,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",20,5.128,"2018-04-12 17:50:00",2018,10,0.8164936914936914,0.7951388888888888,"1,2,3,4,5,6,7,8,9,10,11,12",45,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",20,4.596000000000002,"2019-03-30 07:50:00",2019,10,0.8188356164383561,0.8138440860215054,"1,2,3,4,5,6,7,8,9,10,11,12",46,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",20,4.4159999999999995,"2020-06-19 01:00:00",2020,10,0.8361035215543412,0.7831018518518519,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",20,0.5115000000000001,"2020-11-09 12:30:00",2021,10,0.9728310502283105,0.8858796296296296,"1,2,3,4,5,6,7,8,9,10,11,12",79,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",20,5.214500000000001,"2022-05-27 19:00:00",2022,10,0.8572869101978691,0.7652329749103942,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260415501A",20,1.5445,"2022-12-23 18:40:00",2023,10,0.8263888888888888,0.8214605734767025,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.746056,-35.725444,10,10,"out","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.967,8.79
"260420501A",10,14.560000000000002,"2017-05-28 01:50:00",2017,11,0.7392635233918129,0.6290322580645161,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.669,-35.72,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.41
"260420501A",10,3.8,"2017-12-23 07:00:00",2018,11,0.8234289617486339,0.8207885304659498,"1,2,3,4,5,6,7,8,9,10,11,12",11,600,"PE",-8.669,-35.72,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.41
"260420501A",20,9.798499999999994,"2017-05-27 18:50:00",2017,11,0.7392635233918129,0.6290322580645161,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.669,-35.72,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.41
"260420501A",20,2.069500000000001,"2017-12-23 05:10:00",2018,11,0.8234289617486339,0.8207885304659498,"1,2,3,4,5,6,7,8,9,10,11,12",5,600,"PE",-8.669,-35.72,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.41
"260420502A",10,6.233000000000002,"2018-04-14 16:20:00",2018,11,0.8016036184210527,0.7585648148148149,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",10,5.336000000000004,"2019-03-30 16:50:00",2019,11,0.8030251141552511,0.8077956989247311,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",10,4.995000000000003,"2020-04-30 15:30:00",2020,11,0.8132779295689132,0.8011574074074074,"1,2,3,4,5,6,7,8,9,10,11,12",4,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",10,4.634000000000002,"2021-04-14 15:10:00",2021,11,0.7962138508371385,0.7824074074074074,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",10,4.6270000000000016,"2021-12-26 16:10:00",2022,11,0.8168260473588342,0.8030913978494624,"1,2,3,4,5,6,7,8,9,10,11,12",5,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",20,5.9090000000000025,"2018-04-14 15:50:00",2018,11,0.8016036184210527,0.7585648148148149,"1,2,3,4,5,6,7,8,9,10,11,12",5,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",20,3.414000000000003,"2019-07-20 15:00:00",2019,11,0.8030251141552511,0.7732974910394266,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",20,3.069000000000001,"2020-01-21 22:00:00",2020,11,0.8132779295689132,0.8333333333333334,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",20,2.859000000000002,"2021-04-14 09:10:00",2021,11,0.7962138508371385,0.7824074074074074,"1,2,3,4,5,6,7,8,9,10,11,12",35,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420502A",20,2.3535000000000013,"2021-12-26 07:20:00",2022,11,0.8168260473588342,0.8030913978494624,"1,2,3,4,5,6,7,8,9,10,11,12",54,600,"PE",-8.67,-35.737,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,12.26
"260420503A",10,10.573000000000004,"2018-02-17 21:20:00",2018,11,0.7958927266081871,0.7919146825396826,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",10,5.0569999999999995,"2019-07-20 22:40:00",2019,11,0.795662100456621,0.7538082437275986,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",10,6.771000000000003,"2020-01-21 14:30:00",2020,11,0.8098246812386156,0.8326612903225806,"1,2,3,4,5,6,7,8,9,10,11,12",46,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",10,4.751000000000003,"2021-04-11 16:20:00",2021,11,0.7927891933028919,0.7912037037037037,"1,2,3,4,5,6,7,8,9,10,11,12",5,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",10,1.4579999999999997,"2021-12-04 19:00:00",2022,11,0.8186475409836066,0.8093637992831542,"1,2,3,4,5,6,7,8,9,10,11,12",30,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",20,5.375500000000003,"2018-02-17 17:40:00",2018,11,0.7958927266081871,0.7919146825396826,"1,2,3,4,5,6,7,8,9,10,11,12",24,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",20,3.7815000000000034,"2019-07-20 12:50:00",2019,11,0.795662100456621,0.7538082437275986,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",20,4.0485000000000015,"2020-01-21 22:00:00",2020,11,0.8098246812386156,0.8326612903225806,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",20,2.7980000000000005,"2021-05-13 18:30:00",2021,11,0.7927891933028919,0.7399193548387096,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420503A",20,1.2519999999999996,"2021-12-26 17:20:00",2022,11,0.8186475409836066,0.8093637992831542,"1,2,3,4,5,6,7,8,9,10,11,12",5,600,"PE",-8.598,-35.766,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.897,20.76
"260420504A",10,5.969,"2018-04-15 01:40:00",2018,11,0.8016036184210527,0.756712962962963,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",10,5.9390000000000045,"2019-03-30 17:00:00",2019,11,0.7985730593607306,0.8100358422939068,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",10,5.346000000000002,"2020-03-16 01:20:00",2020,11,0.8146630236794171,0.796594982078853,"1,2,3,4,5,6,7,8,9,10,11,12",4,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",10,6.684000000000003,"2021-04-14 14:50:00",2021,11,0.7979642313546423,0.7895833333333333,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",10,7.486000000000004,"2021-12-26 16:20:00",2022,11,0.8158014571948998,0.8010752688172043,"1,2,3,4,5,6,7,8,9,10,11,12",4,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",20,4.214499999999999,"2018-04-14 16:50:00",2018,11,0.8016036184210527,0.756712962962963,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",20,4.084500000000001,"2019-07-20 18:30:00",2019,11,0.7985730593607306,0.758736559139785,"1,2,3,4,5,6,7,8,9,10,11,12",8,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",20,3.237500000000002,"2020-06-15 01:10:00",2020,11,0.8146630236794171,0.7597222222222222,"1,2,3,4,5,6,7,8,9,10,11,12",10,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",20,4.031000000000003,"2021-04-14 13:00:00",2021,11,0.7979642313546423,0.7895833333333333,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260420504A",20,3.7840000000000025,"2021-12-26 06:20:00",2022,11,0.8158014571948998,0.8010752688172043,"1,2,3,4,5,6,7,8,9,10,11,12",7,600,"PE",-8.67224,-35.7187,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.945,11.02
"260440301A",10,5.782000000000002,"2018-04-30 09:10:00",2018,11,0.8144645467836257,0.7731481481481481,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",10,8.219,"2019-06-13 16:10:00",2019,11,0.8114916286149163,0.7662037037037037,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",10,4.7070000000000025,"2020-06-14 02:00:00",2020,11,0.827565270188221,0.7979166666666667,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",10,1.4629999999999999,"2020-12-31 01:30:00",2021,11,0.9707952815829528,0.8241487455197133,"1,2,3,4,5,6,7,8,9,10,11,12",11,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",10,NA,NA,2022,11,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",10,6.625,"2023-06-14 09:10:00",2023,11,0.8480403348554033,0.7481481481481481,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",10,2.6219999999999994,"2023-12-19 07:00:00",2024,11,0.8960610200364298,0.8122759856630825,"1,2,3,4,5,6,7,8,9,10,11,12",12,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",20,3.1105000000000005,"2018-01-18 20:00:00",2018,11,0.8144645467836257,0.8245967741935484,"1,2,3,4,5,6,7,8,9,10,11,12",28,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",20,6.779000000000002,"2019-06-13 07:20:00",2019,11,0.8114916286149163,0.7662037037037037,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",20,2.3835000000000015,"2020-06-13 20:30:00",2020,11,0.827565270188221,0.7979166666666667,"1,2,3,4,5,6,7,8,9,10,11,12",32,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",20,0.9009999999999998,"2020-12-30 23:00:00",2021,11,0.9707952815829528,0.8241487455197133,"1,2,3,4,5,6,7,8,9,10,11,12",26,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",20,NA,NA,2022,11,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",20,3.7455000000000007,"2023-06-14 00:30:00",2023,11,0.8480403348554033,0.7481481481481481,"1,2,3,4,5,6,7,8,9,10,11,12",34,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260440301A",20,1.3209999999999997,"2023-12-18 23:10:00",2024,11,0.8960610200364298,0.8122759856630825,"1,2,3,4,5,6,7,8,9,10,11,12",59,600,"PE",-7.99754,-35.21584,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,7.33
"260450201A",10,9.159999999999998,"2017-05-27 20:20:00",2017,11,0.6899442616959064,0.6059587813620072,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,6.74,"2018-01-19 06:40:00",2018,11,0.8057077625570777,0.8021953405017921,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,4.320000000000001,"2019-03-26 12:10:00",2019,11,0.8038051750380517,0.8192204301075269,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,9.36,"2020-06-15 00:50:00",2020,11,0.808420613236187,0.7706018518518518,"1,2,3,4,5,6,7,8,9,10,11,12",10,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,7.5,"2021-03-01 07:10:00",2021,11,0.794044901065449,0.7992831541218638,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,1.6199999999999997,"2021-11-18 20:50:00",2022,11,0.9691590563165906,0.825462962962963,"1,2,3,4,5,6,7,8,9,10,11,12",13,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,NA,NA,2023,11,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,5.4,"2024-06-15 10:10:00",2024,11,0.8495370370370371,0.7502314814814814,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,8.420000000000002,"2025-05-21 00:20:00",2025,11,0.7915715372907154,0.774641577060932,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",10,0.5400000000000001,"2025-11-13 18:40:00",2026,11,0.8292349726775956,0.8305555555555556,"1,2,3,4,5,6,7,8,9,10,11,12",17,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,6.249999999999998,"2017-05-27 20:00:00",2017,11,0.6899442616959064,0.6059587813620072,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,4.17,"2018-01-18 23:20:00",2018,11,0.8057077625570777,0.8021953405017921,"1,2,3,4,5,6,7,8,9,10,11,12",25,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,3.700000000000002,"2019-06-13 07:10:00",2019,11,0.8038051750380517,0.7442129629629629,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,5.7200000000000015,"2020-06-15 01:00:00",2020,11,0.808420613236187,0.7706018518518518,"1,2,3,4,5,6,7,8,9,10,11,12",9,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,4.66,"2021-03-01 04:50:00",2021,11,0.794044901065449,0.7992831541218638,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,0.9499999999999996,"2021-12-14 04:40:00",2022,11,0.9691590563165906,0.8057795698924731,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,NA,NA,2023,11,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,4.470000000000002,"2024-06-15 00:40:00",2024,11,0.8495370370370371,0.7502314814814814,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,5.24,"2025-05-20 16:30:00",2025,11,0.7915715372907154,0.774641577060932,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260450201A",20,0.2800000000000001,"2025-11-13 12:20:00",2026,11,0.8292349726775956,0.8305555555555556,"1,2,3,4,5,6,7,8,9,10,11,12",55,600,"PE",-8.24445,-35.45956,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,12.28
"260460101A",10,8.251000000000001,"2018-02-14 06:00:00",2018,11,0.8102841739766082,0.8045634920634921,"1,2,3,4,5,6,7,8,9,10,11,12",4,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",10,11.120000000000005,"2019-02-13 05:50:00",2019,11,0.809779299847793,0.8013392857142857,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",10,10.484000000000009,"2020-03-12 16:20:00",2020,11,0.8258386460230722,0.8077956989247311,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",10,2.8210000000000006,"2020-11-24 05:00:00",2021,11,0.970224505327245,0.8201388888888889,"1,2,3,4,5,6,7,8,9,10,11,12",9,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",10,NA,NA,2022,11,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",10,NA,NA,2023,11,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",10,7.280000000000004,"2024-01-11 02:00:00",2024,11,0.8493662720097146,0.8315412186379928,"1,2,3,4,5,6,7,8,9,10,11,12",13,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",10,0.61,"2024-12-08 01:50:00",2025,11,0.8249089253187614,0.8185483870967742,"1,2,3,4,5,6,7,8,9,10,11,12",10,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",20,4.4525000000000015,"2018-02-13 23:20:00",2018,11,0.8102841739766082,0.8045634920634921,"1,2,3,4,5,6,7,8,9,10,11,12",12,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",20,7.125500000000001,"2019-06-13 05:10:00",2019,11,0.809779299847793,0.7557870370370371,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",20,5.518500000000006,"2020-03-12 07:50:00",2020,11,0.8258386460230722,0.8077956989247311,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",20,1.4395,"2020-11-24 09:50:00",2021,11,0.970224505327245,0.8201388888888889,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",20,NA,NA,2022,11,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",20,NA,NA,2023,11,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",20,3.6895000000000024,"2024-01-10 20:30:00",2024,11,0.8493662720097146,0.8315412186379928,"1,2,3,4,5,6,7,8,9,10,11,12",27,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260460101A",20,0.305,"2024-12-07 15:50:00",2025,11,0.8249089253187614,0.8185483870967742,"1,2,3,4,5,6,7,8,9,10,11,12",70,600,"PE",-7.580278,-35.102528,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.973,0.44
"260470001A",10,5.297000000000001,"2017-05-24 21:30:00",2017,11,0.7144097222222222,0.600358422939068,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"PE",-9.128,-36.329,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.927,1.34
"260470001A",10,3.346,"2018-04-22 03:50:00",2018,11,0.8078006088280061,0.7798611111111111,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"PE",-9.128,-36.329,10,11,"nov","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.927,1.34
