"gauge_code","d","imax","date","wateryear","start_month","na_prct_yr","na_prct_mon","mon_filter","n_max","time_step_min","estado","lat","long","time_step","mes_inicio","mes_inicio_nome","network","classe_espacial","fonte_inicio","metodo_ano_hidro","f_moda","rbar_local","dist_nn_km"
"210750601A",10,7.4600000000000035,"2016-04-02 17:40:00",2016,9,0.7722279143897997,0.7256944444444444,"1,2,3,4,5,6,7,8,9,10,11,12",4,600,"MA",-2.5319599999999998,-44.108090000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,11.31
"210750601A",10,5.000000000000002,"2016-12-18 18:10:00",2017,9,0.8245104735883424,0.8033154121863799,"1,2,3,4,5,6,7,8,9,10,11,12",4,600,"MA",-2.5319599999999998,-44.108090000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,11.31
"210750601A",20,4.370000000000002,"2016-06-23 00:20:00",2016,9,0.7722279143897997,0.7979166666666667,"1,2,3,4,5,6,7,8,9,10,11,12",18,600,"MA",-2.5319599999999998,-44.108090000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,11.31
"210750601A",20,2.550000000000001,"2016-12-18 16:40:00",2017,9,0.8245104735883424,0.8033154121863799,"1,2,3,4,5,6,7,8,9,10,11,12",12,600,"MA",-2.5319599999999998,-44.108090000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.961,11.31
"210760501A",10,10.399999999999995,"2016-02-25 22:40:00",2016,9,0.7830430327868853,0.7593390804597702,"1,2,3,4,5,6,7,8,9,10,11,12",7,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",10,4.960000000000002,"2016-12-18 03:30:00",2017,9,0.942275494672755,0.8021953405017921,"1,2,3,4,5,6,7,8,9,10,11,12",24,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",10,NA,NA,2018,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",10,NA,NA,2019,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",10,8.68,"2020-02-15 05:20:00",2020,9,0.8676760777170613,0.7746647509578544,"1,2,3,4,5,6,7,8,9,10,11,12",12,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",10,10.400000000000002,"2020-11-23 01:00:00",2021,9,0.8079147640791476,0.8101851851851852,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",10,13.639999999999997,"2022-04-03 21:40:00",2022,9,0.8054223744292237,0.7810185185185186,"1,2,3,4,5,6,7,8,9,10,11,12",33,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",10,7.100000000000004,"2022-12-28 12:20:00",2023,9,0.8325933515482696,0.8104838709677419,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",20,5.429999999999998,"2016-02-25 12:40:00",2016,9,0.7830430327868853,0.7593390804597702,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",20,3.030000000000002,"2016-12-18 08:20:00",2017,9,0.942275494672755,0.8021953405017921,"1,2,3,4,5,6,7,8,9,10,11,12",4,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",20,NA,NA,2018,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",20,NA,NA,2019,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",20,5.770000000000002,"2020-03-09 09:40:00",2020,9,0.8676760777170613,0.7804659498207885,"1,2,3,4,5,6,7,8,9,10,11,12",7,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",20,5.78,"2020-11-22 11:10:00",2021,9,0.8079147640791476,0.8101851851851852,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",20,7.07,"2022-04-03 11:40:00",2022,9,0.8054223744292237,0.7810185185185186,"1,2,3,4,5,6,7,8,9,10,11,12",18,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210760501A",20,3.7000000000000037,"2022-12-28 07:10:00",2023,9,0.8325933515482696,0.8104838709677419,"1,2,3,4,5,6,7,8,9,10,11,12",32,600,"MA",-2.64576,-44.89871,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,10.38
"210780301A",10,12.060000000000002,"2016-01-27 04:10:00",2016,8,0.7750065206051121,0.676747311827957,"1,2,3,4,5,6,7,8,9,10,11,12",19,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,8.860000000000003,"2017-02-13 02:00:00",2017,8,0.7834855403348554,0.6574900793650794,"1,2,3,4,5,6,7,8,9,10,11,12",5,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,7.040000000000001,"2017-12-08 21:00:00",2018,8,0.9289383561643836,0.817652329749104,"1,2,3,4,5,6,7,8,9,10,11,12",32,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,NA,NA,2019,8,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,9.180000000000003,"2020-04-20 23:50:00",2020,8,0.8929303278688525,0.8018518518518518,"1,2,3,4,5,6,7,8,9,10,11,12",23,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,14.719999999999995,"2021-02-16 22:00:00",2021,8,0.81837899543379,0.7549603174603174,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,6.840000000000002,"2021-11-20 01:20:00",2022,8,0.8153919330289193,0.8087962962962963,"1,2,3,4,5,6,7,8,9,10,11,12",17,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,6.640000000000001,"2022-10-26 06:20:00",2023,8,0.9258751902587519,0.8315412186379928,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,6.420000000000002,"2024-03-26 02:10:00",2024,8,0.8871812386156649,0.7804659498207885,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",10,1.6,"2024-12-06 13:20:00",2025,8,0.8618827160493827,0.9648297491039427,"1,2,3,4,5,6,7,8,9,10,11,12",56,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,8.850000000000001,"2016-01-27 07:50:00",2016,8,0.7750065206051121,0.676747311827957,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,5.170000000000001,"2017-02-12 16:00:00",2017,8,0.7834855403348554,0.6574900793650794,"1,2,3,4,5,6,7,8,9,10,11,12",8,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,3.5300000000000002,"2017-12-08 11:00:00",2018,8,0.9289383561643836,0.817652329749104,"1,2,3,4,5,6,7,8,9,10,11,12",13,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,NA,NA,2019,8,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,4.880000000000003,"2020-04-21 02:00:00",2020,8,0.8929303278688525,0.8018518518518518,"1,2,3,4,5,6,7,8,9,10,11,12",10,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,7.749999999999997,"2021-02-16 13:20:00",2021,8,0.81837899543379,0.7549603174603174,"1,2,3,4,5,6,7,8,9,10,11,12",40,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,3.8600000000000017,"2022-03-14 22:30:00",2022,8,0.8153919330289193,0.7591845878136201,"1,2,3,4,5,6,7,8,9,10,11,12",25,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,3.3200000000000003,"2022-10-25 20:20:00",2023,8,0.9258751902587519,0.8315412186379928,"1,2,3,4,5,6,7,8,9,10,11,12",62,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,3.210000000000001,"2024-03-25 16:10:00",2024,8,0.8871812386156649,0.7804659498207885,"1,2,3,4,5,6,7,8,9,10,11,12",63,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210780301A",20,0.8,"2024-12-06 03:20:00",2025,8,0.8618827160493827,0.9648297491039427,"1,2,3,4,5,6,7,8,9,10,11,12",116,600,"MA",-5.6821,-43.09098,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.9,0.988,14.22
"210820701A",10,15.800000000000002,"2016-01-27 15:50:00",2016,8,0.7630412102243088,0.7112455197132617,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",10,6.1000000000000005,"2016-11-19 16:30:00",2017,8,0.9188926940639269,0.8189814814814815,"1,2,3,4,5,6,7,8,9,10,11,12",35,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",10,NA,NA,2018,8,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",10,NA,NA,2019,8,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",10,9.840000000000002,"2020-01-03 22:30:00",2020,8,0.8842023375834851,0.7672491039426523,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",10,3.1199999999999997,"2020-12-24 17:20:00",2021,8,0.8487200435729847,0.9054659498207885,"1,2,3,4,5,6,7,8,9,10,11,12",13,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",20,8.019999999999998,"2016-01-27 09:50:00",2016,8,0.7630412102243088,0.7112455197132617,"1,2,3,4,5,6,7,8,9,10,11,12",27,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",20,3.0500000000000003,"2016-11-19 06:30:00",2017,8,0.9188926940639269,0.8189814814814815,"1,2,3,4,5,6,7,8,9,10,11,12",95,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",20,NA,NA,2018,8,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",20,NA,NA,2019,8,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",20,4.980000000000002,"2020-01-03 18:40:00",2020,8,0.8842023375834851,0.7672491039426523,"1,2,3,4,5,6,7,8,9,10,11,12",25,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210820701A",20,1.5799999999999996,"2020-12-24 07:20:00",2021,8,0.8487200435729847,0.9054659498207885,"1,2,3,4,5,6,7,8,9,10,11,12",6,600,"MA",-4.57009,-44.604890000000005,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.7,0.971,0.95
"210830601A",10,11.319999999999999,"2016-02-25 19:30:00",2016,9,0.7646857923497268,0.7425766283524904,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",10,7.079999999999998,"2016-12-19 19:00:00",2017,9,0.9382610350076104,0.7721774193548387,"1,2,3,4,5,6,7,8,9,10,11,12",18,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",10,NA,NA,2018,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",10,NA,NA,2019,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",10,7.860000000000001,"2020-02-18 21:50:00",2020,9,0.8704842137219186,0.7631704980842912,"1,2,3,4,5,6,7,8,9,10,11,12",4,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",10,6.960000000000005,"2020-11-11 00:10:00",2021,9,0.819672131147541,0.7967592592592593,"1,2,3,4,5,6,7,8,9,10,11,12",24,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",20,5.720000000000001,"2016-02-25 10:50:00",2016,9,0.7646857923497268,0.7425766283524904,"1,2,3,4,5,6,7,8,9,10,11,12",53,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",20,3.599999999999998,"2016-12-19 08:30:00",2017,9,0.9382610350076104,0.7721774193548387,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",20,NA,NA,2018,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",20,NA,NA,2019,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",20,4.030000000000001,"2020-03-02 18:10:00",2020,9,0.8704842137219186,0.7847222222222222,"1,2,3,4,5,6,7,8,9,10,11,12",13,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210830601A",20,3.5500000000000016,"2020-11-10 14:10:00",2021,9,0.819672131147541,0.7967592592592593,"1,2,3,4,5,6,7,8,9,10,11,12",12,600,"MA",-3.28838,-45.174640000000004,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.6,0.952,22.2
"210845401A",10,14.11999999999999,"2016-01-27 16:50:00",2016,8,0.7911450182576943,0.7430555555555556,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,6.839999999999999,"2017-03-08 18:50:00",2017,8,0.7883181126331811,0.7267025089605734,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,2.2800000000000002,"2017-11-08 07:40:00",2018,8,0.9291476407914764,0.8349537037037037,"1,2,3,4,5,6,7,8,9,10,11,12",26,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,6.000000000000001,"2019-02-26 17:50:00",2019,8,0.8896499238964992,0.7857142857142857,"1,2,3,4,5,6,7,8,9,10,11,12",36,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,12.939999999999998,"2019-12-30 19:00:00",2020,8,0.8129174256223437,0.8178763440860215,"1,2,3,4,5,6,7,8,9,10,11,12",2,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,10.280000000000001,"2021-02-27 02:00:00",2021,8,0.8160197869101978,0.7554563492063492,"1,2,3,4,5,6,7,8,9,10,11,12",6,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,12.940000000000001,"2021-12-30 22:00:00",2022,8,0.9268264840182648,0.7791218637992832,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,NA,NA,2023,8,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,8.400000000000004,"2024-02-21 16:00:00",2024,8,0.8837279902853673,0.7576628352490421,"1,2,3,4,5,6,7,8,9,10,11,12",9,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",10,1.6799999999999993,"2024-09-29 22:10:00",2025,8,0.8646060275962236,0.8328703703703704,"1,2,3,4,5,6,7,8,9,10,11,12",39,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,7.209999999999989,"2016-01-27 14:30:00",2016,8,0.7911450182576943,0.7430555555555556,"1,2,3,4,5,6,7,8,9,10,11,12",10,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,3.580000000000001,"2017-03-08 11:10:00",2017,8,0.7883181126331811,0.7267025089605734,"1,2,3,4,5,6,7,8,9,10,11,12",8,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,1.24,"2017-11-07 21:40:00",2018,8,0.9291476407914764,0.8349537037037037,"1,2,3,4,5,6,7,8,9,10,11,12",40,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,3.3699999999999997,"2019-02-26 23:20:00",2019,8,0.8896499238964992,0.7857142857142857,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,6.479999999999999,"2019-12-30 11:00:00",2020,8,0.8129174256223437,0.8178763440860215,"1,2,3,4,5,6,7,8,9,10,11,12",50,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,5.140000000000001,"2021-02-26 16:00:00",2021,8,0.8160197869101978,0.7554563492063492,"1,2,3,4,5,6,7,8,9,10,11,12",66,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,7.3399999999999945,"2021-12-30 17:10:00",2022,8,0.9268264840182648,0.7791218637992832,"1,2,3,4,5,6,7,8,9,10,11,12",11,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,NA,NA,2023,8,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,6.530000000000004,"2024-02-21 17:00:00",2024,8,0.8837279902853673,0.7576628352490421,"1,2,3,4,5,6,7,8,9,10,11,12",3,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210845401A",20,0.8499999999999996,"2024-09-29 19:30:00",2025,8,0.8646060275962236,0.8328703703703704,"1,2,3,4,5,6,7,8,9,10,11,12",55,600,"MA",-4.37822,-44.33934,10,8,"ago","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.5,0.966,0.88
"210850401A",10,12.66,"2016-03-10 21:10:00",2016,9,0.7857752732240437,0.7103494623655914,"1,2,3,4,5,6,7,8,9,10,11,12",1,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,4.220000000000001,"2016-12-22 18:40:00",2017,9,0.9389840182648402,0.7831541218637993,"1,2,3,4,5,6,7,8,9,10,11,12",28,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,NA,NA,2018,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,NA,NA,2019,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,8.04,"2020-01-13 21:20:00",2020,9,0.8866499696417729,0.9065860215053764,"1,2,3,4,5,6,7,8,9,10,11,12",12,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,14.199999999999989,"2020-11-19 15:20:00",2021,9,0.9411529680365297,0.8155092592592592,"1,2,3,4,5,6,7,8,9,10,11,12",13,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,NA,NA,2022,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,NA,NA,2023,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,NA,NA,2024,9,1,NA,"1,2,3,4,5,6,7,8,9,10,11,12",0,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,8.639999999999999,"2025-03-16 17:00:00",2025,9,0.8942541856925419,0.8310931899641577,"1,2,3,4,5,6,7,8,9,10,11,12",7,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",10,3.1,"2025-12-21 00:50:00",2026,9,0.9089822404371585,0.912410394265233,"1,2,3,4,5,6,7,8,9,10,11,12",60,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",20,6.659999999999998,"2016-03-10 15:10:00",2016,9,0.7857752732240437,0.7103494623655914,"1,2,3,4,5,6,7,8,9,10,11,12",20,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
"210850401A",20,2.1100000000000003,"2016-12-22 08:40:00",2017,9,0.9389840182648402,0.7831541218637993,"1,2,3,4,5,6,7,8,9,10,11,12",88,600,"MA",-3.605747,-45.342028,10,9,"set","CEMADEN","mancha","moda_mancha","uniplu_vizinhanca",0.8,0.978,12.64
