"gauge_code","estado","lat","long","time_step","network","classe_espacial","mes_inicio","fonte_inicio","mes_moda","f_moda","rbar_local","dist_nn_km","nome","n_years_zip","responsible","mes_inicio_nome","metodo_ano_hidro"
"261230701A","PE",-8.970842,-36.668694,10,"CEMADEN","mancha",9,"moda_mancha",9,0.6,0.774,2.32,"Saloá",1,"CEMADEN","set","uniplu_vizinhanca"
"261240601A","PE",-8.35665,-36.55842,10,"CEMADEN","mancha",9,"moda_mancha",9,1,1,1.02,"Sanharó",6,"CEMADEN","set","uniplu_vizinhanca"
"261240601C","PE",-8.3848,-36.58935,10,"CEMADEN","mancha",9,"moda_mancha",9,0.9,0.988,3.87,"Sanharó",2,"CEMADEN","set","uniplu_vizinhanca"
"261240602A","PE",-8.356530000000001,-36.558440000000004,10,"CEMADEN","mancha",9,"moda_mancha",9,1,1,1.03,"Sanharó",1,"CEMADEN","set","uniplu_vizinhanca"
"261247101A","PE",-7.888389,-38.197,10,"CEMADEN","mancha",9,"moda_mancha",9,0.6,0.912,10.73,"Santa Cruz da Baixa Verde",1,"CEMADEN","set","uniplu_vizinhanca"
"261250501A","PE",-7.95798,-36.21818,10,"CEMADEN","mancha",9,"moda_mancha",9,0.5,0.941,1.83,"Santa Cruz do Capibaribe",3,"CEMADEN","set","uniplu_vizinhanca"
"261250501U","PE",-7.939638,-36.297083,10,"CEMADEN","mancha",9,"moda_mancha",9,0.7,0.942,10.82,"Santa Cruz do Capibaribe",1,"CEMADEN","set","uniplu_vizinhanca"
"261270301A","PE",-7.830071,-35.884155,10,"CEMADEN","mancha",10,"moda_mancha",10,0.7,0.971,9.28,"Santa Maria do Cambucá",3,"CEMADEN","out","uniplu_vizinhanca"
"261280201A","PE",-7.36883,-37.4798,10,"CEMADEN","mancha",9,"moda_mancha",9,0.7,0.971,3.61,"Santa Terezinha",1,"CEMADEN","set","uniplu_vizinhanca"
"261290101A","PE",-8.812,-35.932,10,"CEMADEN","mancha",11,"moda_mancha",11,0.7,0.961,11.04,"São Benedito do Sul",11,"CEMADEN","nov","uniplu_vizinhanca"
"261290102A","PE",-8.802518,-35.938863,10,"CEMADEN","mancha",11,"moda_mancha",11,0.7,0.961,11.72,"São Benedito do Sul",2,"CEMADEN","nov","uniplu_vizinhanca"
