"gauge_code","estado","n_duracoes","n_duracoes_30anos","min_anos","med_anos","max_anos","passa"
"2246047","MG",8,8,79,79,79,TRUE
"1841003","MG",8,8,78,78,78,TRUE
"1848000","MG",8,8,78,78,78,TRUE
"2142004","MG",8,8,78,78,78,TRUE
"2143006","MG",8,8,78,78,78,TRUE
"2144005","MG",8,8,78,78,78,TRUE
"2144006","MG",8,8,78,78,78,TRUE
"1641002","MG",8,8,77,77,77,TRUE
"1941005","MG",8,8,77,77,77,TRUE
"1941006","MG",8,8,77,77,77,TRUE
"2142006","MG",8,8,77,77,77,TRUE
"2143007","MG",8,8,77,77,77,TRUE
"2144004","MG",8,8,77,77,77,TRUE
"2145001","MG",8,8,77,77,77,TRUE
"1741009","MG",8,8,76,76,76,TRUE
"1744010","MG",8,8,76,76,76,TRUE
"1943002","MG",8,8,76,76,76,TRUE
"1943003","MG",8,8,76,76,76,TRUE
"1943025","MG",8,8,76,76,76,TRUE
"1946005","MG",8,8,76,76,76,TRUE
"2043013","MG",8,8,76,76,76,TRUE
"2044009","MG",8,8,76,76,76,TRUE
"2143009","MG",8,8,76,76,76,TRUE
"2144009","MG",8,8,76,76,76,TRUE
"2145009","MG",8,8,76,76,76,TRUE
"1642002","MG",8,8,75,75,75,TRUE
"1943027","MG",8,8,75,75,75,TRUE
"2043004","MG",8,8,75,75,75,TRUE
"2043010","MG",8,8,75,75,75,TRUE
"2045002","MG",8,8,75,75,75,TRUE
"2143020","MG",8,8,75,75,75,TRUE
"2144002","MG",8,8,75,75,75,TRUE
"2244065","MG",8,8,75,75,75,TRUE
"2245065","MG",8,8,75,75,75,TRUE
"1640000","MG",8,8,74,74,74,TRUE
"1641001","MG",8,8,74,74,74,TRUE
"1946004","MG",8,8,74,74,74,TRUE
"2041008","MG",8,8,74,74,74,TRUE
"2045004","MG",8,8,74,74,74,TRUE
"2144001","MG",8,8,74,74,74,TRUE
"2144007","MG",8,8,74,74,74,TRUE
"2145017","MG",8,8,74,74,74,TRUE
"2244057","MG",8,8,74,74,74,TRUE
"2245074","MG",8,8,74,74,74,TRUE
"1645000","MG",8,8,73,73,73,TRUE
"1847000","MG",8,8,73,73,73,TRUE
"1945002","MG",8,8,73,73,73,TRUE
"83442","MG",8,8,73,73,73,TRUE
"1444001","MG",8,8,72,72,72,TRUE
"1642007","MG",8,8,72,72,72,TRUE
"1943022","MG",8,8,72,72,72,TRUE
"1949004","MG",8,8,72,72,72,TRUE
"2144003","MG",8,8,72,72,72,TRUE
"2144018","MG",8,8,72,72,72,TRUE
"2245066","MG",8,8,72,72,72,TRUE
"1743002","MG",8,8,71,71,71,TRUE
"1945004","MG",8,8,71,71,71,TRUE
"2044006","MG",8,8,71,71,71,TRUE
"2244054","MG",8,8,71,71,71,TRUE
"2245080","MG",8,8,71,71,71,TRUE
"1843003","MG",8,8,70,70,70,TRUE
"2044012","MG",8,8,70,70,70,TRUE
"2144010","MG",8,8,70,70,70,TRUE
"2146026","MG",8,8,70,70,70,TRUE
"2245077","MG",8,8,70,70,70,TRUE
"1943024","MG",8,8,69,69,69,TRUE
"2043018","MG",8,8,69,69,69,TRUE
"2144000","MG",8,8,69,69,69,TRUE
"1842007","MG",8,8,68,68,68,TRUE
"1944010","MG",8,8,68,68,68,TRUE
"2143021","MG",8,8,68,68,68,TRUE
"2143022","MG",8,8,68,68,68,TRUE
"2145008","MG",8,8,68,68,68,TRUE
"83386","MG",8,8,68,68,68,TRUE
"83592","MG",8,8,68,68,68,TRUE
"1943035","MG",8,8,67,67,67,TRUE
"83586","MG",8,8,67,67,67,TRUE
"1645003","MG",8,8,66,66,66,TRUE
"1742008","MG",8,8,66,66,66,TRUE
"2043005","MG",8,8,66,66,66,TRUE
"2245000","MG",8,8,66,66,66,TRUE
"83441","MG",8,8,66,66,66,TRUE
"1846016","MG",8,8,65,65,65,TRUE
"1846017","MG",8,8,65,65,65,TRUE
"2043025","MG",8,8,65,65,65,TRUE
"2142007","MG",8,8,65,65,65,TRUE
"1845013","MG",8,8,64,64,64,TRUE
"83587","MG",8,8,64,64,64,TRUE
"1944024","MG",8,8,63,63,63,TRUE
"2142008","MG",8,8,63,63,63,TRUE
"1944020","MG",8,8,62,62,62,TRUE
"2042014","MG",8,8,62,62,62,TRUE
"2245070","MG",8,8,62,62,62,TRUE
"1543002","MG",8,8,61,61,61,TRUE
"1841007","MG",8,8,61,61,61,TRUE
"1943000","MG",8,8,61,61,61,TRUE
"1444004","MG",8,8,60,60,60,TRUE
"1646000","MG",8,8,60,60,60,TRUE
"1746001","MG",8,8,60,60,60,TRUE
"1845014","MG",8,8,60,60,60,TRUE
"1945019","MG",8,8,60,60,60,TRUE
"2044002","MG",8,8,60,60,60,TRUE
"2246052","MG",8,8,60,60,60,TRUE
"83481","MG",8,8,60,60,60,TRUE
"83687","MG",8,8,60,60,60,TRUE
"83692","MG",8,8,60,60,60,TRUE
"1642013","MG",8,8,59,59,59,TRUE
"2144020","MG",8,8,59,59,59,TRUE
"1444003","MG",8,8,58,58,58,TRUE
"1546000","MG",8,8,58,58,58,TRUE
"1645002","MG",8,8,58,58,58,TRUE
"1645005","MG",8,8,58,58,58,TRUE
"1746002","MG",8,8,58,58,58,TRUE
"1943055","MG",8,8,58,58,58,TRUE
"1949002","MG",8,8,58,58,58,TRUE
"2042016","MG",8,8,58,58,58,TRUE
"2042017","MG",8,8,58,58,58,TRUE
"2046011","MG",8,8,58,58,58,TRUE
"2147054","MG",8,8,58,58,58,TRUE
"2244071","MG",8,8,58,58,58,TRUE
"83683","MG",8,8,58,58,58,TRUE
"83736","MG",8,8,58,58,58,TRUE
"1646001","MG",8,8,57,57,57,TRUE
"1741001","MG",8,8,57,57,57,TRUE
"1844000","MG",8,8,57,57,57,TRUE
"1846007","MG",8,8,57,57,57,TRUE
"1846015","MG",8,8,57,57,57,TRUE
"1847010","MG",8,8,57,57,57,TRUE
"1941010","MG",8,8,57,57,57,TRUE
"2146029","MG",8,8,57,57,57,TRUE
"1543013","MG",8,8,56,56,56,TRUE
"1741006","MG",8,8,56,56,56,TRUE
"1841006","MG",8,8,56,56,56,TRUE
"1841008","MG",8,8,56,56,56,TRUE
"1846002","MG",8,8,56,56,56,TRUE
"1944021","MG",8,8,56,56,56,TRUE
"1949006","MG",8,8,56,56,56,TRUE
"2043027","MG",8,8,56,56,56,TRUE
"2142009","MG",8,8,56,56,56,TRUE
"1645007","MG",8,8,55,55,55,TRUE
"1846003","MG",8,8,55,55,55,TRUE
"1848004","MG",8,8,55,55,55,TRUE
"2044016","MG",8,8,55,55,55,TRUE
"2044019","MG",8,8,55,55,55,TRUE
"2144019","MG",8,8,55,55,55,TRUE
"2145003","MG",8,8,55,55,55,TRUE
"83589","MG",8,8,55,55,55,TRUE
"1745001","MG",8,8,54,54,54,TRUE
"1842008","MG",8,8,54,54,54,TRUE
"1946007","MG",8,8,54,54,54,TRUE
"2043026","MG",8,8,54,54,54,TRUE
"2244058","MG",8,8,54,54,54,TRUE
"2245107","MG",8,8,54,54,54,TRUE
"2246056","MG",8,8,54,54,54,TRUE
"83488","MG",8,8,54,54,54,TRUE
"83531","MG",8,8,54,54,54,TRUE
"83581","MG",8,8,54,54,54,TRUE
"83689","MG",8,8,54,54,54,TRUE
"1645009","MG",8,8,53,53,53,TRUE
"1944026","MG",8,8,53,53,53,TRUE
"1947006","MG",8,8,53,53,53,TRUE
"2044020","MG",8,8,53,53,53,TRUE
"2046001","MG",8,8,53,53,53,TRUE
"2047037","MG",8,8,53,53,53,TRUE
"83681","MG",8,8,53,53,53,TRUE
"1444005","MG",8,8,52,52,52,TRUE
"1741003","MG",8,8,52,52,52,TRUE
"1941011","MG",8,8,52,52,52,TRUE
"2044024","MG",8,8,52,52,52,TRUE
"2045021","MG",8,8,52,52,52,TRUE
"83579","MG",8,8,52,52,52,TRUE
"1544013","MG",8,8,51,51,51,TRUE
"1646003","MG",8,8,51,51,51,TRUE
"1747005","MG",8,8,51,51,51,TRUE
"1841011","MG",8,8,51,51,51,TRUE
"1844010","MG",8,8,51,51,51,TRUE
"1845002","MG",8,8,51,51,51,TRUE
"1942008","MG",8,8,51,51,51,TRUE
"1944027","MG",8,8,51,51,51,TRUE
"1944031","MG",8,8,51,51,51,TRUE
"2044026","MG",8,8,51,51,51,TRUE
"2144021","MG",8,8,51,51,51,TRUE
"2144024","MG",8,8,51,51,51,TRUE
"2145024","MG",8,8,51,51,51,TRUE
"2146028","MG",8,8,51,51,51,TRUE
"2245086","MG",8,8,51,51,51,TRUE
"83393","MG",8,8,51,51,51,TRUE
"1641007","MG",8,8,50,50,50,TRUE
"1644027","MG",8,8,50,50,50,TRUE
"1645013","MG",8,8,50,50,50,TRUE
"1746007","MG",8,8,50,50,50,TRUE
"1845021","MG",8,8,50,50,50,TRUE
"1846004","MG",8,8,50,50,50,TRUE
"1849006","MG",8,8,50,50,50,TRUE
"1947007","MG",8,8,50,50,50,TRUE
"1948005","MG",8,8,50,50,50,TRUE
"1948007","MG",8,8,50,50,50,TRUE
"1949005","MG",8,8,50,50,50,TRUE
"2045011","MG",8,8,50,50,50,TRUE
"2045012","MG",8,8,50,50,50,TRUE
"2045013","MG",8,8,50,50,50,TRUE
"2046009","MG",8,8,50,50,50,TRUE
"2046013","MG",8,8,50,50,50,TRUE
"2145022","MG",8,8,50,50,50,TRUE
"2244068","MG",8,8,50,50,50,TRUE
"2245083","MG",8,8,50,50,50,TRUE
"83577","MG",8,8,50,50,50,TRUE
"83642","MG",8,8,50,50,50,TRUE
"1642014","MG",8,8,49,49,49,TRUE
"1644028","MG",8,8,49,49,49,TRUE
"1841018","MG",8,8,49,49,49,TRUE
"1848006","MG",8,8,49,49,49,TRUE
"1849000","MG",8,8,49,49,49,TRUE
"1945008","MG",8,8,49,49,49,TRUE
"1945035","MG",8,8,49,49,49,TRUE
"1946010","MG",8,8,49,49,49,TRUE
"1946011","MG",8,8,49,49,49,TRUE
"1950000","MG",8,8,49,49,49,TRUE
"2042018","MG",8,8,49,49,49,TRUE
"2045010","MG",8,8,49,49,49,TRUE
"2244064","MG",8,8,49,49,49,TRUE
"2245085","MG",8,8,49,49,49,TRUE
"83437","MG",8,8,49,49,49,TRUE
"1541010","MG",8,8,48,48,48,TRUE
"1542015","MG",8,8,48,48,48,TRUE
"1544017","MG",8,8,48,48,48,TRUE
"1640001","MG",8,8,48,48,48,TRUE
"1742014","MG",8,8,48,48,48,TRUE
"1742017","MG",8,8,48,48,48,TRUE
"1845004","MG",8,8,48,48,48,TRUE
"1846005","MG",8,8,48,48,48,TRUE
"1846006","MG",8,8,48,48,48,TRUE
"1847007","MG",8,8,48,48,48,TRUE
"1848009","MG",8,8,48,48,48,TRUE
"1849002","MG",8,8,48,48,48,TRUE
"1947009","MG",8,8,48,48,48,TRUE
"1948006","MG",8,8,48,48,48,TRUE
"1949003","MG",8,8,48,48,48,TRUE
"2043042","MG",8,8,48,48,48,TRUE
"2043043","MG",8,8,48,48,48,TRUE
"2044042","MG",8,8,48,48,48,TRUE
"2144023","MG",8,8,48,48,48,TRUE
"2146030","MG",8,8,48,48,48,TRUE
"2245084","MG",8,8,48,48,48,TRUE
"1542014","MG",8,8,47,47,47,TRUE
"1544019","MG",8,8,47,47,47,TRUE
"1641010","MG",8,8,47,47,47,TRUE
"1846018","MG",8,8,47,47,47,TRUE
"1846019","MG",8,8,47,47,47,TRUE
"1848008","MG",8,8,47,47,47,TRUE
"1947008","MG",8,8,47,47,47,TRUE
"2044041","MG",8,8,47,47,47,TRUE
"2045020","MG",8,8,47,47,47,TRUE
"2144022","MG",8,8,47,47,47,TRUE
"2245087","MG",8,8,47,47,47,TRUE
"2246050","MG",8,8,47,47,47,TRUE
"1544018","MG",8,8,46,46,46,TRUE
"1643018","MG",8,8,46,46,46,TRUE
"1741007","MG",8,8,46,46,46,TRUE
"1741013","MG",8,8,46,46,46,TRUE
"1745000","MG",8,8,46,46,46,TRUE
"1844009","MG",8,8,46,46,46,TRUE
"1848010","MG",8,8,46,46,46,TRUE
"1944049","MG",8,8,46,46,46,TRUE
"1946008","MG",8,8,46,46,46,TRUE
"2044021","MG",8,8,46,46,46,TRUE
"2044037","MG",8,8,46,46,46,TRUE
"2044043","MG",8,8,46,46,46,TRUE
"2145021","MG",8,8,46,46,46,TRUE
"83483","MG",8,8,46,46,46,TRUE
"83591","MG",8,8,46,46,46,TRUE
"83737","MG",8,8,46,46,46,TRUE
"1641011","MG",8,8,45,45,45,TRUE
"1740026","MG",8,8,45,45,45,TRUE
"1746018","MG",8,8,45,45,45,TRUE
"1943042","MG",8,8,45,45,45,TRUE
"2144025","MG",8,8,45,45,45,TRUE
"83384","MG",8,8,45,45,45,TRUE
"1642008","MG",8,8,44,44,44,TRUE
"1647008","MG",8,8,44,44,44,TRUE
"1944032","MG",8,8,44,44,44,TRUE
"1944055","MG",8,8,44,44,44,TRUE
"1946009","MG",8,8,44,44,44,TRUE
"83582","MG",8,8,44,44,44,TRUE
"1646004","MG",8,8,43,43,43,TRUE
"1942001","MG",8,8,43,43,43,TRUE
"2042031","MG",8,8,43,43,43,TRUE
"2044027","MG",8,8,43,43,43,TRUE
"2144037","MG",8,8,43,43,43,TRUE
"2145020","MG",8,8,43,43,43,TRUE
"2145032","MG",8,8,43,43,43,TRUE
"2146027","MG",8,8,43,43,43,TRUE
"2245064","MG",8,8,43,43,43,TRUE
"2245089","MG",8,8,43,43,43,TRUE
"2246057","MG",8,8,43,43,43,TRUE
"83428","MG",8,8,43,43,43,TRUE
"83439","MG",8,8,43,43,43,TRUE
"83479","MG",8,8,43,43,43,TRUE
"1947016","MG",8,8,42,42,42,TRUE
"2043059","MG",8,8,42,42,42,TRUE
"2044052","MG",8,8,42,42,42,TRUE
"2245088","MG",8,8,42,42,42,TRUE
"83334","MG",8,8,42,42,42,TRUE
"1445000","MG",8,8,41,41,41,TRUE
"1544030","MG",8,8,41,41,41,TRUE
"1645019","MG",8,8,41,41,41,TRUE
"1742019","MG",8,8,41,41,41,TRUE
"1744030","MG",8,8,41,41,41,TRUE
"1842020","MG",8,8,41,41,41,TRUE
"1844017","MG",8,8,41,41,41,TRUE
"1941018","MG",8,8,41,41,41,TRUE
"1941019","MG",8,8,41,41,41,TRUE
"1943049","MG",8,8,41,41,41,TRUE
"2041048","MG",8,8,41,41,41,TRUE
"2145043","MG",8,8,41,41,41,TRUE
"2145044","MG",8,8,41,41,41,TRUE
"2245090","MG",8,8,41,41,41,TRUE
"2245104","MG",8,8,41,41,41,TRUE
"83485","MG",8,8,41,41,41,TRUE
"83514","MG",8,8,41,41,41,TRUE
"83632","MG",8,8,41,41,41,TRUE
"83639","MG",8,8,41,41,41,TRUE
"1541013","MG",8,8,40,40,40,TRUE
"1542016","MG",8,8,40,40,40,TRUE
"1545002","MG",8,8,40,40,40,TRUE
"1641008","MG",8,8,40,40,40,TRUE
"1742020","MG",8,8,40,40,40,TRUE
"1744025","MG",8,8,40,40,40,TRUE
"1746006","MG",8,8,40,40,40,TRUE
"1944059","MG",8,8,40,40,40,TRUE
"1949000","MG",8,8,40,40,40,TRUE
"2042002","MG",8,8,40,40,40,TRUE
"2042015","MG",8,8,40,40,40,TRUE
"2043056","MG",8,8,40,40,40,TRUE
"2043060","MG",8,8,40,40,40,TRUE
"2145042","MG",8,8,40,40,40,TRUE
"2246127","MG",8,8,40,40,40,TRUE
"83037","MG",8,8,40,40,40,TRUE
"83338","MG",8,8,40,40,40,TRUE
"83595","MG",8,8,40,40,40,TRUE
"1841019","MG",8,8,39,39,39,TRUE
"1841020","MG",8,8,39,39,39,TRUE
"1843011","MG",8,8,39,39,39,TRUE
"1843012","MG",8,8,39,39,39,TRUE
"1846023","MG",8,8,39,39,39,TRUE
"1945038","MG",8,8,39,39,39,TRUE
"1945039","MG",8,8,39,39,39,TRUE
"2045026","MG",8,8,39,39,39,TRUE
"2145023","MG",8,8,39,39,39,TRUE
"2145041","MG",8,8,39,39,39,TRUE
"83388","MG",8,8,39,39,39,TRUE
"1645001","MG",8,8,38,38,38,TRUE
"1849017","MG",8,8,38,38,38,TRUE
"1942030","MG",8,8,38,38,38,TRUE
"1942031","MG",8,8,38,38,38,TRUE
"1945000","MG",8,8,38,38,38,TRUE
"1950011","MG",8,8,38,38,38,TRUE
"2044053","MG",8,8,38,38,38,TRUE
"2044054","MG",8,8,38,38,38,TRUE
"2049070","MG",8,8,38,38,38,TRUE
"2146081","MG",8,8,38,38,38,TRUE
"2243019","MG",8,8,38,38,38,TRUE
"83015","MG",8,8,38,38,38,TRUE
"1443000","MG",8,8,37,37,37,TRUE
"1844018","MG",8,8,37,37,37,TRUE
"1845027","MG",8,8,37,37,37,TRUE
"1942032","MG",8,8,37,37,37,TRUE
"1943005","MG",8,8,37,37,37,TRUE
"1944000","MG",8,8,37,37,37,TRUE
"1949007","MG",8,8,37,37,37,TRUE
"2145033","MG",8,8,37,37,37,TRUE
"2146036","MG",8,8,37,37,37,TRUE
"83570","MG",8,8,37,37,37,TRUE
"1546001","MG",8,8,36,36,36,TRUE
"1844019","MG",8,8,36,36,36,TRUE
"1946002","MG",8,8,36,36,36,TRUE
"1948001","MG",8,8,36,36,36,TRUE
"2044005","MG",8,8,36,36,36,TRUE
"1642005","MG",8,8,35,35,35,TRUE
"1744026","MG",8,8,35,35,35,TRUE
"1745007","MG",8,8,35,35,35,TRUE
"1745014","MG",8,8,35,35,35,TRUE
"1746017","MG",8,8,35,35,35,TRUE
"1746019","MG",8,8,35,35,35,TRUE
"1942029","MG",8,8,35,35,35,TRUE
"1944003","MG",8,8,35,35,35,TRUE
"1944005","MG",8,8,35,35,35,TRUE
"2044040","MG",8,8,35,35,35,TRUE
"2143010","MG",8,8,35,35,35,TRUE
"2143062","MG",8,8,35,35,35,TRUE
"2244062","MG",8,8,35,35,35,TRUE
"83395","MG",8,8,35,35,35,TRUE
"1544015","MG",8,8,34,34,34,TRUE
"1847008","MG",8,8,34,34,34,TRUE
"2145018","MG",8,8,34,34,34,TRUE
"83533","MG",8,8,34,34,34,TRUE
"83543","MG",8,8,34,34,34,TRUE
"1443004","MG",8,8,33,33,33,TRUE
"1643003","MG",8,8,33,33,33,TRUE
"1644001","MG",8,8,33,33,33,TRUE
"1844003","MG",8,8,33,33,33,TRUE
"1948003","MG",8,8,33,33,33,TRUE
"2046025","MG",8,8,33,33,33,TRUE
"2144016","MG",8,8,33,33,33,TRUE
"2144038","MG",8,8,33,33,33,TRUE
"1544014","MG",8,8,32,32,32,TRUE
"1544032","MG",8,8,32,32,32,TRUE
"1546010","MG",8,8,32,32,32,TRUE
"1641012","MG",8,8,32,32,32,TRUE
"1642003","MG",8,8,32,32,32,TRUE
"1642026","MG",8,8,32,32,32,TRUE
"1642027","MG",8,8,32,32,32,TRUE
"1642028","MG",8,8,32,32,32,TRUE
"1644015","MG",8,8,32,32,32,TRUE
"1742022","MG",8,8,32,32,32,TRUE
"1742023","MG",8,8,32,32,32,TRUE
"1944062","MG",8,8,32,32,32,TRUE
"1948010","MG",8,8,32,32,32,TRUE
"2143015","MG",8,8,32,32,32,TRUE
"83032","MG",8,8,32,32,32,TRUE
"83389","MG",8,8,32,32,32,TRUE
"1543010","MG",8,8,31,31,31,TRUE
"1644012","MG",8,8,31,31,31,TRUE
"1644025","MG",8,8,31,31,31,TRUE
"1740002","MG",8,8,31,31,31,TRUE
"1947002","MG",8,8,31,31,31,TRUE
"2043057","MG",8,8,31,31,31,TRUE
"2043058","MG",8,8,31,31,31,TRUE
"2044038","MG",8,8,31,31,31,TRUE
"2144026","MG",8,8,31,31,31,TRUE
"83452","MG",8,8,31,31,31,TRUE
"83631","MG",8,8,31,31,31,TRUE
"1442021","MG",8,8,30,30,30,TRUE
"1443003","MG",8,8,30,30,30,TRUE
"1443009","MG",8,8,30,30,30,TRUE
"1540019","MG",8,8,30,30,30,TRUE
"1545004","MG",8,8,30,30,30,TRUE
"1640009","MG",8,8,30,30,30,TRUE
"1641013","MG",8,8,30,30,30,TRUE
"1643006","MG",8,8,30,30,30,TRUE
"1643007","MG",8,8,30,30,30,TRUE
"1644002","MG",8,8,30,30,30,TRUE
"1740033","MG",8,8,30,30,30,TRUE
"1743016","MG",8,8,30,30,30,TRUE
"1841021","MG",8,8,30,30,30,TRUE
"1941021","MG",8,8,30,30,30,TRUE
"1943012","MG",8,8,30,30,30,TRUE
"1944016","MG",8,8,30,30,30,TRUE
"1944063","MG",8,8,30,30,30,TRUE
"1950012","MG",8,8,30,30,30,TRUE
"2048102","MG",8,8,30,30,30,TRUE
"2049072","MG",8,8,30,30,30,TRUE
"2145036","MG",8,8,30,30,30,TRUE
"2146084","MG",8,8,30,30,30,TRUE
"2245081","MG",8,8,30,30,30,TRUE
"83732","MG",8,8,30,30,30,TRUE
"83618","MS",8,8,78,78,78,TRUE
"2056005","MS",8,8,69,69,69,TRUE
"83608","MS",8,8,55,55,55,TRUE
"1956005","MS",8,8,52,52,52,TRUE
"2252000","MS",8,8,52,52,52,TRUE
"83702","MS",8,8,52,52,52,TRUE
"1957000","MS",8,8,51,51,51,TRUE
"2154002","MS",8,8,50,50,50,TRUE
"2152000","MS",8,8,49,49,49,TRUE
"2152001","MS",8,8,49,49,49,TRUE
"2355000","MS",8,8,49,49,49,TRUE
"2052002","MS",8,8,48,48,48,TRUE
"2152005","MS",8,8,48,48,48,TRUE
"2154000","MS",8,8,48,48,48,TRUE
"2154001","MS",8,8,48,48,48,TRUE
"2155000","MS",8,8,48,48,48,TRUE
"2354000","MS",8,8,48,48,48,TRUE
"1854001","MS",8,8,47,47,47,TRUE
"2054005","MS",8,8,47,47,47,TRUE
"2254001","MS",8,8,47,47,47,TRUE
"2254003","MS",8,8,47,47,47,TRUE
"1956003","MS",8,8,46,46,46,TRUE
"2053000","MS",8,8,46,46,46,TRUE
"2153000","MS",8,8,46,46,46,TRUE
"1954004","MS",8,8,45,45,45,TRUE
"83565","MS",8,8,45,45,45,TRUE
"1754004","MS",8,8,44,44,44,TRUE
"1954002","MS",8,8,43,43,43,TRUE
"1954003","MS",8,8,43,43,43,TRUE
"1951005","MS",8,8,42,42,42,TRUE
"2051046","MS",8,8,42,42,42,TRUE
"2054019","MS",8,8,42,42,42,TRUE
"2055004","MS",8,8,42,42,42,TRUE
"2056001","MS",8,8,42,42,42,TRUE
"2156000","MS",8,8,42,42,42,TRUE
"2254000","MS",8,8,42,42,42,TRUE
"2354001","MS",8,8,42,42,42,TRUE
"1853004","MS",8,8,41,41,41,TRUE
"1853005","MS",8,8,41,41,41,TRUE
"1952001","MS",8,8,41,41,41,TRUE
"2051045","MS",8,8,41,41,41,TRUE
"2055001","MS",8,8,41,41,41,TRUE
"2155001","MS",8,8,41,41,41,TRUE
"1756003","MS",8,8,40,40,40,TRUE
"1951003","MS",8,8,40,40,40,TRUE
"1951004","MS",8,8,40,40,40,TRUE
"1953001","MS",8,8,40,40,40,TRUE
"1954005","MS",8,8,40,40,40,TRUE
"1956004","MS",8,8,40,40,40,TRUE
"1957004","MS",8,8,40,40,40,TRUE
"2051037","MS",8,8,40,40,40,TRUE
"2052004","MS",8,8,40,40,40,TRUE
"2156001","MS",8,8,40,40,40,TRUE
"2256001","MS",8,8,40,40,40,TRUE
"2257000","MS",8,8,40,40,40,TRUE
"1952002","MS",8,8,39,39,39,TRUE
"2054021","MS",8,8,39,39,39,TRUE
"2157004","MS",8,8,39,39,39,TRUE
"2254005","MS",8,8,39,39,39,TRUE
"1852003","MS",8,8,38,38,38,TRUE
"1853002","MS",8,8,38,38,38,TRUE
"1854002","MS",8,8,38,38,38,TRUE
"1854003","MS",8,8,38,38,38,TRUE
"1854006","MS",8,8,38,38,38,TRUE
"1953000","MS",8,8,38,38,38,TRUE
"1955000","MS",8,8,38,38,38,TRUE
"2053001","MS",8,8,38,38,38,TRUE
"2054009","MS",8,8,38,38,38,TRUE
"2056003","MS",8,8,38,38,38,TRUE
"2153004","MS",8,8,38,38,38,TRUE
"2154007","MS",8,8,38,38,38,TRUE
"2157003","MS",8,8,38,38,38,TRUE
"2253014","MS",8,8,38,38,38,TRUE
"2255003","MS",8,8,38,38,38,TRUE
"1852002","MS",8,8,37,37,37,TRUE
"1854004","MS",8,8,37,37,37,TRUE
"1952000","MS",8,8,37,37,37,TRUE
"2052003","MS",8,8,37,37,37,TRUE
"2057001","MS",8,8,37,37,37,TRUE
"2157005","MS",8,8,37,37,37,TRUE
"2353048","MS",8,8,37,37,37,TRUE
"83611","MS",8,8,37,37,37,TRUE
"2255002","MS",8,8,36,36,36,TRUE
"2355001","MS",8,8,36,36,36,TRUE
"2355003","MS",8,8,36,36,36,TRUE
"1857001","MS",8,8,35,35,35,TRUE
"1954006","MS",8,8,35,35,35,TRUE
"1957003","MS",8,8,35,35,35,TRUE
"2055002","MS",8,8,35,35,35,TRUE
"2152014","MS",8,8,35,35,35,TRUE
"2255004","MS",8,8,35,35,35,TRUE
"2355002","MS",8,8,35,35,35,TRUE
"83552","MS",8,8,35,35,35,TRUE
"2054014","MS",8,8,34,34,34,TRUE
"2154008","MS",8,8,34,34,34,TRUE
"2253004","MS",8,8,34,34,34,TRUE
"2354002","MS",8,8,34,34,34,TRUE
"2354004","MS",8,8,34,34,34,TRUE
"1754002","MS",8,8,33,33,33,TRUE
"1857000","MS",8,8,33,33,33,TRUE
"1857003","MS",8,8,33,33,33,TRUE
"1953003","MS",8,8,33,33,33,TRUE
"1957005","MS",8,8,33,33,33,TRUE
"2052006","MS",8,8,33,33,33,TRUE
"2053004","MS",8,8,33,33,33,TRUE
"2152016","MS",8,8,33,33,33,TRUE
"2054020","MS",8,8,32,32,32,TRUE
"2153002","MS",8,8,32,32,32,TRUE
"2153003","MS",8,8,32,32,32,TRUE
"2254004","MS",8,8,32,32,32,TRUE
"1956001","MS",8,8,31,31,31,TRUE
"1956008","MS",8,8,31,31,31,TRUE
"2056007","MS",8,8,31,31,31,TRUE
"2154006","MS",8,8,31,31,31,TRUE
"2253015","MS",8,8,31,31,31,TRUE
"83704","MS",8,8,31,31,31,TRUE
"1755001","MS",8,8,30,30,30,TRUE
"83361","MT",8,8,98,98,98,TRUE
"83405","MT",8,8,80,80,80,TRUE
"83367","MT",8,8,67,67,67,TRUE
"1754000","MT",8,8,59,59,59,TRUE
"83309","MT",8,8,59,59,59,TRUE
"1654000","MT",8,8,56,56,56,TRUE
"1655002","MT",8,8,55,55,55,TRUE
"1753000","MT",8,8,55,55,55,TRUE
"1554006","MT",8,8,54,54,54,TRUE
"1653002","MT",8,8,54,54,54,TRUE
"1654001","MT",8,8,54,54,54,TRUE
"1452000","MT",8,8,53,53,53,TRUE
"1556000","MT",8,8,53,53,53,TRUE
"1756000","MT",8,8,53,53,53,TRUE
"1250001","MT",8,8,52,52,52,TRUE
"1456001","MT",8,8,52,52,52,TRUE
"1457001","MT",8,8,52,52,52,TRUE
"1656004","MT",8,8,51,51,51,TRUE
"1853000","MT",8,8,51,51,51,TRUE
"1456003","MT",8,8,50,50,50,TRUE
"1552001","MT",8,8,50,50,50,TRUE
"1556001","MT",8,8,50,50,50,TRUE
"1557001","MT",8,8,50,50,50,TRUE
"1559000","MT",8,8,50,50,50,TRUE
"1559006","MT",8,8,50,50,50,TRUE
"1653000","MT",8,8,50,50,50,TRUE
"1656002","MT",8,8,50,50,50,TRUE
"1556006","MT",8,8,49,49,49,TRUE
"1558004","MT",8,8,49,49,49,TRUE
"1150001","MT",8,8,48,48,48,TRUE
"1552002","MT",8,8,48,48,48,TRUE
"1454000","MT",8,8,47,47,47,TRUE
"1457000","MT",8,8,47,47,47,TRUE
"1555005","MT",8,8,46,46,46,TRUE
"1558005","MT",8,8,46,46,46,TRUE
"1652002","MT",8,8,46,46,46,TRUE
