"gauge_code","estado","n_duracoes","n_duracoes_8anos","min_anos","med_anos","max_anos","passa"
"330090201A","RJ",24,0,2,2,2,FALSE
"330095102A","RJ",24,0,2,2,2,FALSE
"330100906A","RJ",24,0,2,2,2,FALSE
"330160301A","RJ",24,0,2,2,2,FALSE
"330185001A","RJ",24,0,2,2,2,FALSE
"330190002A","RJ",24,0,2,2,2,FALSE
"330190005A","RJ",24,0,2,2,2,FALSE
"330200702A","RJ",24,0,2,2,2,FALSE
"330200703A","RJ",24,0,2,2,2,FALSE
"330227004A","RJ",24,0,2,2,2,FALSE
"330230401A","RJ",24,0,2,2,2,FALSE
"330240302A","RJ",24,0,2,2,2,FALSE
"330260102A","RJ",24,0,2,2,2,FALSE
"330285803A","RJ",24,0,2,2,2,FALSE
"330320303A","RJ",24,0,2,2,2,FALSE
"330330208A","RJ",24,0,2,2,2,FALSE
"330340103A","RJ",24,0,2,2,2,FALSE
"330340106A","RJ",24,0,2,2,2,FALSE
"330340110A","RJ",24,0,2,2,2,FALSE
"330340116A","RJ",24,0,2,2,2,FALSE
"330390602A","RJ",24,0,2,2,2,FALSE
"330390609A","RJ",24,0,2,2,2,FALSE
"330390613A","RJ",24,0,2,2,2,FALSE
"330390617A","RJ",24,0,2,2,2,FALSE
"330390628A","RJ",24,0,2,2,2,FALSE
"330420118H","RJ",24,0,2,2,2,FALSE
"330440901A","RJ",24,0,2,2,2,FALSE
"330440904A","RJ",24,0,2,2,2,FALSE
"330455704A","RJ",24,0,2,2,2,FALSE
"330455712A","RJ",24,0,2,2,2,FALSE
"330455722A","RJ",24,0,2,2,2,FALSE
"330475502A","RJ",24,0,2,2,2,FALSE
"330510903A","RJ",24,0,2,2,2,FALSE
"330510908A","RJ",24,0,2,2,2,FALSE
"330550504A","RJ",24,0,2,2,2,FALSE
"330580203A","RJ",24,0,2,2,2,FALSE
"330580205G","RJ",24,0,2,2,2,FALSE
"330580225A","RJ",24,0,2,2,2,FALSE
"330600807A","RJ",24,0,2,2,2,FALSE
"330610702A","RJ",24,0,2,2,2,FALSE
"A608","RJ",24,0,2,2,2,FALSE
"A618","RJ",24,0,2,2,2,FALSE
"A627","RJ",24,0,2,2,2,FALSE
"A630","RJ",24,0,2,2,2,FALSE
"A635","RJ",24,0,2,2,2,FALSE
"330010001G","RJ",24,0,1,1,1,FALSE
"330010006A","RJ",24,0,1,1,1,FALSE
"330010006G","RJ",24,0,1,1,1,FALSE
"330010009A","RJ",24,0,1,1,1,FALSE
"330010010A","RJ",24,0,1,1,1,FALSE
"330010011A","RJ",24,0,1,1,1,FALSE
"330010016A","RJ",24,0,1,1,1,FALSE
"330010018A","RJ",24,0,1,1,1,FALSE
"330010023A","RJ",24,0,1,1,1,FALSE
"330010027A","RJ",24,0,1,1,1,FALSE
"330010028A","RJ",24,0,1,1,1,FALSE
"330020903A","RJ",24,0,1,1,1,FALSE
"330022503A","RJ",24,0,1,1,1,FALSE
"330040705A","RJ",24,0,1,1,1,FALSE
"330110805A","RJ",24,0,1,1,1,FALSE
"330115701A","RJ",24,0,1,1,1,FALSE
"330120702A","RJ",24,0,1,1,1,FALSE
"330160302A","RJ",24,0,1,1,1,FALSE
"330180103A","RJ",24,0,1,1,1,FALSE
"330185004A","RJ",24,0,1,1,1,FALSE
"330185015H","RJ",24,0,1,1,1,FALSE
"330190003A","RJ",24,0,1,1,1,FALSE
"330220502A","RJ",24,0,1,1,1,FALSE
"330227005A","RJ",24,0,1,1,1,FALSE
"330245201A","RJ",24,0,1,1,1,FALSE
"330250207A","RJ",24,0,1,1,1,FALSE
"330270003A","RJ",24,0,1,1,1,FALSE
"330270005A","RJ",24,0,1,1,1,FALSE
"330300501A","RJ",24,0,1,1,1,FALSE
"330330209A","RJ",24,0,1,1,1,FALSE
"330330212A","RJ",24,0,1,1,1,FALSE
"330340102A","RJ",24,0,1,1,1,FALSE
"330340107A","RJ",24,0,1,1,1,FALSE
"330340109A","RJ",24,0,1,1,1,FALSE
"330340114A","RJ",24,0,1,1,1,FALSE
"330340117A","RJ",24,0,1,1,1,FALSE
"330340121A","RJ",24,0,1,1,1,FALSE
"330340123A","RJ",24,0,1,1,1,FALSE
"330350010A","RJ",24,0,1,1,1,FALSE
"330370803A","RJ",24,0,1,1,1,FALSE
"330390612A","RJ",24,0,1,1,1,FALSE
"330390615A","RJ",24,0,1,1,1,FALSE
"330390626A","RJ",24,0,1,1,1,FALSE
"330390629A","RJ",24,0,1,1,1,FALSE
"330414404A","RJ",24,0,1,1,1,FALSE
"330455715A","RJ",24,0,1,1,1,FALSE
"330455727A","RJ",24,0,1,1,1,FALSE
"330460704A","RJ",24,0,1,1,1,FALSE
"330470601A","RJ",24,0,1,1,1,FALSE
"330490403A","RJ",24,0,1,1,1,FALSE
"330510906A","RJ",24,0,1,1,1,FALSE
"330515801A","RJ",24,0,1,1,1,FALSE
"330515802A","RJ",24,0,1,1,1,FALSE
"330555402A","RJ",24,0,1,1,1,FALSE
"330555403A","RJ",24,0,1,1,1,FALSE
"330570307A","RJ",24,0,1,1,1,FALSE
"330580202G","RJ",24,0,1,1,1,FALSE
"330580219A","RJ",24,0,1,1,1,FALSE
"58790002","RJ",24,0,1,1,1,FALSE
"58974000","RJ",24,0,1,1,1,FALSE
"A628","RJ",24,0,1,1,1,FALSE
"A667","RJ",24,0,1,1,1,FALSE
"240220402A","RN",24,0,6,6,6,FALSE
"240810202A","RN",24,0,6,6,6,FALSE
"A316","RN",24,0,6,6,6,FALSE
"240140401A","RN",24,0,5,5,5,FALSE
"240810201A","RN",24,0,5,5,5,FALSE
"A304","RN",24,0,5,5,5,FALSE
"A318","RN",24,0,5,5,5,FALSE
"240420001A","RN",24,0,4,4,4,FALSE
"A317","RN",24,0,4,4,4,FALSE
"A340","RN",24,0,4,4,4,FALSE
"240100801A","RN",24,0,3,3,3,FALSE
"240200601A","RN",24,0,3,3,3,FALSE
"240220401A","RN",24,0,3,3,3,FALSE
"240800302A","RN",24,0,3,3,3,FALSE
"240810205A","RN",24,0,3,3,3,FALSE
"240990201A","RN",24,0,3,3,3,FALSE
"241220301A","RN",24,0,3,3,3,FALSE
"240470501A","RN",24,0,2,2,2,FALSE
"240800303A","RN",24,0,2,2,2,FALSE
"240800308A","RN",24,0,2,2,2,FALSE
"240810203A","RN",24,0,2,2,2,FALSE
"240810207A","RN",24,0,2,2,2,FALSE
"241470401A","RN",24,0,2,2,2,FALSE
"A344","RN",24,0,2,2,2,FALSE
"240070301A","RN",24,0,1,1,1,FALSE
"240360801A","RN",24,0,1,1,1,FALSE
"240450701A","RN",24,0,1,1,1,FALSE
"240650201C","RN",24,0,1,1,1,FALSE
"240720301A","RN",24,0,1,1,1,FALSE
"240750001A","RN",24,0,1,1,1,FALSE
"240800304A","RN",24,0,1,1,1,FALSE
"240800305A","RN",24,0,1,1,1,FALSE
"240810208A","RN",24,0,1,1,1,FALSE
"241220302A","RN",24,0,1,1,1,FALSE
"241440701A","RN",24,0,1,1,1,FALSE
"A372","RN",24,0,1,1,1,FALSE
"15318000","RO",24,0,7,7,7,FALSE
"15320002","RO",24,0,3,3,3,FALSE
"15341000","RO",24,0,3,3,3,FALSE
"15553800","RO",24,0,3,3,3,FALSE
"15559000","RO",24,0,3,3,3,FALSE
"A939","RO",24,0,3,3,3,FALSE
"15170200","RO",24,0,2,2,2,FALSE
"15324500","RO",24,0,2,2,2,FALSE
"15340600","RO",24,0,2,2,2,FALSE
"15390000","RO",24,0,2,2,2,FALSE
"15430000","RO",24,0,2,2,2,FALSE
"15552560","RO",24,0,2,2,2,FALSE
"15555800","RO",24,0,2,2,2,FALSE
"A938","RO",24,0,2,2,2,FALSE
"110018901A","RO",24,0,1,1,1,FALSE
"15123200","RO",24,0,1,1,1,FALSE
"15138000","RO",24,0,1,1,1,FALSE
"15150800","RO",24,0,1,1,1,FALSE
"15200000","RO",24,0,1,1,1,FALSE
"15248010","RO",24,0,1,1,1,FALSE
"15250001","RO",24,0,1,1,1,FALSE
"15335000","RO",24,0,1,1,1,FALSE
"15360000","RO",24,0,1,1,1,FALSE
"15405000","RO",24,0,1,1,1,FALSE
"15406000","RO",24,0,1,1,1,FALSE
"15459090","RO",24,0,1,1,1,FALSE
"15490000","RO",24,0,1,1,1,FALSE
"15550000","RO",24,0,1,1,1,FALSE
"15553950","RO",24,0,1,1,1,FALSE
"15564000","RO",24,0,1,1,1,FALSE
"A925","RO",24,0,1,1,1,FALSE
"14540000","RR",24,0,6,6,6,FALSE
"14489000","RR",24,0,5,5,5,FALSE
"14495000","RR",24,0,5,5,5,FALSE
"14515000","RR",24,0,3,3,3,FALSE
"14530000","RR",24,0,3,3,3,FALSE
"14558000","RR",24,0,3,3,3,FALSE
"14710000","RR",24,0,3,3,3,FALSE
"140010001A","RR",24,0,2,2,2,FALSE
"140010002A","RR",24,0,2,2,2,FALSE
"140010003A","RR",24,0,2,2,2,FALSE
"140010004A","RR",24,0,2,2,2,FALSE
"140010005A","RR",24,0,2,2,2,FALSE
"14488000","RR",24,0,2,2,2,FALSE
"14500000","RR",24,0,2,2,2,FALSE
"14527000","RR",24,0,2,2,2,FALSE
"14620000","RR",24,0,2,2,2,FALSE
"140070401A","RR",24,0,1,1,1,FALSE
"14526400","RR",24,0,1,1,1,FALSE
"14690000","RR",24,0,1,1,1,FALSE
"14790000","RR",24,0,1,1,1,FALSE
"16129000","RR",24,0,1,1,1,FALSE
"430420002A","RS",24,0,7,7,7,FALSE
"430450701A","RS",24,0,7,7,7,FALSE
"430510801A","RS",24,0,7,7,7,FALSE
"430830001A","RS",24,0,7,7,7,FALSE
"431420901A","RS",24,0,7,7,7,FALSE
"431490221A","RS",24,0,7,7,7,FALSE
"432040401A","RS",24,0,7,7,7,FALSE
"432130301A","RS",24,0,7,7,7,FALSE
"88260000","RS",24,0,7,7,7,FALSE
"A811","RS",24,0,7,7,7,FALSE
"A838","RS",24,0,7,7,7,FALSE
"A839","RS",24,0,7,7,7,FALSE
"A840","RS",24,0,7,7,7,FALSE
"A856","RS",24,0,7,7,7,FALSE
"A879","RS",24,0,7,7,7,FALSE
"A880","RS",24,0,7,7,7,FALSE
"A884","RS",24,0,7,7,7,FALSE
"A886","RS",24,0,7,7,7,FALSE
"430235201A","RS",24,0,6,6,6,FALSE
"430280801A","RS",24,0,6,6,6,FALSE
"430300402A","RS",24,0,6,6,6,FALSE
"430300403A","RS",24,0,6,6,6,FALSE
"430450703A","RS",24,0,6,6,6,FALSE
"430450704A","RS",24,0,6,6,6,FALSE
"430460601A","RS",24,0,6,6,6,FALSE
"430466301A","RS",24,0,6,6,6,FALSE
"431123901A","RS",24,0,6,6,6,FALSE
"431440705A","RS",24,0,6,6,6,FALSE
"431490203A","RS",24,0,6,6,6,FALSE
"431720202A","RS",24,0,6,6,6,FALSE
"432300202A","RS",24,0,6,6,6,FALSE
"A804","RS",24,0,6,6,6,FALSE
"A831","RS",24,0,6,6,6,FALSE
"A883","RS",24,0,6,6,6,FALSE
"430060401A","RS",24,0,5,5,5,FALSE
"430060402A","RS",24,0,5,5,5,FALSE
"430060403A","RS",24,0,5,5,5,FALSE
"430060404A","RS",24,0,5,5,5,FALSE
"430130501A","RS",24,0,5,5,5,FALSE
"430460603A","RS",24,0,5,5,5,FALSE
"430620501A","RS",24,0,5,5,5,FALSE
"430693201A","RS",24,0,5,5,5,FALSE
"431100701A","RS",24,0,5,5,5,FALSE
"431140301A","RS",24,0,5,5,5,FALSE
"431140303A","RS",24,0,5,5,5,FALSE
"431177501A","RS",24,0,5,5,5,FALSE
"431310201A","RS",24,0,5,5,5,FALSE
"431320101A","RS",24,0,5,5,5,FALSE
"431410003A","RS",24,0,5,5,5,FALSE
"431490202A","RS",24,0,5,5,5,FALSE
"431540401A","RS",24,0,5,5,5,FALSE
"431690703A","RS",24,0,5,5,5,FALSE
"431800201A","RS",24,0,5,5,5,FALSE
"431880403A","RS",24,0,5,5,5,FALSE
"432026301A","RS",24,0,5,5,5,FALSE
"432080002A","RS",24,0,5,5,5,FALSE
"432145101A","RS",24,0,5,5,5,FALSE
"432250903A","RS",24,0,5,5,5,FALSE
"432260801A","RS",24,0,5,5,5,FALSE
"432260803A","RS",24,0,5,5,5,FALSE
"432260804A","RS",24,0,5,5,5,FALSE
"A829","RS",24,0,5,5,5,FALSE
"A837","RS",24,0,5,5,5,FALSE
"A894","RS",24,0,5,5,5,FALSE
"A899","RS",24,0,5,5,5,FALSE
"430040601A","RS",24,0,4,4,4,FALSE
"430057001A","RS",24,0,4,4,4,FALSE
"430450702A","RS",24,0,4,4,4,FALSE
"430460604A","RS",24,0,4,4,4,FALSE
"430660102A","RS",24,0,4,4,4,FALSE
"431020701A","RS",24,0,4,4,4,FALSE
"431440702A","RS",24,0,4,4,4,FALSE
"431490204A","RS",24,0,4,4,4,FALSE
"431490205A","RS",24,0,4,4,4,FALSE
"431575001A","RS",24,0,4,4,4,FALSE
"431690705A","RS",24,0,4,4,4,FALSE
"432000803A","RS",24,0,4,4,4,FALSE
"432000805A","RS",24,0,4,4,4,FALSE
"432300203A","RS",24,0,4,4,4,FALSE
"73390000","RS",24,0,4,4,4,FALSE
"85900000","RS",24,0,4,4,4,FALSE
"86100600","RS",24,0,4,4,4,FALSE
"87380000","RS",24,0,4,4,4,FALSE
"87399000","RS",24,0,4,4,4,FALSE
"A808","RS",24,0,4,4,4,FALSE
"A826","RS",24,0,4,4,4,FALSE
"A832","RS",24,0,4,4,4,FALSE
"A833","RS",24,0,4,4,4,FALSE
"A852","RS",24,0,4,4,4,FALSE
"A878","RS",24,0,4,4,4,FALSE
"A887","RS",24,0,4,4,4,FALSE
"430300401A","RS",24,0,3,3,3,FALSE
"430676704A","RS",24,0,3,3,3,FALSE
"430690801A","RS",24,0,3,3,3,FALSE
"430700501A","RS",24,0,3,3,3,FALSE
"430800301A","RS",24,0,3,3,3,FALSE
"431065201A","RS",24,0,3,3,3,FALSE
"431075101A","RS",24,0,3,3,3,FALSE
"431140302A","RS",24,0,3,3,3,FALSE
"431410004A","RS",24,0,3,3,3,FALSE
"431410005A","RS",24,0,3,3,3,FALSE
"431440701A","RS",24,0,3,3,3,FALSE
"431490220A","RS",24,0,3,3,3,FALSE
"431530501A","RS",24,0,3,3,3,FALSE
"431640203A","RS",24,0,3,3,3,FALSE
"432240001A","RS",24,0,3,3,3,FALSE
"432250901A","RS",24,0,3,3,3,FALSE
"432300205A","RS",24,0,3,3,3,FALSE
"72870900","RS",24,0,3,3,3,FALSE
"75650010","RS",24,0,3,3,3,FALSE
"76290000","RS",24,0,3,3,3,FALSE
"77150000","RS",24,0,3,3,3,FALSE
"87401750","RS",24,0,3,3,3,FALSE
"87450004","RS",24,0,3,3,3,FALSE
"87550050","RS",24,0,3,3,3,FALSE
"A881","RS",24,0,3,3,3,FALSE
"A893","RS",24,0,3,3,3,FALSE
"A897","RS",24,0,3,3,3,FALSE
"430005901A","RS",24,0,2,2,2,FALSE
"430040602A","RS",24,0,2,2,2,FALSE
"430460602A","RS",24,0,2,2,2,FALSE
"430680902A","RS",24,0,2,2,2,FALSE
"430700503A","RS",24,0,2,2,2,FALSE
"430700504A","RS",24,0,2,2,2,FALSE
"430780702A","RS",24,0,2,2,2,FALSE
"430920904A","RS",24,0,2,2,2,FALSE
"430960501A","RS",24,0,2,2,2,FALSE
"431010806A","RS",24,0,2,2,2,FALSE
"431020702A","RS",24,0,2,2,2,FALSE
"431340904A","RS",24,0,2,2,2,FALSE
"431405001A","RS",24,0,2,2,2,FALSE
"431447201A","RS",24,0,2,2,2,FALSE
"431490217A","RS",24,0,2,2,2,FALSE
"431640202A","RS",24,0,2,2,2,FALSE
"431690702A","RS",24,0,2,2,2,FALSE
"431690712H","RS",24,0,2,2,2,FALSE
"431720201A","RS",24,0,2,2,2,FALSE
"431820001A","RS",24,0,2,2,2,FALSE
"431840801A","RS",24,0,2,2,2,FALSE
"431880402A","RS",24,0,2,2,2,FALSE
"431950501A","RS",24,0,2,2,2,FALSE
"70120000","RS",24,0,2,2,2,FALSE
"70844200","RS",24,0,2,2,2,FALSE
"77500000","RS",24,0,2,2,2,FALSE
"79400000","RS",24,0,2,2,2,FALSE
"85380500","RS",24,0,2,2,2,FALSE
"85800000","RS",24,0,2,2,2,FALSE
"86102000","RS",24,0,2,2,2,FALSE
"86895000","RS",24,0,2,2,2,FALSE
"87160000","RS",24,0,2,2,2,FALSE
"87382000","RS",24,0,2,2,2,FALSE
"87905000","RS",24,0,2,2,2,FALSE
"A834","RS",24,0,2,2,2,FALSE
"B807","RS",24,0,2,2,2,FALSE
"430390501A","RS",24,0,1,1,1,FALSE
"430390503A","RS",24,0,1,1,1,FALSE
"430510803A","RS",24,0,1,1,1,FALSE
"430676701A","RS",24,0,1,1,1,FALSE
"430676702A","RS",24,0,1,1,1,FALSE
"431050401A","RS",24,0,1,1,1,FALSE
"431060301A","RS",24,0,1,1,1,FALSE
"431065203A","RS",24,0,1,1,1,FALSE
"431244301A","RS",24,0,1,1,1,FALSE
"431440704A","RS",24,0,1,1,1,FALSE
"431490216A","RS",24,0,1,1,1,FALSE
"431950508H","RS",24,0,1,1,1,FALSE
"432170906H","RS",24,0,1,1,1,FALSE
"432240003A","RS",24,0,1,1,1,FALSE
"70710000","RS",24,0,1,1,1,FALSE
"70720000","RS",24,0,1,1,1,FALSE
"70840080","RS",24,0,1,1,1,FALSE
"70842000","RS",24,0,1,1,1,FALSE
"70845000","RS",24,0,1,1,1,FALSE
"72080000","RS",24,0,1,1,1,FALSE
"72428000","RS",24,0,1,1,1,FALSE
"73420080","RS",24,0,1,1,1,FALSE
"74120900","RS",24,0,1,1,1,FALSE
"74761000","RS",24,0,1,1,1,FALSE
"74800000","RS",24,0,1,1,1,FALSE
"75060000","RS",24,0,1,1,1,FALSE
"75188000","RS",24,0,1,1,1,FALSE
"75270000","RS",24,0,1,1,1,FALSE
"75287000","RS",24,0,1,1,1,FALSE
"75290000","RS",24,0,1,1,1,FALSE
"75307000","RS",24,0,1,1,1,FALSE
"75318000","RS",24,0,1,1,1,FALSE
"75326000","RS",24,0,1,1,1,FALSE
"75343000","RS",24,0,1,1,1,FALSE
"75550000","RS",24,0,1,1,1,FALSE
"75900000","RS",24,0,1,1,1,FALSE
"76431000","RS",24,0,1,1,1,FALSE
"76750000","RS",24,0,1,1,1,FALSE
"85040000","RS",24,0,1,1,1,FALSE
"85050100","RS",24,0,1,1,1,FALSE
"85180000","RS",24,0,1,1,1,FALSE
"85290000","RS",24,0,1,1,1,FALSE
"85310000","RS",24,0,1,1,1,FALSE
"85350000","RS",24,0,1,1,1,FALSE
"85365000","RS",24,0,1,1,1,FALSE
"85623010","RS",24,0,1,1,1,FALSE
"85642000","RS",24,0,1,1,1,FALSE
"86099000","RS",24,0,1,1,1,FALSE
"86125050","RS",24,0,1,1,1,FALSE
"86321000","RS",24,0,1,1,1,FALSE
"86410050","RS",24,0,1,1,1,FALSE
"86450000","RS",24,0,1,1,1,FALSE
"86470800","RS",24,0,1,1,1,FALSE
"86472000","RS",24,0,1,1,1,FALSE
"86510000","RS",24,0,1,1,1,FALSE
"86520000","RS",24,0,1,1,1,FALSE
"86743800","RS",24,0,1,1,1,FALSE
"86950000","RS",24,0,1,1,1,FALSE
"87100000","RS",24,0,1,1,1,FALSE
"87120000","RS",24,0,1,1,1,FALSE
"87170000","RS",24,0,1,1,1,FALSE
"87242000","RS",24,0,1,1,1,FALSE
"87409000","RS",24,0,1,1,1,FALSE
"87510049","RS",24,0,1,1,1,FALSE
"87795000","RS",24,0,1,1,1,FALSE
"87920500","RS",24,0,1,1,1,FALSE
"88060200","RS",24,0,1,1,1,FALSE
"88150900","RS",24,0,1,1,1,FALSE
"A810","RS",24,0,1,1,1,FALSE
"A882","RS",24,0,1,1,1,FALSE
"A889","RS",24,0,1,1,1,FALSE
"420130704A","SC",24,0,7,7,7,FALSE
"420230501A","SC",24,0,7,7,7,FALSE
"420420202A","SC",24,0,7,7,7,FALSE
"420450903A","SC",24,0,7,7,7,FALSE
"420480601A","SC",24,0,7,7,7,FALSE
"420630603A","SC",24,0,7,7,7,FALSE
"420650403A","SC",24,0,7,7,7,FALSE
"420750202A","SC",24,0,7,7,7,FALSE
"420820316A","SC",24,0,7,7,7,FALSE
"420890601A","SC",24,0,7,7,7,FALSE
"421330202A","SC",24,0,7,7,7,FALSE
"421530703A","SC",24,0,7,7,7,FALSE
"421860801A","SC",24,0,7,7,7,FALSE
"421930904A","SC",24,0,7,7,7,FALSE
"72810000","SC",24,0,7,7,7,FALSE
"420150501A","SC",24,0,6,6,6,FALSE
"420370901A","SC",24,0,6,6,6,FALSE
"420600901A","SC",24,0,6,6,6,FALSE
"420840101A","SC",24,0,6,6,6,FALSE
"420890606A","SC",24,0,6,6,6,FALSE
"420940903A","SC",24,0,6,6,6,FALSE
"421100901A","SC",24,0,6,6,6,FALSE
"421640401A","SC",24,0,6,6,6,FALSE
"421720401A","SC",24,0,6,6,6,FALSE
"A815","SC",24,0,6,6,6,FALSE
"A848","SC",24,0,6,6,6,FALSE
"A868","SC",24,0,6,6,6,FALSE
"420120802A","SC",24,0,5,5,5,FALSE
"420140601A","SC",24,0,5,5,5,FALSE
"420280001A","SC",24,0,5,5,5,FALSE
"420300601A","SC",24,0,5,5,5,FALSE
"420455802A","SC",24,0,5,5,5,FALSE
"420890604A","SC",24,0,5,5,5,FALSE
"420915104A","SC",24,0,5,5,5,FALSE
"420980501A","SC",24,0,5,5,5,FALSE
"421565301A","SC",24,0,5,5,5,FALSE
"421567901A","SC",24,0,5,5,5,FALSE
"421580201A","SC",24,0,5,5,5,FALSE
"421680001A","SC",24,0,5,5,5,FALSE
"421810301A","SC",24,0,5,5,5,FALSE
"83059000","SC",24,0,5,5,5,FALSE
"A860","SC",24,0,5,5,5,FALSE
"A898","SC",24,0,5,5,5,FALSE
"420207301A","SC",24,0,4,4,4,FALSE
"420240407G","SC",24,0,4,4,4,FALSE
"420240408G","SC",24,0,4,4,4,FALSE
"420240413G","SC",24,0,4,4,4,FALSE
"420320405A","SC",24,0,4,4,4,FALSE
"420350101A","SC",24,0,4,4,4,FALSE
"420430101A","SC",24,0,4,4,4,FALSE
"420430102A","SC",24,0,4,4,4,FALSE
"420550602A","SC",24,0,4,4,4,FALSE
"420610801A","SC",24,0,4,4,4,FALSE
"420630601A","SC",24,0,4,4,4,FALSE
"420670202A","SC",24,0,4,4,4,FALSE
"420820304A","SC",24,0,4,4,4,FALSE
"420820305A","SC",24,0,4,4,4,FALSE
"420820314A","SC",24,0,4,4,4,FALSE
"420910208A","SC",24,0,4,4,4,FALSE
"420930002A","SC",24,0,4,4,4,FALSE
"420940905A","SC",24,0,4,4,4,FALSE
"421130604A","SC",24,0,4,4,4,FALSE
"421190003A","SC",24,0,4,4,4,FALSE
"421210601A","SC",24,0,4,4,4,FALSE
"421250201A","SC",24,0,4,4,4,FALSE
"421530701A","SC",24,0,4,4,4,FALSE
"421570301A","SC",24,0,4,4,4,FALSE
"421610701A","SC",24,0,4,4,4,FALSE
"421620602A","SC",24,0,4,4,4,FALSE
"421770903A","SC",24,0,4,4,4,FALSE
"421800402A","SC",24,0,4,4,4,FALSE
"70600000","SC",24,0,4,4,4,FALSE
"72715000","SC",24,0,4,4,4,FALSE
"72880000","SC",24,0,4,4,4,FALSE
"A817","SC",24,0,4,4,4,FALSE
"A859","SC",24,0,4,4,4,FALSE
"A895","SC",24,0,4,4,4,FALSE
"420060601A","SC",24,0,3,3,3,FALSE
"420090301A","SC",24,0,3,3,3,FALSE
"420240401A","SC",24,0,3,3,3,FALSE
"420240409G","SC",24,0,3,3,3,FALSE
"420240412G","SC",24,0,3,3,3,FALSE
"420240415A","SC",24,0,3,3,3,FALSE
"420240423A","SC",24,0,3,3,3,FALSE
"420245301A","SC",24,0,3,3,3,FALSE
"420270103A","SC",24,0,3,3,3,FALSE
"420550601A","SC",24,0,3,3,3,FALSE
"420560501A","SC",24,0,3,3,3,FALSE
"420650402A","SC",24,0,3,3,3,FALSE
"420650404A","SC",24,0,3,3,3,FALSE
"420750204A","SC",24,0,3,3,3,FALSE
"420780901A","SC",24,0,3,3,3,FALSE
"420810401A","SC",24,0,3,3,3,FALSE
"420820306A","SC",24,0,3,3,3,FALSE
"420845001A","SC",24,0,3,3,3,FALSE
"420870801A","SC",24,0,3,3,3,FALSE
"420890603A","SC",24,0,3,3,3,FALSE
"420890605A","SC",24,0,3,3,3,FALSE
"420890607A","SC",24,0,3,3,3,FALSE
"420930001A","SC",24,0,3,3,3,FALSE
"421085201A","SC",24,0,3,3,3,FALSE
"421120701A","SC",24,0,3,3,3,FALSE
"421360902A","SC",24,0,3,3,3,FALSE
"421420101A","SC",24,0,3,3,3,FALSE
"421420102A","SC",24,0,3,3,3,FALSE
"421510901A","SC",24,0,3,3,3,FALSE
"421620601A","SC",24,0,3,3,3,FALSE
"421725301A","SC",24,0,3,3,3,FALSE
"421870702A","SC",24,0,3,3,3,FALSE
"421930903A","SC",24,0,3,3,3,FALSE
"421950701A","SC",24,0,3,3,3,FALSE
"421970501A","SC",24,0,3,3,3,FALSE
"73203000","SC",24,0,3,3,3,FALSE
"73249000","SC",24,0,3,3,3,FALSE
"73960000","SC",24,0,3,3,3,FALSE
"83030000","SC",24,0,3,3,3,FALSE
"83750000","SC",24,0,3,3,3,FALSE
"84015900","SC",24,0,3,3,3,FALSE
"84095500","SC",24,0,3,3,3,FALSE
"84853000","SC",24,0,3,3,3,FALSE
"A816","SC",24,0,3,3,3,FALSE
"A851","SC",24,0,3,3,3,FALSE
"A870","SC",24,0,3,3,3,FALSE
"420130701A","SC",24,0,2,2,2,FALSE
"420130703A","SC",24,0,2,2,2,FALSE
"420240404G","SC",24,0,2,2,2,FALSE
"420240406A","SC",24,0,2,2,2,FALSE
"420240409A","SC",24,0,2,2,2,FALSE
"420240411G","SC",24,0,2,2,2,FALSE
"420240418G","SC",24,0,2,2,2,FALSE
"420290910A","SC",24,0,2,2,2,FALSE
"420380802A","SC",24,0,2,2,2,FALSE
"420420201A","SC",24,0,2,2,2,FALSE
"420520901A","SC",24,0,2,2,2,FALSE
"420570403A","SC",24,0,2,2,2,FALSE
"420700701A","SC",24,0,2,2,2,FALSE
"420750205A","SC",24,0,2,2,2,FALSE
"420985401A","SC",24,0,2,2,2,FALSE
"421010005H","SC",24,0,2,2,2,FALSE
"421040701A","SC",24,0,2,2,2,FALSE
"421050601A","SC",24,0,2,2,2,FALSE
"421110801A","SC",24,0,2,2,2,FALSE
"421170201A","SC",24,0,2,2,2,FALSE
"421170202A","SC",24,0,2,2,2,FALSE
"421190001A","SC",24,0,2,2,2,FALSE
"421320308A","SC",24,0,2,2,2,FALSE
"421410201A","SC",24,0,2,2,2,FALSE
"421430001A","SC",24,0,2,2,2,FALSE
"421460701A","SC",24,0,2,2,2,FALSE
"421660207A","SC",24,0,2,2,2,FALSE
"421670101A","SC",24,0,2,2,2,FALSE
"421770902A","SC",24,0,2,2,2,FALSE
"421790701A","SC",24,0,2,2,2,FALSE
"421800401A","SC",24,0,2,2,2,FALSE
"421870701A","SC",24,0,2,2,2,FALSE
"421880601A","SC",24,0,2,2,2,FALSE
"65293000","SC",24,0,2,2,2,FALSE
"71200000","SC",24,0,2,2,2,FALSE
"73582000","SC",24,0,2,2,2,FALSE
"74300000","SC",24,0,2,2,2,FALSE
"74400080","SC",24,0,2,2,2,FALSE
"83270000","SC",24,0,2,2,2,FALSE
"83461000","SC",24,0,2,2,2,FALSE
"84034500","SC",24,0,2,2,2,FALSE
"84100000","SC",24,0,2,2,2,FALSE
"84580000","SC",24,0,2,2,2,FALSE
"84820000","SC",24,0,2,2,2,FALSE
"A814","SC",24,0,2,2,2,FALSE
